Area code,All categories: Age,Age 0 to 4,Age 5 to 7,Age 8 to 9,Age 10 to 14,Age 15,Age 16 to 17,Age 18 to 19,Age 20 to 24,Age 25 to 29,Age 30 to 44,Age 45 to 59,Age 60 to 64,Age 65 to 74,Age 75 to 84,Age 85 to 89,Age 90 and over,Mean age,Median age
E10000032,"806,892","46,486","26,373","16,806","45,733","9,557","19,181","17,229","41,088","44,020","156,491","163,008","54,345","81,862","58,142","16,931","9,640",42.3,43
E07000223,"61,182","3,537","1,899","1,211","3,173",783,"1,501","1,256","2,982","3,131","11,842","12,132","4,301","6,715","4,684","1,348",687,43.0,44
E07000224,"149,518","7,386","4,180","2,788","7,416","1,584","3,139","3,208","7,443","7,314","25,426","28,947","11,359","19,235","13,595","4,116","2,382",45.5,47
E07000225,"113,794","5,652","3,375","2,255","6,092","1,259","2,368","2,890","6,200","5,150","18,823","23,286","8,550","13,770","9,832","2,761","1,531",44.5,46
E07000226,"106,597","8,071","4,074","2,412","6,244","1,247","2,652","2,320","6,816","9,044","25,372","19,715","5,162","6,267","5,154","1,421",626,36.8,35
E07000227,"131,301","7,151","4,379","2,872","8,469","1,672","3,551","2,653","5,660","5,858","25,242","29,115","9,109","13,130","8,717","2,356","1,367",42.1,44
E07000228,"139,860","8,343","5,028","3,147","8,755","1,832","3,700","2,693","6,490","7,510","28,500","29,267","9,288","12,804","8,605","2,425","1,473",41.0,42
E07000229,"104,640","6,346","3,438","2,121","5,584","1,180","2,270","2,209","5,497","6,013","21,286","20,546","6,576","9,941","7,555","2,504","1,574",42.2,42
,,,,,,,,,,,,,,,,,,,
E12000009,"5,288,935","296,094","166,138","106,551","296,892","64,003","128,935","135,139","333,166","307,159","994,693","1,063,214","361,507","532,902","348,759","99,900","53,883",41.6,42
,,,,,,,,,,,,,,,,,,,
E06000022,"176,016","9,238","5,192","3,508","9,568","2,071","4,125","7,086","15,995","10,141","32,400","34,073","10,802","15,928","10,981","3,249","1,659",40.3,40
E06000028,"183,491","10,275","4,862","2,999","8,399","1,732","3,517","6,141","17,130","14,935","39,070","31,930","10,190","14,661","11,504","3,834","2,312",40.0,38
E06000023,"428,234","29,633","14,371","8,466","21,703","4,408","8,922","13,711","44,371","40,752","95,160","70,787","20,078","27,725","19,235","5,798","3,114",36.5,33
E06000052,"532,273","27,366","15,714","10,359","29,972","6,530","12,575","12,695","28,357","26,373","93,598","110,882","42,611","61,767","37,746","10,218","5,510",43.3,45
E06000053,"2,203",105,65,40,114,22,7,27,111,135,427,472,172,271,165,37,33,44.7,46
E06000024,"202,566","11,653","6,681","4,343","11,579","2,396","4,749","4,181","9,491","10,363","38,286","41,557","14,654","22,071","14,043","4,175","2,344",42.6,44
E06000026,"256,384","15,336","7,956","4,991","13,645","2,954","6,011","8,839","24,343","18,888","48,662","47,904","15,140","21,999","14,098","3,639","1,979",39.0,38
E06000029,"147,645","8,450","4,687","2,896","7,924","1,702","3,557","3,361","8,180","8,712","28,855","29,335","9,828","14,563","10,676","3,167","1,752",42.1,42
E06000025,"262,767","15,925","8,967","5,641","15,858","3,539","6,958","7,102","15,458","15,606","53,974","53,582","15,748","24,040","14,835","3,648","1,886",39.8,40
E06000030,"209,156","14,083","7,551","4,722","12,433","2,593","5,141","4,690","12,859","15,075","48,338","41,827","10,990","15,160","9,899","2,616","1,179",38.1,38
E06000027,"130,959","6,690","3,851","2,426","7,092","1,610","3,120","2,839","6,779","6,700","22,055","26,774","10,169","15,564","10,219","3,190","1,881",44.2,46
E06000054,"470,981","28,373","16,588","10,611","29,276","6,120","12,432","10,645","24,720","25,471","91,597","98,414","31,246","45,070","28,456","7,725","4,237",40.8,42
,,,,,,,,,,,,,,,,,,,
E10000008,"746,399","37,479","22,022","14,310","40,518","8,845","17,586","18,977","42,929","36,415","126,570","154,693","57,629","86,420","56,246","16,645","9,115",43.7,45
E07000040,"132,457","5,846","3,640","2,374","7,074","1,521","3,121","2,678","5,517","5,201","20,553","26,679","10,907","18,126","12,877","4,043","2,300",46.9,49
E07000041,"117,773","6,747","3,453","2,082","5,329","1,096","2,343","5,957","14,155","9,027","23,002","20,166","6,147","8,747","6,436","2,011","1,075",38.1,35
E07000042,"77,750","4,498","2,592","1,651","4,713","1,096","1,941","1,619","3,675","3,888","13,848","16,533","5,831","8,512","5,163","1,430",760,42.3,44
E07000043,"93,667","5,014","2,930","1,871","5,286","1,188","2,317","2,070","4,821","4,565","16,192","19,366","7,239","10,937","6,856","1,911","1,104",43.3,45
E07000044,"83,140","3,677","2,333","1,624","4,602","1,036","1,979","1,677","3,648","3,424","12,777","19,130","7,479","10,503","6,462","1,828",961,45.3,48
E07000045,"124,220","5,984","3,670","2,371","6,966","1,491","3,028","2,638","5,694","5,432","20,957","26,993","9,980","14,749","9,659","2,997","1,611",44.6,47
E07000046,"63,839","3,157","1,814","1,277","3,493",777,"1,559","1,295","3,025","2,634","10,503","13,768","5,559","8,167","4,851","1,306",654,44.6,47
E07000047,"53,553","2,556","1,590","1,060","3,055",640,"1,298","1,043","2,394","2,244","8,738","12,058","4,487","6,679","3,942","1,119",650,44.6,47
,,,,,,,,,,,,,,,,,,,
E10000009,"412,905","19,333","11,864","7,979","23,023","5,110","10,393","8,619","19,450","17,091","66,924","85,770","33,204","51,990","36,092","10,435","5,628",45.2,47
E07000048,"47,752","2,143","1,360",854,"2,562",544,"1,071",897,"2,063","1,882","7,474","8,994","3,721","6,543","5,150","1,620",874,47.1,49
E07000049,"87,166","3,737","2,457","1,635","4,702","1,078","1,983","1,740","3,632","3,013","13,155","18,360","7,355","11,809","8,677","2,526","1,307",46.9,49
E07000050,"68,583","3,647","2,171","1,400","4,204",931,"2,043","1,535","3,402","3,197","12,109","13,999","5,146","7,709","4,940","1,389",761,42.8,44
E07000051,"44,973","2,114","1,315",899,"2,428",539,"1,110",885,"2,165","1,998","7,385","9,465","3,723","5,648","3,767","1,038",494,44.9,47
E07000052,"99,264","4,343","2,633","1,882","5,579","1,291","2,626","1,954","4,300","3,607","15,208","21,220","8,343","13,101","9,027","2,620","1,530",46.2,49
E07000053,"65,167","3,349","1,928","1,309","3,548",727,"1,560","1,608","3,888","3,394","11,593","13,732","4,916","7,180","4,531","1,242",662,42.8,44
,,,,,,,,,,,,,,,,,,,
E10000013,"596,984","33,438","19,059","12,481","34,479","7,294","15,474","14,363","34,958","33,994","116,039","124,311","39,739","58,210","36,976","10,671","5,498",41.3,42
E07000078,"115,732","6,486","3,483","2,206","6,201","1,348","2,874","3,334","9,185","9,324","24,033","21,544","6,385","9,411","6,592","2,161","1,165",39.5,38
E07000079,"82,881","3,929","2,459","1,667","4,746",942,"2,001","1,858","3,837","3,416","14,629","18,529","6,379","9,426","6,281","1,816",966,44.2,46
E07000080,"81,961","4,055","2,480","1,639","4,779","1,061","2,409","2,048","4,200","3,601","14,337","17,985","6,381","9,380","5,374","1,455",777,43.0,45
E07000081,"121,688","8,239","4,324","2,789","7,274","1,531","3,199","3,173","8,402","8,720","25,613","23,774","6,585","9,476","6,092","1,708",789,38.2,38
E07000082,"112,779","6,113","3,657","2,509","6,791","1,458","3,055","2,372","5,246","4,910","21,447","24,952","8,292","11,681","7,232","2,015","1,049",42.3,44
E07000083,"81,943","4,616","2,656","1,671","4,688",954,"1,936","1,578","4,088","4,023","15,980","17,527","5,717","8,836","5,405","1,516",752,42.4,44
,,,,,,,,,,,,,,,,,,,
E10000027,"529,972","28,717","16,708","10,779","31,309","7,077","14,368","11,863","28,035","26,508","92,738","110,903","39,307","57,463","37,588","10,853","5,756",42.7,44
E07000187,"109,279","5,915","3,617","2,296","6,988","1,581","3,450","2,559","5,359","5,114","19,551","23,615","7,956","11,049","7,064","2,089","1,076",41.9,43
E07000188,"114,588","6,321","3,613","2,348","6,868","1,516","3,055","2,538","6,193","5,671","20,023","24,495","8,482","12,446","7,753","2,174","1,092",42.4,44
E07000189,"161,243","8,771","5,073","3,316","9,424","2,034","4,005","3,549","8,513","8,127","28,304","33,050","12,252","17,990","11,750","3,308","1,777",42.9,44
E07000190,"110,187","6,266","3,572","2,271","6,389","1,580","3,117","2,525","6,226","6,047","20,244","22,434","7,504","10,824","7,647","2,261","1,280",41.8,43
E07000191,"34,675","1,444",833,548,"1,640",366,741,692,"1,744","1,549","4,616","7,309","3,113","5,154","3,374","1,021",531,47.7,51
,,,,,,,,,,,,,,,,,,,
W92000004,"3,063,456","178,301","99,429","63,650","177,748","37,168","77,111","84,841","211,924","185,728","570,894","609,233","204,885","300,550","187,434","49,360","25,200",40.6,41
,,,,,,,,,,,,,,,,,,,
W06000001,"69,751","3,878","2,082","1,382","3,746",773,"1,680","1,398","3,863","3,603","12,050","14,189","5,461","8,574","5,046","1,249",777,43.4,45
W06000002,"121,874","6,819","3,748","2,430","6,610","1,344","2,784","4,220","9,719","6,472","20,714","23,341","8,533","13,130","8,565","2,278","1,167",41.6,42
W06000003,"115,228","5,839","3,351","2,155","6,418","1,363","2,849","2,390","5,798","5,404","19,079","23,576","8,844","13,966","9,921","2,729","1,546",44.6,46
W06000004,"93,734","5,323","2,986","1,975","5,473","1,196","2,543","2,270","5,212","4,525","16,269","19,113","7,159","10,585","6,522","1,656",927,42.4,44
W06000005,"152,506","9,349","5,098","3,275","8,997","1,925","4,073","3,499","8,970","8,547","29,576","31,332","11,029","15,299","8,384","2,060","1,093",40.6,41
W06000006,"134,844","8,829","4,785","2,832","7,736","1,636","3,219","3,188","8,439","8,825","26,996","26,650","8,858","12,516","7,458","1,858","1,019",39.8,40
W06000023,"132,976","6,582","3,959","2,681","7,947","1,724","3,463","2,780","6,465","5,877","21,818","28,570","10,864","16,232","9,926","2,685","1,403",43.9,46
W06000008,"75,922","3,472","2,015","1,331","3,642",770,"1,607","4,255","8,191","3,614","11,283","14,463","5,574","8,418","5,151","1,406",730,41.7,42
W06000009,"122,439","6,784","3,889","2,469","7,383","1,552","3,131","2,798","6,710","5,860","20,195","25,450","9,525","14,380","8,847","2,289","1,177",42.9,45
W06000010,"183,777","10,310","5,835","3,862","10,642","2,365","4,628","4,352","10,598","9,531","31,792","38,338","13,348","20,343","12,651","3,449","1,733",42.3,44
W06000011,"239,023","13,110","7,491","4,948","13,214","2,633","5,412","8,004","20,520","15,559","45,031","45,313","14,976","22,156","14,901","3,815","1,940",40.1,39
W06000012,"139,812","7,599","4,500","2,816","8,020","1,702","3,599","3,219","8,112","8,702","26,610","29,399","9,483","13,862","8,737","2,295","1,157",41.3,42
W06000013,"139,178","7,727","4,620","2,959","8,369","1,613","3,558","3,226","8,234","8,439","27,924","28,520","9,135","13,769","8,045","2,054",986,40.7,41
W06000014,"126,336","7,333","4,229","2,689","7,902","1,679","3,481","2,992","6,825","6,969","24,138","26,557","8,487","12,367","7,535","2,134","1,019",40.9,42
W06000015,"346,090","22,378","11,163","6,917","18,538","3,979","7,836","14,055","38,735","30,515","69,946","59,978","16,498","22,705","15,949","4,703","2,195",36.5,33
W06000016,"234,410","14,449","8,134","5,006","13,885","2,820","5,837","6,225","16,178","14,818","45,638","45,894","15,453","22,004","13,010","3,383","1,676",39.8,40
W06000024,"58,802","3,630","1,881","1,238","3,476",735,"1,616","1,473","3,959","4,170","11,107","11,941","3,780","5,331","3,281",775,409,39.7,40
W06000018,"178,806","11,313","6,289","4,141","10,991","2,247","4,710","4,361","10,820","11,222","35,653","35,679","11,815","16,690","9,467","2,332","1,076",39.5,40
W06000019,"69,814","4,016","2,223","1,334","4,053",867,"1,946","1,832","4,636","4,284","13,569","13,958","4,619","6,965","4,015",993,504,40.5,41
W06000020,"91,075","5,381","3,105","1,928","5,620","1,208","2,630","2,240","5,588","5,574","16,709","18,682","6,040","8,644","5,568","1,419",739,40.4,41
W06000021,"91,323","4,637","2,852","1,919","5,684","1,151","2,628","1,950","4,311","3,812","15,978","20,461","6,897","10,070","6,396","1,683",894,43.0,45
W06000022,"145,736","9,543","5,194","3,363","9,402","1,886","3,881","4,114","10,041","9,406","28,819","27,829","8,507","12,544","8,059","2,115","1,033",38.8,38
,,,,,,,,,,,,,,,,,,,
S92000003 ,"5,295,403","292,821","164,246","105,371","291,615","62,278","126,266","142,282","363,940","345,632","1,056,449","1,117,647","336,522","481,792","302,639","71,507","34,396",40.3,41
,,,,,,,,,,,,,,,,,,,
S12000033,"222,793","11,512","5,633","3,539","9,401","2,050","4,369","8,273","23,207","21,216","46,610","42,498","12,454","16,242","11,680","2,792","1,317",38.7,36
S12000034,"252,973","15,138","8,475","5,533","15,146","3,097","6,731","5,465","13,154","13,194","52,052","56,797","17,528","22,571","13,201","3,325","1,566",40.4,42
S12000041,"115,978","5,967","3,677","2,419","6,802","1,393","2,930","2,567","5,983","6,040","21,200","25,203","8,736","12,281","7,875","1,963",942,42.4,44
S12000035,"88,166","4,107","2,623","1,689","4,919","1,097","2,199","1,802","4,438","4,164","14,857","19,744","7,191","10,761","6,243","1,534",798,43.9,46
S12000005,"51,442","2,927","1,608","1,100","3,060",638,"1,354","1,242","2,856","2,932","10,712","11,230","3,571","4,874","2,525",566,247,40.3,41
S12000006,"151,324","7,660","4,568","2,810","8,270","1,856","3,864","3,027","7,692","7,375","25,518","33,962","11,672","17,997","11,257","2,582","1,214",43.6,46
S12000042,"147,268","7,791","4,205","2,650","7,390","1,668","3,044","6,084","15,337","11,733","26,174","28,063","8,532","12,352","9,019","2,249",977,39.3,38
S12000008,"122,767","6,762","3,913","2,481","6,926","1,517","3,122","3,078","7,514","6,986","24,212","26,601","8,348","11,915","7,104","1,519",769,40.9,42
S12000045,"105,026","5,152","3,442","2,238","6,388","1,494","2,801","2,678","5,950","4,332","18,215","24,579","7,329","10,977","7,200","1,579",672,42.2,44
S12000010,"99,717","5,925","3,443","2,098","5,898","1,264","2,580","2,610","5,292","4,805","19,487","22,121","6,431","9,495","6,061","1,483",724,41.0,42
S12000011,"90,574","4,984","3,307","2,251","6,131","1,228","2,578","2,288","5,085","3,528","16,341","20,881","5,692","8,365","5,760","1,444",711,41.0,43
S12000036,"476,626","26,163","12,549","7,945","21,062","4,483","9,134","14,912","47,822","45,324","105,409","88,275","25,061","34,081","24,528","6,579","3,299",38.5,36
S12000013,"27,684","1,354",847,566,"1,529",382,669,535,"1,228","1,258","5,068","6,105","2,174","3,197","1,987",539,246,43.7,46
S12000014,"155,990","9,339","5,239","3,172","8,848","1,779","3,738","3,804","8,802","9,310","33,652","32,947","10,064","14,051","8,457","1,925",863,40.1,41
S12000015,"365,198","20,775","11,736","7,420","20,186","4,280","8,852","9,532","24,141","20,802","71,267","77,140","24,996","35,181","21,155","5,188","2,547",40.8,42
S12000046 ,"593,245","32,973","16,576","10,483","29,317","6,278","12,632","20,448","56,642","55,044","129,266","113,071","28,350","42,410","29,397","7,022","3,336",38.0,36
S12000017,"232,132","12,705","7,457","4,951","13,432","2,853","5,821","4,576","11,571","12,837","43,325","52,600","16,964","23,863","14,161","3,378","1,638",41.9,44
S12000018,"81,485","4,204","2,483","1,529","4,498","1,018","1,979","2,098","4,999","4,726","15,277","18,518","5,380","7,916","5,103","1,159",598,41.5,43
S12000019,"83,187","4,878","2,877","1,804","5,047",997,"2,125","2,039","4,766","4,457","16,432","18,069","5,793","7,830","4,603",998,472,40.4,42
S12000020,"93,295","5,246","2,907","1,980","5,638","1,273","2,496","2,148","5,011","5,326","17,834","19,831","6,383","9,381","5,885","1,292",664,41.2,42
S12000021,"138,146","7,420","4,336","2,894","8,010","1,823","3,596","3,358","7,946","7,287","25,506","30,157","9,915","14,583","8,443","1,897",975,41.6,43
S12000044,"337,727","20,549","11,920","7,554","20,553","4,306","8,357","8,712","21,041","21,790","71,409","70,984","20,169","28,926","16,708","3,299","1,450",39.0,39
S12000023,"21,349","1,107",606,398,"1,205",310,547,449,"1,133","1,048","3,870","4,851","1,606","2,438","1,302",305,174,42.6,45
S12000024,"146,652","7,317","4,337","2,970","8,704","1,847","3,629","3,205","7,515","8,063","26,644","32,237","10,621","15,632","10,174","2,547","1,210",42.6,44
S12000038,"174,908","9,636","5,566","3,512","9,904","2,085","4,159","4,547","11,018","10,699","34,746","38,536","11,021","16,147","9,979","2,232","1,121",40.6,42
S12000026,"113,870","5,712","3,522","2,383","6,335","1,389","2,687","2,333","5,272","5,029","20,495","25,957","8,937","12,951","7,899","2,004",965,43.5,46
S12000027,"23,167","1,389",802,524,"1,450",306,629,516,"1,295","1,253","4,606","5,063","1,557","2,143","1,178",296,160,40.1,41
S12000028,"112,799","5,512","3,250","2,162","6,207","1,249","2,760","2,424","6,150","5,549","19,737","25,132","8,407","13,037","8,155","2,070",998,43.5,45
S12000029,"313,830","17,401","10,008","6,478","17,935","3,662","7,832","7,732","17,620","18,168","63,875","70,378","19,798","29,219","17,937","3,936","1,851",40.7,42
S12000030,"90,247","4,415","2,925","1,865","5,598","1,212","2,171","3,232","7,235","4,842","16,566","18,841","5,812","8,541","5,161","1,203",628,40.2,41
S12000039,"90,720","5,236","2,871","1,789","4,978","1,126","2,258","2,430","5,834","5,743","17,598","20,269","5,672","8,062","5,123","1,123",608,40.3,41
S12000040,"175,118","11,565","6,538","4,184","10,848","2,318","4,623","4,138","10,391","10,772","38,489","37,007","10,358","14,373","7,379","1,479",656,38.2,39
,,,,,,,,,,,,,,,,,,,
N92000002 ,"1,810,863","124,382","67,662","43,625","119,034","24,620","51,440","50,181","126,013","124,099","373,947","347,850","94,290","145,600","86,724","21,165","10,231",37.6,37
,,,,,,,,,,,,,,,,,,,
95T ,"53,428","3,975","2,148","1,407","3,685",734,"1,496","1,264","3,426","3,618","11,638","10,143","2,823","4,189","2,151",493,238,36.7,36
95X ,"78,078","4,747","2,887","1,767","4,879",985,"2,004","1,793","4,404","4,366","15,489","16,283","5,208","7,743","4,018",966,539,40.0,41
95O ,"59,340","4,309","2,376","1,505","4,128",827,"1,795","1,551","3,977","4,059","12,044","11,181","3,166","4,771","2,696",667,288,37.1,36
95G ,"64,044","4,099","2,391","1,566","3,990",813,"1,728","1,499","3,932","3,980","13,317","12,393","3,682","5,806","3,604",843,401,39.2,39
95D ,"31,224","2,110","1,149",850,"2,099",408,890,780,"2,043","2,014","6,701","5,983","1,545","2,602","1,550",345,155,37.7,37
95Q ,"48,339","3,661","2,000","1,234","3,260",657,"1,346","1,090","2,951","3,063","10,570","9,405","2,406","3,724","2,170",544,258,37.1,37
95Z ,"280,962","18,046","9,008","5,610","16,267","3,352","7,239","9,812","26,122","24,285","57,185","50,506","12,639","20,821","14,447","3,737","1,886",37.3,35
95V ,"39,114","2,350","1,391",891,"2,496",577,"1,133","1,016","2,412","2,197","7,904","8,314","2,180","3,501","2,040",475,237,39.2,40
95Y ,"67,242","4,051","2,260","1,508","4,167",856,"1,798","1,755","3,782","3,718","13,946","14,252","3,335","5,965","4,305","1,099",445,40.1,41
95C ,"59,067","3,470","2,010","1,338","3,843",789,"1,567","2,054","4,222","3,288","11,222","12,004","3,371","5,549","3,194",790,356,39.3,39
95I ,"37,013","2,802","1,494",950,"2,503",545,"1,112","1,008","2,792","2,701","7,930","6,644","1,774","2,684","1,510",373,191,36.0,34
95N ,"93,023","7,316","3,733","2,250","6,013","1,208","2,634","2,332","6,392","6,838","20,048","17,040","4,602","7,175","4,063",947,432,36.6,35
95A ,"107,877","7,574","4,162","2,841","7,891","1,746","3,502","3,393","7,811","8,010","22,123","20,617","5,355","7,598","4,049",828,377,35.8,35
95R ,"69,731","4,803","2,595","1,752","4,832","1,003","2,134","1,892","4,668","4,418","13,614","13,720","3,884","5,808","3,311",873,424,37.9,38
95M ,"57,852","4,540","2,496","1,533","4,037",779,"1,731","1,501","4,121","4,408","12,623","10,245","2,666","4,020","2,316",539,297,35.6,34
95L ,"61,805","4,190","2,306","1,604","4,181",860,"1,833","1,421","3,809","3,930","12,623","12,230","3,594","5,025","3,028",800,371,38.2,38
95F ,"32,180","1,860","1,125",744,"2,037",415,857,792,"1,937","1,804","6,177","6,918","2,030","3,050","1,791",405,238,40.1,41
95B ,"33,536","2,317","1,267",840,"2,337",482,"1,032",931,"2,330","2,208","7,430","6,397","1,730","2,552","1,227",321,135,36.6,36
95S ,"120,165","8,844","4,679","2,989","8,241","1,787","3,616","3,297","7,689","7,814","25,027","23,383","6,140","9,405","5,399","1,195",660,37.1,37
95H ,"45,038","3,524","1,882","1,234","3,234",703,"1,386","1,180","3,278","3,116","9,698","8,072","2,102","3,127","1,847",437,218,35.6,34
95E ,"17,050","1,053",642,388,"1,158",206,468,420,"1,094",957,"3,254","3,482","1,007","1,693",887,239,102,39.5,40
95P ,"99,480","7,720","4,170","2,800","7,261","1,567","3,055","2,617","6,763","7,238","20,984","18,417","4,632","6,854","4,058",953,391,35.6,34
95U ,"85,139","5,892","3,218","1,972","5,238","1,027","2,258","2,648","5,673","5,360","17,780","16,444","4,514","7,114","4,489","1,058",454,38.2,38
95W ,"78,937","4,765","2,686","1,669","4,480",915,"1,927","1,783","4,470","4,760","15,566","16,240","5,204","7,898","4,577","1,309",688,40.9,41
95K ,"51,356","3,679","2,096","1,366","3,764",762,"1,672","1,302","3,327","3,478","10,542","10,072","2,581","3,749","2,170",540,256,36.6,36
95J ,"39,843","2,685","1,491","1,017","3,013",617,"1,227","1,050","2,588","2,471","8,512","7,465","2,120","3,177","1,827",389,194,37.2,37
