,pc_sector,EUpop
3959,MK45 5,93
3960,MK46 4,60
3961,MK46 5,110
3962,MK5  6,273
3963,MK5  7,291
3964,MK5  8,146
3965,MK6  2,1169
3966,MK6  3,456
3967,MK6  4,316
3968,MK6  5,351
3969,MK7  6,177
3970,MK7  7,414
3971,MK7  8,222
3972,MK8  0,212
3973,MK8  8,213
3974,MK8  9,152
3975,MK9  2,214
3976,MK9  3,234
3977,MK9  4,43
3978,N1   0,1324
3979,N1   1,916
3980,N1   2,1366
3981,N1   3,882
3982,N1   4,1026
3983,N1   5,1322
3984,N1   6,1407
3985,N1   7,1667
3986,N1   8,938
3987,N1   9,1089
3988,N10  1,1206
3989,N10  2,1191
3990,N10  3,1074
3991,N11  1,1545
3992,N11  2,2187
3993,N11  3,1284
3994,N12  0,1176
3995,N12  7,489
3996,N12  8,1080
3997,N12  9,1020
3998,N13  4,2503
3999,N13  5,3024
4000,N13  6,1661
4001,N14  4,1777
4002,N14  5,1026
4003,N14  6,1052
4004,N14  7,788
4005,N15  3,2835
4006,N15  4,2535
4007,N15  5,2499
4008,N15  6,2651
4009,N16  0,979
4010,N16  5,2018
4011,N16  6,2117
4012,N16  7,1457
4013,N16  8,1620
4014,N16  9,805
4015,N17  0,2406
4016,N17  6,4818
4017,N17  7,2142
4018,N17  8,1855
4019,N17  9,3439
4020,N18  1,3613
4021,N18  2,3271
4022,N19  3,1525
4023,N19  4,1349
4024,N19  5,1180
4025,N2   0,999
4026,N2   8,851
4027,N2   9,905
4028,N20  0,1341
4029,N20  8,366
4030,N20  9,405
4031,N21  1,958
4032,N21  2,814
4033,N21  3,1075
4034,N22  5,4195
4035,N22  6,3242
4036,N22  7,1036
4037,N22  8,2466
4038,N3   1,1300
4039,N3   2,1394
4040,N3   3,904
4041,N4   1,3309
4042,N4   2,2672
4043,N4   3,1600
4044,N4   4,846
4045,N5   1,1247
4046,N5   2,1409
4047,N6   4,633
4048,N6   5,1502
4049,N6   6,366
4050,N7   0,1961
4051,N7   6,1142
4052,N7   7,997
4053,N7   8,1397
4054,N7   9,1347
4055,N8   0,2991
4056,N8   7,1217
4057,N8   8,928
4058,N8   9,1090
4059,N9   0,2185
4060,N9   7,1788
4061,N9   8,2346
4062,N9   9,2953
4063,NE1  2,168
4064,NE1  3,43
4065,NE1  4,172
4066,NE1  5,147
4067,NE1  6,79
4068,NE1  8,33
4069,NE10 0,175
4070,NE10 8,148
4071,NE10 9,126
4072,NE11 0,61
4073,NE11 9,147
4074,NE12 5,14
4075,NE12 6,92
4076,NE12 7,50
4077,NE12 8,158
4078,NE12 9,125
4079,NE13 6,41
4080,NE13 7,57
4081,NE13 8,20
4082,NE13 9,11
4083,NE15 0,24
4084,NE15 6,240
4085,NE15 7,173
4086,NE15 8,113
4087,NE15 9,70
4088,NE16 3,59
4089,NE16 4,63
4090,NE16 5,83
4091,NE16 6,46
4092,NE17 7,38
4093,NE18 0,12
4094,NE19 1,27
4095,NE19 2,11
4096,NE2  1,456
4097,NE2  2,317
4098,NE2  3,238
4099,NE2  4,292
4100,NE20 0,19
4101,NE20 9,158
4102,NE21 4,47
4103,NE21 5,81
4104,NE21 6,45
4105,NE22 5,61
4106,NE22 6,53
4107,NE22 7,20
4108,NE23 1,24
4109,NE23 2,78
4110,NE23 3,63
4111,NE23 6,129
4112,NE23 7,101
4113,NE23 8,43
4114,NE24 1,68
4115,NE24 2,68
4116,NE24 3,97
4117,NE24 4,63
4118,NE24 5,106
4119,NE25 0,74
4120,NE25 8,123
4121,NE25 9,109
4122,NE26 1,63
4123,NE26 2,109
4124,NE26 3,60
4125,NE26 4,21
4126,NE27 0,189
4127,NE28 0,130
4128,NE28 6,143
4129,NE28 7,169
4130,NE28 8,113
4131,NE28 9,136
4132,NE29 0,89
4133,NE29 6,191
4134,NE29 7,136
4135,NE29 8,86
4136,NE29 9,48
4137,NE3  1,280
4138,NE3  2,342
4139,NE3  3,261
4140,NE3  4,270
4141,NE3  5,118
4142,NE30 1,32
4143,NE30 2,88
4144,NE30 3,71
4145,NE30 4,101
4146,NE31 1,83
4147,NE31 2,71
4148,NE32 3,40
4149,NE32 4,80
4150,NE32 5,65
4151,NE33 1,21
4152,NE33 2,97
4153,NE33 3,72
4154,NE33 4,101
4155,NE33 5,72
4156,NE34 0,128
4157,NE34 6,53
4158,NE34 7,97
4159,NE34 8,58
4160,NE34 9,79
4161,NE35 9,54
4162,NE36 0,47
4163,NE37 1,109
4164,NE37 2,89
4165,NE37 3,87
4166,NE38 0,105
4167,NE38 7,88
4168,NE38 8,91
4169,NE38 9,50
4170,NE39 1,43
4171,NE39 2,37
4172,NE4  5,570
4173,NE4  6,337
4174,NE4  7,129
4175,NE4  8,705
4176,NE4  9,413
4177,NE40 3,78
4178,NE40 4,60
4179,NE41 8,25
4180,NE42 5,77
4181,NE42 6,66
4182,NE43 7,54
4183,NE44 6,16
4184,NE45 5,24
4185,NE46 1,54
4186,NE46 2,68
4187,NE46 3,69
4188,NE46 4,23
4189,NE47 0,26
4190,NE47 5,10
4191,NE47 6,10
4192,NE47 7,11
4193,NE47 8,8
4194,NE47 9,19
4195,NE48 1,12
4196,NE48 2,15
4197,NE48 3,12
4198,NE48 4,4
4199,NE49 0,7
4200,NE49 9,17
4201,NE5  1,46
4202,NE5  2,213
4203,NE5  3,230
4204,NE5  4,155
4205,NE5  5,74
4206,NE6  1,174
4207,NE6  2,392
4208,NE6  3,190
4209,NE6  4,203
4210,NE6  5,625
4211,NE61 1,72
4212,NE61 2,112
4213,NE61 3,40
4214,NE61 4,8
4215,NE61 5,87
4216,NE61 6,57
4217,NE62 5,79
4218,NE63 0,54
4219,NE63 8,52
4220,NE63 9,116
4221,NE64 6,63
4222,NE65 0,66
4223,NE65 7,33
4224,NE65 8,25
4225,NE65 9,82
4226,NE66 1,137
4227,NE66 2,55
4228,NE66 3,84
4229,NE66 4,24
4230,NE66 5,5
4231,NE67 5,14
4232,NE68 7,30
4233,NE69 7,3
4234,NE7  7,330
4235,NE70 7,25
4236,NE71 6,24
4237,NE8  1,364
4238,NE8  2,264
4239,NE8  3,284
4240,NE8  4,897
4241,NE9  5,142
4242,NE9  6,124
4243,NE9  7,188
4244,NG1  1,440
4245,NG1  3,201
4246,NG1  4,241
4247,NG1  5,153
4248,NG1  6,22
4249,NG1  7,37
4250,NG10 1,203
4251,NG10 2,90
4252,NG10 3,216
4253,NG10 4,216
4254,NG10 5,128
4255,NG11 0,32
4256,NG11 6,130
4257,NG11 7,118
4258,NG11 8,301
4259,NG11 9,203
4260,NG12 1,34
4261,NG12 2,108
4262,NG12 3,131
4263,NG12 4,79
4264,NG12 5,133
4265,NG13 0,70
4266,NG13 8,207
4267,NG13 9,64
4268,NG14 5,40
4269,NG14 6,105
4270,NG14 7,100
4271,NG15 0,37
4272,NG15 6,164
4273,NG15 7,166
4274,NG15 8,41
4275,NG15 9,96
4276,NG16 1,125
4277,NG16 2,148
4278,NG16 3,144
4279,NG16 4,82
4280,NG16 5,110
4281,NG16 6,127
4282,NG17 1,108
4283,NG17 2,235
4284,NG17 3,126
4285,NG17 4,347
4286,NG17 5,126
4287,NG17 7,109
4288,NG17 8,165
4289,NG17 9,65
4290,NG18 1,240
4291,NG18 2,685
4292,NG18 3,335
4293,NG18 4,389
4294,NG18 5,637
4295,NG19 0,175
4296,NG19 6,552
4297,NG19 7,315
4298,NG19 8,209
4299,NG19 9,181
4300,NG2  1,171
4301,NG2  2,469
4302,NG2  3,121
4303,NG2  4,1066
4304,NG2  5,257
4305,NG2  6,317
4306,NG2  7,536
4307,NG20 0,93
4308,NG20 8,399
4309,NG20 9,91
4310,NG21 0,164
4311,NG21 9,110
4312,NG22 0,92
4313,NG22 8,95
4314,NG22 9,146
4315,NG23 5,77
4316,NG23 6,84
4317,NG23 7,67
4318,NG24 1,654
4319,NG24 2,607
4320,NG24 3,281
4321,NG24 4,609
4322,NG25 0,137
4323,NG3  1,287
4324,NG3  2,328
4325,NG3  3,572
4326,NG3  4,456
4327,NG3  5,536
4328,NG3  6,465
4329,NG3  7,333
4330,NG31 6,566
4331,NG31 7,1109
4332,NG31 8,526
4333,NG31 9,531
4334,NG32 1,87
4335,NG32 2,78
4336,NG32 3,74
4337,NG33 4,97
4338,NG33 5,99
4339,NG34 0,105
4340,NG34 7,604
4341,NG34 8,395
4342,NG34 9,278
4343,NG4  1,345
4344,NG4  2,189
4345,NG4  3,167
4346,NG4  4,144
4347,NG5  1,546
4348,NG5  2,382
4349,NG5  3,214
4350,NG5  4,276
4351,NG5  5,532
4352,NG5  6,268
4353,NG5  7,141
4354,NG5  8,183
4355,NG5  9,203
4356,NG6  0,391
4357,NG6  7,94
4358,NG6  8,415
4359,NG6  9,217
4360,NG7  1,727
4361,NG7  2,714
4362,NG7  3,645
4363,NG7  4,244
4364,NG7  5,852
4365,NG7  6,938
4366,NG7  7,349
4367,NG8  1,445
4368,NG8  2,286
4369,NG8  3,333
4370,NG8  4,227
4371,NG8  5,581
4372,NG8  6,489
4373,NG9  1,464
4374,NG9  2,1116
4375,NG9  3,308
4376,NG9  4,175
4377,NG9  5,208
4378,NG9  6,174
4379,NG9  7,119
4380,NG9  8,177
4381,NN1  1,245
4382,NN1  2,473
4383,NN1  3,1125
4384,NN1  4,1123
4385,NN1  5,841
4386,NN10 0,316
4387,NN10 6,106
4388,NN10 8,142
4389,NN10 9,275
4390,NN11 0,168
4391,NN11 2,23
4392,NN11 3,100
4393,NN11 4,564
4394,NN11 6,37
4395,NN11 7,28
4396,NN11 8,91
4397,NN11 9,342
4398,NN12 6,156
4399,NN12 7,89
4400,NN12 8,163
4401,NN13 5,106
4402,NN13 6,234
4403,NN13 7,86
4404,NN14 1,160
4405,NN14 2,214
4406,NN14 3,61
4407,NN14 4,225
4408,NN14 6,161
4409,NN15 5,358
4410,NN15 6,437
4411,NN15 7,224
4412,NN16 0,490
4413,NN16 8,702
4414,NN16 9,675
4415,NN17 1,983
4416,NN17 2,875
4417,NN17 3,123
4418,NN17 4,116
4419,NN18 0,653
4420,NN18 8,1972
4421,NN18 9,803
4422,NN2  6,917
4423,NN2  7,946
4424,NN2  8,310
4425,NN29 7,175
4426,NN3  2,683
4427,NN3  3,304
4428,NN3  5,498
4429,NN3  6,245
4430,NN3  7,107
4431,NN3  8,1061
4432,NN3  9,463
4433,NN4  0,489
4434,NN4  5,119
4435,NN4  6,251
4436,NN4  7,2
4437,NN4  8,1326
4438,NN4  9,219
4439,NN5  4,145
4440,NN5  5,774
4441,NN5  6,521
4442,NN5  7,825
4443,NN6  0,128
4444,NN6  6,31
4445,NN6  7,149
4446,NN6  8,66
4447,NN6  9,133
4448,NN7  1,55
4449,NN7  2,115
4450,NN7  3,106
4451,NN7  4,123
4452,NN8  1,1034
4453,NN8  2,531
4454,NN8  3,747
4455,NN8  4,779
4456,NN8  5,267
4457,NN9  5,346
4458,NN9  6,179
4459,NR1  1,345
4460,NR1  2,324
4461,NR1  3,304
4462,NR1  4,333
4463,NR10 3,116
4464,NR10 4,77
4465,NR10 5,109
4466,NR11 6,112
4467,NR11 7,35
4468,NR11 8,74
4469,NR12 0,56
4470,NR12 7,51
4471,NR12 8,130
4472,NR12 9,90
4473,NR13 3,77
4474,NR13 4,88
4475,NR13 5,132
4476,NR13 6,60
4477,NR14 6,101
4478,NR14 7,134
4479,NR14 8,159
4480,NR15 1,109
4481,NR15 2,110
4482,NR16 1,72
4483,NR16 2,129
4484,NR17 1,165
4485,NR17 2,408
4486,NR18 0,290
4487,NR18 9,83
4488,NR19 1,396
4489,NR19 2,281
4490,NR2  1,89
4491,NR2  2,393
4492,NR2  3,591
4493,NR2  4,356
4494,NR20 3,151
4495,NR20 4,162
4496,NR20 5,65
4497,NR21 0,45
4498,NR21 7,61
4499,NR21 8,108
4500,NR21 9,111
4501,NR22 6,21
4502,NR23 1,73
4503,NR24 2,110
4504,NR25 6,138
4505,NR25 7,59
4506,NR26 8,134
4507,NR27 0,124
4508,NR27 9,200
4509,NR28 0,119
4510,NR28 9,135
4511,NR29 3,73
4512,NR29 4,93
4513,NR29 5,55
4514,NR3  1,348
4515,NR3  2,584
4516,NR3  3,617
4517,NR3  4,518
4518,NR30 1,379
4519,NR30 2,1002
4520,NR30 3,421
4521,NR30 4,331
4522,NR30 5,117
4523,NR31 0,427
4524,NR31 6,174
4525,NR31 7,225
4526,NR31 8,161
4527,NR31 9,173
4528,NR32 1,130
4529,NR32 2,202
4530,NR32 3,103
4531,NR32 4,203
4532,NR32 5,72
4533,NR33 0,275
4534,NR33 7,94
4535,NR33 8,135
4536,NR33 9,117
4537,NR34 0,25
4538,NR34 7,98
4539,NR34 8,36
4540,NR34 9,157
4541,NR35 1,132
4542,NR35 2,63
4543,NR4  6,275
4544,NR4  7,550
4545,NR5  0,173
4546,NR5  8,523
4547,NR5  9,315
4548,NR6  5,132
4549,NR6  6,331
4550,NR6  7,159
4551,NR7  0,261
4552,NR7  8,160
4553,NR7  9,142
4554,NR8  5,123
4555,NR8  6,301
4556,NR9  3,162
4557,NR9  4,85
4558,NR9  5,67
4559,NW1  0,888
4560,NW1  1,860
4561,NW1  2,245
4562,NW1  3,787
4563,NW1  4,414
4564,NW1  5,607
4565,NW1  6,1117
4566,NW1  7,917
4567,NW1  8,927
4568,NW1  9,1265
4569,NW10 0,1257
4570,NW10 1,1768
4571,NW10 2,1432
4572,NW10 3,1150
4573,NW10 4,1528
4574,NW10 5,1655
4575,NW10 6,458
4576,NW10 7,866
4577,NW10 8,1320
4578,NW10 9,1297
4579,NW11 0,1101
4580,NW11 6,762
4581,NW11 7,816
4582,NW11 8,1216
4583,NW11 9,1439
4584,NW2  1,1704
4585,NW2  2,1248
4586,NW2  3,1832
4587,NW2  4,1219
4588,NW2  5,1957
4589,NW2  6,1795
4590,NW2  7,1585
4591,NW3  1,705
4592,NW3  2,1586
4593,NW3  3,1209
4594,NW3  4,1427
4595,NW3  5,929
4596,NW3  6,941
4597,NW3  7,834
4598,NW4  1,887
4599,NW4  2,1481
4600,NW4  3,1738
4601,NW4  4,1423
4602,NW5  1,803
4603,NW5  2,1011
4604,NW5  3,391
4605,NW5  4,802
4606,NW6  1,1545
4607,NW6  2,780
4608,NW6  3,1233
4609,NW6  4,1056
4610,NW6  5,1163
4611,NW6  6,1122
4612,NW6  7,1732
4613,NW7  1,665
4614,NW7  2,727
4615,NW7  3,585
4616,NW7  4,342
4617,NW8  0,1050
4618,NW8  6,492
4619,NW8  7,817
4620,NW8  8,1226
4621,NW8  9,1125
4622,NW9  0,1447
4623,NW9  5,2197
4624,NW9  6,1263
4625,NW9  7,891
4626,NW9  8,1363
4627,NW9  9,1137
4628,OL1  2,156
4629,OL1  3,123
4630,OL1  4,169
4631,OL10 1,130
4632,OL10 2,90
4633,OL10 3,152
4634,OL10 4,162
4635,OL11 1,177
4636,OL11 2,469
4637,OL11 3,195
4638,OL11 4,211
4639,OL11 5,200
4640,OL12 0,134
4641,OL12 6,390
4642,OL12 7,139
4643,OL12 8,71
4644,OL12 9,176
4645,OL13 0,49
4646,OL13 8,47
4647,OL13 9,80
4648,OL14 5,121
4649,OL14 6,63
4650,OL14 7,54
4651,OL14 8,73
4652,OL15 0,43
4653,OL15 8,76
4654,OL15 9,62
4655,OL16 1,28
4656,OL16 2,161
4657,OL16 3,104
4658,OL16 4,217
4659,OL16 5,171
4660,OL2  5,115
4661,OL2  6,151
4662,OL2  7,106
4663,OL2  8,84
4664,OL3  5,71
4665,OL3  6,28
4666,OL3  7,35
4667,OL4  1,239
4668,OL4  2,108
4669,OL4  3,89
4670,OL4  4,61
4671,OL4  5,155
4672,OL5  0,68
4673,OL5  9,96
4674,OL6  6,242
4675,OL6  7,211
4676,OL6  8,202
4677,OL6  9,406
4678,OL7  0,380
4679,OL7  9,230
4680,OL8  1,399
4681,OL8  2,222
4682,OL8  3,221
4683,OL8  4,143
4684,OL9  0,100
4685,OL9  6,102
4686,OL9  7,163
4687,OL9  8,172
4688,OL9  9,76
4689,OX1  1,515
4690,OX1  2,216
4691,OX1  3,840
4692,OX1  4,852
4693,OX1  5,251
4694,OX10 0,207
4695,OX10 6,181
4696,OX10 7,176
4697,OX10 8,111
4698,OX10 9,139
4699,OX11 0,152
4700,OX11 7,681
4701,OX11 8,449
4702,OX11 9,195
4703,OX12 0,154
4704,OX12 7,127
4705,OX12 8,144
4706,OX12 9,277
4707,OX13 5,155
4708,OX13 6,326
4709,OX14 1,400
4710,OX14 2,337
4711,OX14 3,484
4712,OX14 4,375
4713,OX14 5,584
4714,OX15 0,48
4715,OX15 4,127
4716,OX15 5,83
4717,OX15 6,67
4718,OX16 0,535
4719,OX16 1,567
4720,OX16 2,238
4721,OX16 3,545
4722,OX16 4,386
4723,OX16 5,273
4724,OX16 9,311
4725,OX17 1,73
4726,OX17 2,95
4727,OX17 3,109
4728,OX18 1,294
4729,OX18 2,99
4730,OX18 3,394
4731,OX18 4,95
4732,OX2  0,451
4733,OX2  6,1417
4734,OX2  7,1096
4735,OX2  8,533
4736,OX2  9,605
4737,OX20 1,202
4738,OX25 1,79
4739,OX25 2,100
4740,OX25 3,20
4741,OX25 4,35
4742,OX25 5,88
4743,OX25 6,32
4744,OX26 1,17
4745,OX26 2,375
4746,OX26 3,371
4747,OX26 4,282
4748,OX26 5,31
4749,OX26 6,613
4750,OX27 0,21
4751,OX27 7,41
4752,OX27 8,95
4753,OX27 9,11
4754,OX28 1,316
4755,OX28 2,25
4756,OX28 3,84
4757,OX28 4,65
4758,OX28 5,430
4759,OX28 6,224
4760,OX29 0,30
4761,OX29 4,130
4762,OX29 5,22
4763,OX29 6,62
4764,OX29 7,83
4765,OX29 8,140
4766,OX29 9,37
4767,OX3  0,1049
4768,OX3  7,1172
4769,OX3  8,928
4770,OX3  9,607
4771,OX33 1,263
4772,OX39 4,105
4773,OX4  1,1268
4774,OX4  2,1096
4775,OX4  3,1404
4776,OX4  4,920
4777,OX4  6,499
4778,OX4  7,307
4779,OX44 7,160
4780,OX44 9,71
4781,OX49 5,108
4782,OX5  1,477
4783,OX5  2,278
4784,OX5  3,57
4785,OX7  3,119
4786,OX7  4,48
4787,OX7  5,209
4788,OX7  6,166
4789,OX7  7,39
4790,OX9  2,117
4791,OX9  3,220
4792,OX9  7,26
4793,PE1  1,116
4794,PE1  2,2597
4795,PE1  3,2981
4796,PE1  4,2178
4797,PE1  5,1683
4798,PE10 0,234
4799,PE10 9,360
4800,PE11 1,1308
4801,PE11 2,2433
4802,PE11 3,892
4803,PE11 4,253
4804,PE12 0,133
4805,PE12 6,376
4806,PE12 7,461
4807,PE12 8,140
4808,PE12 9,440
4809,PE13 1,517
4810,PE13 2,1250
4811,PE13 3,1752
4812,PE13 4,137
4813,PE13 5,141
4814,PE14 0,230
4815,PE14 7,105
4816,PE14 8,112
4817,PE14 9,82
4818,PE15 0,216
4819,PE15 8,482
4820,PE15 9,370
4821,PE16 6,371
4822,PE19 1,273
4823,PE19 2,332
4824,PE19 5,137
4825,PE19 6,196
4826,PE19 7,160
4827,PE19 8,270
4828,PE2  5,1199
4829,PE2  6,105
4830,PE2  7,168
4831,PE2  8,1212
4832,PE2  9,1246
4833,PE20 1,420
4834,PE20 2,78
4835,PE20 3,139
4836,PE21 0,957
4837,PE21 6,1100
4838,PE21 7,768
4839,PE21 8,3441
4840,PE21 9,990
4841,PE22 0,127
4842,PE22 7,58
4843,PE22 8,32
4844,PE22 9,64
4845,PE23 4,25
4846,PE23 5,92
4847,PE24 4,30
4848,PE24 5,59
4849,PE25 1,293
4850,PE25 2,367
4851,PE25 3,240
4852,PE26 1,221
4853,PE26 2,104
4854,PE27 3,468
4855,PE27 4,43
4856,PE27 5,301
4857,PE27 6,148
4858,PE28 0,159
4859,PE28 2,276
4860,PE28 3,181
4861,PE28 4,283
4862,PE28 5,147
4863,PE28 9,147
4864,PE29 1,915
4865,PE29 2,270
4866,PE29 3,218
4867,PE29 6,404
4868,PE29 7,412
4869,PE3  6,572
4870,PE3  7,792
4871,PE3  8,741
4872,PE3  9,788
4873,PE30 1,375
4874,PE30 2,1019
4875,PE30 3,348
4876,PE30 4,1224
4877,PE30 5,1128
4878,PE31 6,113
4879,PE31 7,90
4880,PE31 8,84
4881,PE32 1,177
4882,PE32 2,129
4883,PE33 0,147
4884,PE33 9,205
4885,PE34 3,127
4886,PE34 4,162
4887,PE36 5,82
4888,PE36 6,59
4889,PE37 7,278
4890,PE37 8,71
4891,PE38 0,98
4892,PE38 9,277
4893,PE4  5,222
4894,PE4  6,563
4895,PE4  7,722
4896,PE5  7,46
4897,PE6  0,154
4898,PE6  7,218
4899,PE6  8,243
4900,PE6  9,100
4901,PE7  0,32
4902,PE7  1,251
4903,PE7  2,47
4904,PE7  3,420
4905,PE7  8,853
4906,PE8  4,166
4907,PE8  5,142
4908,PE8  6,208
4909,PE9  1,371
4910,PE9  2,372
4911,PE9  3,114
4912,PE9  4,126
4913,PL1  1,70
4914,PL1  2,221
4915,PL1  3,407
4916,PL1  4,254
4917,PL1  5,676
4918,PL10 1,57
4919,PL11 2,143
4920,PL11 3,47
4921,PL12 4,150
4922,PL12 5,38
4923,PL12 6,169
4924,PL13 1,75
4925,PL13 2,54
4926,PL14 3,197
4927,PL14 4,82
4928,PL14 5,65
4929,PL14 6,25
4930,PL15 7,103
4931,PL15 8,220
4932,PL15 9,260
4933,PL16 0,17
4934,PL17 7,169
4935,PL17 8,70
4936,PL18 9,68
4937,PL19 0,64
4938,PL19 8,92
4939,PL19 9,100
4940,PL2  1,441
4941,PL2  2,248
4942,PL2  3,233
4943,PL20 6,116
4944,PL20 7,96
4945,PL21 0,149
4946,PL21 9,130
4947,PL22 0,60
4948,PL23 1,53
4949,PL24 2,137
4950,PL25 3,132
4951,PL25 4,164
4952,PL25 5,108
4953,PL26 6,82
4954,PL26 7,81
4955,PL26 8,230
4956,PL27 6,97
4957,PL27 7,104
4958,PL28 8,79
4959,PL29 3,13
4960,PL3  4,372
4961,PL3  5,258
4962,PL3  6,257
4963,PL30 3,56
4964,PL30 4,33
4965,PL30 5,53
4966,PL31 1,238
4967,PL31 2,269
4968,PL32 9,54
4969,PL33 9,12
4970,PL34 0,46
4971,PL35 0,20
4972,PL4  0,177
4973,PL4  6,458
4974,PL4  7,579
4975,PL4  8,703
4976,PL4  9,508
4977,PL5  1,239
4978,PL5  2,185
4979,PL5  3,260
4980,PL5  4,225
4981,PL6  5,267
4982,PL6  6,166
4983,PL6  7,183
4984,PL6  8,183
4985,PL7  1,118
4986,PL7  2,175
4987,PL7  4,128
4988,PL7  5,41
4989,PL8  1,50
4990,PL8  2,48
4991,PL9  0,44
4992,PL9  7,95
4993,PL9  8,145
4994,PL9  9,192
4995,PO1  1,311
4996,PO1  2,195
4997,PO1  3,409
4998,PO1  4,181
4999,PO1  5,541
5000,PO10 7,222
5001,PO10 8,255
5002,PO11 0,179
5003,PO11 9,211
5004,PO12 1,253
5005,PO12 2,249
5006,PO12 3,322
5007,PO12 4,409
5008,PO13 0,344
5009,PO13 8,170
5010,PO13 9,348
5011,PO14 1,176
5012,PO14 2,140
5013,PO14 3,170
5014,PO14 4,176
5015,PO15 5,135
5016,PO15 6,212
5017,PO15 7,237
5018,PO16 0,167
5019,PO16 7,176
5020,PO16 8,195
5021,PO16 9,154
5022,PO17 5,104
5023,PO17 6,48
5024,PO18 0,119
5025,PO18 8,169
5026,PO18 9,56
5027,PO19 1,81
5028,PO19 3,195
5029,PO19 5,79
5030,PO19 6,327
5031,PO19 7,346
5032,PO19 8,178
5033,PO2  0,372
5034,PO2  7,608
5035,PO2  8,297
5036,PO2  9,269
5037,PO20 0,253
5038,PO20 1,63
5039,PO20 2,131
5040,PO20 3,92
5041,PO20 7,92
5042,PO20 8,155
5043,PO20 9,109
5044,PO21 1,1225
5045,PO21 2,1241
5046,PO21 3,245
5047,PO21 4,168
5048,PO21 5,407
5049,PO22 0,86
5050,PO22 6,104
5051,PO22 7,97
5052,PO22 8,159
5053,PO22 9,481
5054,PO3  5,178
5055,PO3  6,272
5056,PO30 1,127
5057,PO30 2,79
5058,PO30 3,54
5059,PO30 4,48
5060,PO30 5,250
5061,PO31 7,232
5062,PO31 8,125
5063,PO32 6,151
5064,PO33 1,194
5065,PO33 2,228
5066,PO33 3,157
5067,PO33 4,93
5068,PO34 5,35
5069,PO35 5,101
5070,PO36 0,72
5071,PO36 8,141
5072,PO36 9,131
5073,PO37 6,111
5074,PO37 7,99
5075,PO38 1,137
5076,PO38 2,36
5077,PO38 3,49
5078,PO39 0,42
5079,PO4  0,818
5080,PO4  8,517
5081,PO4  9,638
5082,PO40 9,63
5083,PO41 0,38
5084,PO5  1,696
5085,PO5  2,618
5086,PO5  3,498
5087,PO5  4,515
5088,PO6  1,183
5089,PO6  2,274
5090,PO6  3,224
5091,PO6  4,212
5092,PO7  4,28
5093,PO7  5,233
5094,PO7  6,170
5095,PO7  7,183
5096,PO7  8,181
5097,PO8  0,188
5098,PO8  8,170
5099,PO8  9,237
5100,PO9  1,150
5101,PO9  2,176
5102,PO9  3,175
5103,PO9  4,162
5104,PO9  5,145
5105,PO9  6,52
5106,PR1  0,123
5107,PR1  1,211
5108,PR1  2,125
5109,PR1  3,360
5110,PR1  4,541
5111,PR1  5,505
5112,PR1  6,458
5113,PR1  7,304
5114,PR1  8,424
5115,PR1  9,208
5116,PR2  1,351
5117,PR2  2,310
5118,PR2  3,325
5119,PR2  5,25
5120,PR2  6,468
5121,PR2  7,132
5122,PR2  8,169
5123,PR2  9,164
5124,PR25 1,165
5125,PR25 2,77
5126,PR25 3,121
5127,PR25 4,84
5128,PR25 5,41
5129,PR26 6,17
5130,PR26 7,101
5131,PR26 8,48
5132,PR26 9,25
5133,PR3  0,78
5134,PR3  1,84
5135,PR3  2,59
5136,PR3  3,110
5137,PR3  5,14
5138,PR3  6,16
5139,PR4  0,83
5140,PR4  1,202
5141,PR4  2,224
5142,PR4  3,219
5143,PR4  4,52
5144,PR4  5,83
5145,PR4  6,206
5146,PR5  0,35
5147,PR5  4,169
5148,PR5  5,111
5149,PR5  6,204
5150,PR5  8,200
5151,PR6  0,202
5152,PR6  7,126
5153,PR6  8,53
5154,PR6  9,82
5155,PR7  1,140
5156,PR7  2,181
5157,PR7  3,88
5158,PR7  4,61
5159,PR7  5,63
5160,PR7  6,71
5161,PR7  7,76
5162,PR8  1,339
5163,PR8  2,172
5164,PR8  3,160
5165,PR8  4,178
5166,PR8  5,250
5167,PR8  6,412
5168,PR9  0,852
5169,PR9  7,207
5170,PR9  8,160
5171,PR9  9,426
5172,RG1  1,74
5173,RG1  2,487
5174,RG1  3,554
5175,RG1  4,299
5176,RG1  5,828
5177,RG1  6,754
5178,RG1  7,1023
5179,RG1  8,270
5180,RG10 0,180
5181,RG10 8,146
5182,RG10 9,265
5183,RG12 0,383
5184,RG12 2,313
5185,RG12 7,828
5186,RG12 8,430
5187,RG12 9,542
5188,RG14 1,326
5189,RG14 2,443
5190,RG14 3,28
5191,RG14 5,294
5192,RG14 6,263
5193,RG14 7,414
5194,RG17 0,181
5195,RG17 7,60
5196,RG17 8,83
5197,RG17 9,85
5198,RG18 0,25
5199,RG18 3,190
5200,RG18 4,125
5201,RG18 9,214
5202,RG19 3,230
5203,RG19 4,209
5204,RG19 8,85
5205,RG2  0,607
5206,RG2  7,698
5207,RG2  8,487
5208,RG2  9,313
5209,RG20 0,59
5210,RG20 4,24
5211,RG20 5,50
5212,RG20 6,28
5213,RG20 7,60
5214,RG20 8,58
5215,RG20 9,138
5216,RG21 3,361
5217,RG21 4,236
5218,RG21 5,353
5219,RG21 6,26
5220,RG21 7,335
5221,RG21 8,338
5222,RG22 4,681
5223,RG22 5,281
5224,RG22 6,398
