,pc_sector,EUpop
1378,CT12 5,71
1379,CT12 6,248
1380,CT13 0,93
1381,CT13 9,115
1382,CT14 0,88
1383,CT14 6,140
1384,CT14 7,255
1385,CT14 8,89
1386,CT14 9,266
1387,CT15 4,82
1388,CT15 5,148
1389,CT15 6,63
1390,CT15 7,79
1391,CT16 1,323
1392,CT16 2,425
1393,CT16 3,112
1394,CT17 0,458
1395,CT17 9,681
1396,CT18 7,269
1397,CT18 8,64
1398,CT19 4,229
1399,CT19 5,428
1400,CT19 6,312
1401,CT2  0,175
1402,CT2  7,1132
1403,CT2  8,538
1404,CT2  9,205
1405,CT20 1,661
1406,CT20 2,574
1407,CT20 3,234
1408,CT21 4,98
1409,CT21 5,224
1410,CT21 6,169
1411,CT3  1,137
1412,CT3  2,74
1413,CT3  3,69
1414,CT3  4,134
1415,CT4  5,130
1416,CT4  6,111
1417,CT4  7,166
1418,CT4  8,43
1419,CT5  1,186
1420,CT5  2,152
1421,CT5  3,126
1422,CT5  4,185
1423,CT6  5,178
1424,CT6  6,162
1425,CT6  7,174
1426,CT6  8,127
1427,CT7  0,74
1428,CT7  9,157
1429,CT8  8,191
1430,CT9  1,692
1431,CT9  2,1613
1432,CT9  3,318
1433,CT9  4,89
1434,CT9  5,336
1435,CV1  1,76
1436,CV1  2,705
1437,CV1  3,462
1438,CV1  4,737
1439,CV1  5,1016
1440,CV10 0,191
1441,CV10 7,187
1442,CV10 8,241
1443,CV10 9,264
1444,CV11 4,235
1445,CV11 5,476
1446,CV11 6,209
1447,CV12 0,155
1448,CV12 8,88
1449,CV12 9,120
1450,CV13 0,92
1451,CV13 6,48
1452,CV2  1,566
1453,CV2  2,424
1454,CV2  3,599
1455,CV2  4,1508
1456,CV2  5,359
1457,CV21 1,706
1458,CV21 2,915
1459,CV21 3,977
1460,CV21 4,232
1461,CV22 5,277
1462,CV22 6,441
1463,CV22 7,787
1464,CV23 0,291
1465,CV23 8,103
1466,CV23 9,181
1467,CV3  1,821
1468,CV3  2,407
1469,CV3  3,460
1470,CV3  4,156
1471,CV3  5,479
1472,CV3  6,286
1473,CV31 1,915
1474,CV31 2,530
1475,CV31 3,504
1476,CV32 4,228
1477,CV32 5,508
1478,CV32 6,296
1479,CV32 7,394
1480,CV33 9,97
1481,CV34 4,165
1482,CV34 5,318
1483,CV34 6,325
1484,CV35 0,98
1485,CV35 7,113
1486,CV35 8,83
1487,CV35 9,147
1488,CV36 4,117
1489,CV36 5,42
1490,CV37 0,400
1491,CV37 6,477
1492,CV37 7,353
1493,CV37 8,165
1494,CV37 9,548
1495,CV4  7,685
1496,CV4  8,349
1497,CV4  9,519
1498,CV47 0,33
1499,CV47 1,65
1500,CV47 2,117
1501,CV47 7,23
1502,CV47 8,33
1503,CV47 9,29
1504,CV5  6,593
1505,CV5  7,187
1506,CV5  8,437
1507,CV5  9,163
1508,CV6  1,541
1509,CV6  2,302
1510,CV6  3,726
1511,CV6  4,749
1512,CV6  5,1141
1513,CV6  6,578
1514,CV6  7,584
1515,CV7  7,135
1516,CV7  8,228
1517,CV7  9,208
1518,CV8  1,251
1519,CV8  2,306
1520,CV8  3,123
1521,CV9  1,96
1522,CV9  2,108
1523,CV9  3,55
1524,CW1  2,168
1525,CW1  3,1170
1526,CW1  4,394
1527,CW1  5,155
1528,CW1  6,27
1529,CW10 0,116
1530,CW10 9,168
1531,CW11 1,78
1532,CW11 2,20
1533,CW11 3,93
1534,CW11 4,62
1535,CW12 1,81
1536,CW12 2,59
1537,CW12 3,97
1538,CW12 4,112
1539,CW2  5,96
1540,CW2  6,630
1541,CW2  7,1178
1542,CW2  8,323
1543,CW3  0,38
1544,CW3  9,91
1545,CW4  7,64
1546,CW4  8,42
1547,CW5  5,128
1548,CW5  6,101
1549,CW5  7,129
1550,CW5  8,34
1551,CW6  0,107
1552,CW6  9,49
1553,CW7  1,118
1554,CW7  2,155
1555,CW7  3,139
1556,CW7  4,17
1557,CW8  1,203
1558,CW8  2,119
1559,CW8  3,63
1560,CW8  4,117
1561,CW9  5,157
1562,CW9  6,42
1563,CW9  7,258
1564,CW9  8,171
1565,DA1  1,483
1566,DA1  2,626
1567,DA1  3,331
1568,DA1  4,203
1569,DA1  5,511
1570,DA10 0,217
1571,DA11 0,1031
1572,DA11 7,282
1573,DA11 8,291
1574,DA11 9,754
1575,DA12 1,693
1576,DA12 2,1004
1577,DA12 3,58
1578,DA12 4,360
1579,DA12 5,507
1580,DA13 0,153
1581,DA13 9,90
1582,DA14 4,277
1583,DA14 5,111
1584,DA14 6,250
1585,DA15 7,114
1586,DA15 8,325
1587,DA15 9,248
1588,DA16 1,354
1589,DA16 2,408
1590,DA16 3,314
1591,DA17 5,557
1592,DA17 6,306
1593,DA18 4,309
1594,DA2  6,387
1595,DA2  7,170
1596,DA2  8,44
1597,DA3  7,105
1598,DA3  8,147
1599,DA4  0,63
1600,DA4  9,83
1601,DA5  1,133
1602,DA5  2,74
1603,DA5  3,144
1604,DA6  7,123
1605,DA6  8,143
1606,DA7  4,345
1607,DA7  5,210
1608,DA7  6,221
1609,DA8  1,544
1610,DA8  2,407
1611,DA8  3,264
1612,DA9  9,593
1613,DE1  1,337
1614,DE1  2,263
1615,DE1  3,374
1616,DE11 0,156
1617,DE11 7,130
1618,DE11 8,88
1619,DE11 9,158
1620,DE12 6,74
1621,DE12 7,290
1622,DE12 8,75
1623,DE13 0,442
1624,DE13 7,33
1625,DE13 8,79
1626,DE13 9,122
1627,DE14 1,253
1628,DE14 2,824
1629,DE14 3,1341
1630,DE15 0,353
1631,DE15 9,428
1632,DE21 2,193
1633,DE21 4,319
1634,DE21 5,40
1635,DE21 6,537
1636,DE21 7,183
1637,DE22 1,220
1638,DE22 2,255
1639,DE22 3,1368
1640,DE22 4,180
1641,DE22 5,7
1642,DE23 1,243
1643,DE23 2,72
1644,DE23 3,124
1645,DE23 4,49
1646,DE23 6,1277
1647,DE23 8,2128
1648,DE24 0,304
1649,DE24 1,50
1650,DE24 3,109
1651,DE24 5,23
1652,DE24 8,966
1653,DE24 9,515
1654,DE3  0,131
1655,DE3  9,166
1656,DE4  2,88
1657,DE4  3,144
1658,DE4  4,79
1659,DE4  5,66
1660,DE45 1,132
1661,DE5  3,143
1662,DE5  8,32
1663,DE5  9,54
1664,DE55 1,74
1665,DE55 2,126
1666,DE55 3,74
1667,DE55 4,139
1668,DE55 5,74
1669,DE55 6,64
1670,DE55 7,263
1671,DE56 0,121
1672,DE56 1,158
1673,DE56 2,102
1674,DE56 4,93
1675,DE6  1,218
1676,DE6  2,69
1677,DE6  3,23
1678,DE6  4,12
1679,DE6  5,67
1680,DE65 5,212
1681,DE65 6,169
1682,DE7  4,138
1683,DE7  5,212
1684,DE7  6,96
1685,DE7  8,157
1686,DE7  9,33
1687,DE72 2,26
1688,DE72 3,186
1689,DE73 5,99
1690,DE73 6,88
1691,DE73 7,20
1692,DE73 8,76
1693,DE74 2,298
1694,DE75 7,252
1695,DH1  1,331
1696,DH1  2,222
1697,DH1  3,457
1698,DH1  4,309
1699,DH1  5,312
1700,DH2  1,107
1701,DH2  2,101
1702,DH2  3,76
1703,DH3  1,121
1704,DH3  2,53
1705,DH3  3,73
1706,DH3  4,54
1707,DH4  4,78
1708,DH4  5,37
1709,DH4  6,68
1710,DH4  7,70
1711,DH5  0,48
1712,DH5  8,57
1713,DH5  9,35
1714,DH6  1,76
1715,DH6  2,68
1716,DH6  3,46
1717,DH6  4,63
1718,DH6  5,98
1719,DH7  0,58
1720,DH7  6,89
1721,DH7  7,112
1722,DH7  8,137
1723,DH7  9,92
1724,DH8  0,64
1725,DH8  5,173
1726,DH8  6,195
1727,DH8  7,227
1728,DH8  8,145
1729,DH8  9,42
1730,DH9  0,60
1731,DH9  6,99
1732,DH9  7,58
1733,DH9  8,37
1734,DH9  9,66
1735,DL1  1,153
1736,DL1  2,263
1737,DL1  3,164
1738,DL1  4,544
1739,DL1  5,208
1740,DL10 4,186
1741,DL10 5,84
1742,DL10 6,62
1743,DL10 7,223
1744,DL11 6,45
1745,DL11 7,37
1746,DL12 0,25
1747,DL12 8,107
1748,DL12 9,43
1749,DL13 1,12
1750,DL13 2,16
1751,DL13 3,24
1752,DL13 4,21
1753,DL13 5,28
1754,DL14 0,46
1755,DL14 6,140
1756,DL14 7,60
1757,DL14 8,80
1758,DL14 9,157
1759,DL15 0,67
1760,DL15 8,45
1761,DL15 9,80
1762,DL16 6,81
1763,DL16 7,64
1764,DL17 0,41
1765,DL17 8,79
1766,DL17 9,36
1767,DL2  1,68
1768,DL2  2,131
1769,DL2  3,44
1770,DL3  0,282
1771,DL3  6,382
1772,DL3  7,156
1773,DL3  8,104
1774,DL3  9,131
1775,DL4  1,48
1776,DL4  2,54
1777,DL5  4,168
1778,DL5  5,109
1779,DL5  6,45
1780,DL5  7,211
1781,DL6  1,196
1782,DL6  2,60
1783,DL6  3,37
1784,DL7  0,35
1785,DL7  8,159
1786,DL7  9,220
1787,DL8  1,106
1788,DL8  2,100
1789,DL8  3,77
1790,DL8  4,64
1791,DL8  5,50
1792,DL9  3,392
1793,DL9  4,519
1794,DN1  1,86
1795,DN1  2,1296
1796,DN1  3,205
1797,DN10 4,52
1798,DN10 5,21
1799,DN10 6,85
1800,DN11 0,228
1801,DN11 8,119
1802,DN11 9,60
1803,DN12 1,208
1804,DN12 2,50
1805,DN12 3,38
1806,DN12 4,42
1807,DN14 0,84
1808,DN14 5,535
1809,DN14 6,1126
1810,DN14 7,99
1811,DN14 8,61
1812,DN14 9,97
1813,DN15 0,24
1814,DN15 6,950
1815,DN15 7,1023
1816,DN15 8,841
1817,DN15 9,130
1818,DN16 1,471
1819,DN16 2,270
1820,DN16 3,354
1821,DN17 1,478
1822,DN17 2,283
1823,DN17 3,112
1824,DN17 4,63
1825,DN18 5,108
1826,DN18 6,53
1827,DN19 7,81
1828,DN2  4,692
1829,DN2  5,445
1830,DN2  6,428
1831,DN20 0,122
1832,DN20 8,131
1833,DN20 9,132
1834,DN21 1,311
1835,DN21 2,150
1836,DN21 3,83
1837,DN21 4,118
1838,DN21 5,94
1839,DN22 0,83
1840,DN22 6,190
1841,DN22 7,308
1842,DN22 8,105
1843,DN22 9,44
1844,DN3  1,129
1845,DN3  2,401
1846,DN3  3,293
1847,DN31 1,107
1848,DN31 2,321
1849,DN31 3,10
1850,DN32 0,217
1851,DN32 7,333
1852,DN32 8,132
1853,DN32 9,332
1854,DN33 1,139
1855,DN33 2,80
1856,DN33 3,103
1857,DN34 4,133
1858,DN34 5,215
1859,DN35 0,85
1860,DN35 7,229
1861,DN35 8,213
1862,DN35 9,62
1863,DN36 4,133
1864,DN36 5,145
1865,DN37 0,84
1866,DN37 7,43
1867,DN37 8,1
1868,DN37 9,168
1869,DN38 6,35
1870,DN39 6,34
1871,DN4  0,898
1872,DN4  5,488
1873,DN4  6,286
1874,DN4  7,229
1875,DN4  8,540
1876,DN4  9,230
1877,DN40 1,103
1878,DN40 2,85
1879,DN40 3,34
1880,DN41 7,43
1881,DN41 8,44
1882,DN5  0,169
1883,DN5  7,77
1884,DN5  8,248
1885,DN5  9,237
1886,DN6  0,63
1887,DN6  7,198
1888,DN6  8,105
1889,DN6  9,48
1890,DN7  4,133
1891,DN7  5,101
1892,DN7  6,152
1893,DN8  4,160
1894,DN8  5,146
1895,DN9  1,92
1896,DN9  2,65
1897,DN9  3,132
1898,DT1  1,156
1899,DT1  2,180
1900,DT1  3,62
1901,DT10 1,176
1902,DT10 2,99
1903,DT11 0,156
1904,DT11 7,364
1905,DT11 8,293
1906,DT11 9,122
1907,DT2  0,72
1908,DT2  7,106
1909,DT2  8,140
1910,DT2  9,164
1911,DT3  4,79
1912,DT3  5,180
1913,DT3  6,157
1914,DT4  0,283
1915,DT4  7,329
1916,DT4  8,165
1917,DT4  9,212
1918,DT5  1,178
1919,DT5  2,90
1920,DT6  3,111
1921,DT6  4,97
1922,DT6  5,97
1923,DT6  6,55
1924,DT7  3,107
1925,DT8  3,84
1926,DT9  3,124
1927,DT9  4,165
1928,DT9  5,76
1929,DT9  6,113
1930,DY1  1,47
1931,DY1  2,245
1932,DY1  3,136
1933,DY1  4,109
1934,DY10 1,276
1935,DY10 2,319
1936,DY10 3,175
1937,DY10 4,124
1938,DY11 5,95
1939,DY11 6,252
1940,DY11 7,153
1941,DY12 1,50
1942,DY12 2,67
1943,DY12 3,27
1944,DY13 0,67
1945,DY13 8,111
1946,DY13 9,89
1947,DY14 0,16
1948,DY14 8,53
1949,DY14 9,22
1950,DY2  0,105
1951,DY2  7,187
1952,DY2  8,140
1953,DY2  9,68
1954,DY3  1,57
1955,DY3  2,48
1956,DY3  3,55
1957,DY3  4,16
1958,DY4  0,255
1959,DY4  7,525
1960,DY4  8,331
1961,DY4  9,194
1962,DY5  1,100
1963,DY5  2,119
1964,DY5  3,133
1965,DY5  4,76
1966,DY6  0,11
1967,DY6  7,22
1968,DY6  8,60
1969,DY6  9,43
1970,DY7  5,16
1971,DY7  6,44
1972,DY8  1,111
1973,DY8  2,68
1974,DY8  3,122
1975,DY8  4,120
1976,DY8  5,85
1977,DY9  0,111
1978,DY9  7,51
1979,DY9  8,103
1980,DY9  9,61
1981,E1   0,790
1982,E1   1,728
1983,E1   2,706
1984,E1   3,560
1985,E1   4,1343
1986,E1   5,1096
1987,E1   6,789
1988,E1   7,495
1989,E1   8,595
1990,E10  5,2680
1991,E10  6,3026
1992,E10  7,2117
1993,E11  1,1528
1994,E11  2,774
1995,E11  3,2716
1996,E11  4,2735
1997,E12  5,1282
1998,E12  6,1636
1999,E13  0,1954
2000,E13  8,1924
2001,E13  9,1633
2002,E14  0,809
2003,E14  2,220
2004,E14  3,2396
2005,E14  4,89
2006,E14  5,117
2007,E14  6,953
2008,E14  7,971
2009,E14  8,1617
2010,E14  9,2541
2011,E15  1,2560
2012,E15  2,1901
2013,E15  3,1982
2014,E15  4,2423
2015,E16  1,1732
2016,E16  2,1504
2017,E16  3,2407
2018,E16  4,1498
2019,E17  3,1741
2020,E17  4,2344
2021,E17  5,2278
2022,E17  6,2962
2023,E17  7,1875
2024,E17  8,2559
2025,E17  9,1823
2026,E18  1,654
2027,E18  2,867
2028,E1W  1,430
2029,E1W  2,722
2030,E1W  3,713
2031,E2   0,1107
2032,E2   6,992
2033,E2   7,1029
2034,E2   8,1223
2035,E2   9,798
2036,E3   2,1280
2037,E3   3,728
2038,E3   4,1161
2039,E3   5,892
2040,E4   6,1034
2041,E4   7,655
2042,E4   8,1356
2043,E4   9,1347
2044,E5   0,2232
2045,E5   8,2060
2046,E5   9,2239
2047,E6   1,1009
2048,E6   2,1572
2049,E6   3,2187
2050,E6   5,2306
2051,E6   6,1436
2052,E7   0,1641
2053,E7   8,1360
2054,E7   9,2146
2055,E8   1,1046
2056,E8   2,1462
2057,E8   3,1457
2058,E8   4,1538
2059,E9   5,1366
2060,E9   6,1536
2061,E9   7,1394
2062,EC1A 4,37
2063,EC1A 7,101
2064,EC1A 9,57
2065,EC1M 3,73
2066,EC1M 5,220
2067,EC1M 6,141
2068,EC1M 7,35
2069,EC1N 7,308
2070,EC1N 8,116
2071,EC1R 0,164
2072,EC1R 1,157
2073,EC1R 3,27
2074,EC1R 4,231
2075,EC1R 5,119
2076,EC1V 0,248
2077,EC1V 1,38
2078,EC1V 2,14
2079,EC1V 3,548
2080,EC1V 4,214
2081,EC1V 7,328
2082,EC1V 8,257
2083,EC1V 9,262
2084,EC1Y 0,102
2085,EC1Y 2,43
2086,EC1Y 4,60
2087,EC1Y 8,226
2088,EC2A 3,147
2089,EC2A 4,153
2090,EC2Y 8,353
2091,EC3R 8,51
2092,EC4A 1,31
2093,EC4V 3,79
2094,EC4V 5,39
2095,EC4Y 7,31
2096,EN1  1,1500
2097,EN1  2,678
2098,EN1  3,1097
2099,EN1  4,1678
2100,EN10 6,516
2101,EN10 7,193
2102,EN11 0,455
2103,EN11 8,450
2104,EN11 9,457
2105,EN2  0,620
2106,EN2  6,402
2107,EN2  7,695
2108,EN2  8,519
2109,EN2  9,86
2110,EN3  4,2081
2111,EN3  5,2772
2112,EN3  6,2865
2113,EN3  7,1612
2114,EN4  0,651
2115,EN4  8,1031
2116,EN4  9,793
2117,EN5  1,571
2118,EN5  2,1060
2119,EN5  3,243
2120,EN5  4,360
2121,EN5  5,719
2122,EN6  1,342
2123,EN6  2,325
2124,EN6  3,194
2125,EN6  4,209
2126,EN6  5,254
2127,EN7  5,307
2128,EN7  6,583
2129,EN8  0,522
2130,EN8  7,966
2131,EN8  8,1170
2132,EN8  9,477
2133,EN9  1,311
2134,EN9  2,137
2135,EN9  3,354
2136,EX1  1,123
2137,EX1  2,495
2138,EX1  3,209
2139,EX10 0,65
2140,EX10 8,172
2141,EX10 9,139
2142,EX11 1,129
2143,EX12 2,134
2144,EX12 3,31
2145,EX12 4,11
2146,EX13 5,124
2147,EX13 7,29
2148,EX13 8,5
2149,EX14 1,98
2150,EX14 2,69
2151,EX14 3,56
2152,EX14 4,39
2153,EX14 9,47
2154,EX15 1,323
2155,EX15 2,101
2156,EX15 3,108
2157,EX16 4,116
2158,EX16 5,93
2159,EX16 6,410
2160,EX16 7,61
2161,EX16 8,58
2162,EX16 9,41
2163,EX17 1,50
2164,EX17 2,59
2165,EX17 3,133
2166,EX17 4,52
2167,EX17 5,60
2168,EX17 6,54
2169,EX18 7,40
2170,EX19 8,22
2171,EX2  4,294
2172,EX2  5,292
2173,EX2  6,166
2174,EX2  7,123
2175,EX2  8,334
2176,EX2  9,179
2177,EX20 1,210
2178,EX20 2,62
2179,EX20 3,50
2180,EX20 4,68
2181,EX21 5,39
2182,EX22 6,58
2183,EX22 7,72
2184,EX23 0,40
2185,EX23 8,110
2186,EX23 9,51
2187,EX24 6,52
2188,EX3  0,94
2189,EX31 1,85
2190,EX31 2,128
2191,EX31 3,119
2192,EX31 4,130
2193,EX32 0,51
2194,EX32 7,212
2195,EX32 8,154
2196,EX32 9,155
2197,EX33 1,91
2198,EX33 2,62
2199,EX34 0,36
2200,EX34 7,62
2201,EX34 8,111
2202,EX34 9,104
2203,EX35 6,39
2204,EX36 3,60
2205,EX36 4,57
2206,EX37 9,49
2207,EX38 7,48
2208,EX38 8,55
2209,EX39 1,126
2210,EX39 2,87
2211,EX39 3,144
2212,EX39 4,94
2213,EX39 5,86
2214,EX39 6,35
2215,EX4  0,4
2216,EX4  1,312
2217,EX4  2,276
2218,EX4  3,251
2219,EX4  4,617
2220,EX4  5,138
2221,EX4  6,501
2222,EX4  7,263
2223,EX4  8,122
2224,EX4  9,105
2225,EX5  1,44
2226,EX5  2,81
2227,EX5  3,27
2228,EX5  4,79
2229,EX5  5,48
2230,EX6  6,32
2231,EX6  7,58
2232,EX6  8,106
2233,EX7  0,81
2234,EX7  9,141
2235,EX8  1,320
2236,EX8  2,181
2237,EX8  3,88
2238,EX8  4,184
2239,EX8  5,124
2240,EX9  6,94
2241,EX9  7,23
2242,FY1  1,14
2243,FY1  2,365
2244,FY1  3,154
2245,FY1  4,335
2246,FY1  5,260
2247,FY1  6,246
2248,FY2  0,254
2249,FY2  9,224
2250,FY3  0,25
2251,FY3  7,193
2252,FY3  8,234
2253,FY3  9,212
2254,FY4  1,308
2255,FY4  2,132
2256,FY4  3,201
2257,FY4  4,209
2258,FY4  5,74
2259,FY5  1,99
2260,FY5  2,139
2261,FY5  3,124
2262,FY5  4,106
2263,FY5  5,58
2264,FY6  0,48
2265,FY6  7,173
2266,FY6  8,56
2267,FY6  9,22
2268,FY7  6,161
2269,FY7  7,63
2270,FY7  8,173
2271,FY8  1,238
2272,FY8  2,182
2273,FY8  3,163
2274,FY8  4,181
2275,FY8  5,126
2276,GL1  1,302
2277,GL1  2,270
2278,GL1  3,369
2279,GL1  4,1044
2280,GL1  5,571
2281,GL10 2,203
2282,GL10 3,112
2283,GL11 4,182
2284,GL11 5,149
2285,GL11 6,57
2286,GL12 7,128
2287,GL12 8,139
2288,GL13 9,75
2289,GL14 1,69
2290,GL14 2,118
2291,GL14 3,39
2292,GL15 4,58
2293,GL15 5,137
2294,GL15 6,81
2295,GL16 7,57
2296,GL16 8,74
2297,GL17 0,53
2298,GL17 9,74
2299,GL18 1,233
2300,GL18 2,27
2301,GL19 3,107
2302,GL19 4,73
2303,GL2  0,239
2304,GL2  2,272
2305,GL2  3,9
2306,GL2  4,553
2307,GL2  5,133
2308,GL2  7,63
2309,GL2  8,52
2310,GL2  9,152
2311,GL20 5,254
2312,GL20 6,69
2313,GL20 7,189
2314,GL20 8,362
2315,GL3  1,401
2316,GL3  2,163
2317,GL3  3,179
2318,GL3  4,287
2319,GL4  0,266
2320,GL4  3,56
2321,GL4  4,288
2322,GL4  5,185
2323,GL4  6,340
2324,GL4  8,34
2325,GL5  1,288
2326,GL5  2,140
2327,GL5  3,90
2328,GL5  4,250
2329,GL5  5,104
2330,GL50 1,97
2331,GL50 2,368
2332,GL50 3,415
2333,GL50 4,578
2334,GL51 0,552
2335,GL51 3,277
2336,GL51 4,51
2337,GL51 6,268
2338,GL51 7,313
2339,GL51 8,372
2340,GL51 9,427
2341,GL52 2,354
2342,GL52 3,136
2343,GL52 5,311
2344,GL52 6,465
2345,GL52 7,26
2346,GL52 8,199
2347,GL52 9,66
2348,GL53 0,68
2349,GL53 7,303
2350,GL53 8,125
2351,GL53 9,98
2352,GL54 1,82
2353,GL54 2,224
2354,GL54 3,104
2355,GL54 4,55
2356,GL54 5,148
2357,GL55 6,140
2358,GL56 0,131
2359,GL56 9,70
2360,GL6  0,180
2361,GL6  6,106
2362,GL6  7,84
2363,GL6  8,100
2364,GL6  9,90
2365,GL7  1,330
2366,GL7  2,104
2367,GL7  3,100
2368,GL7  4,87
2369,GL7  5,164
2370,GL7  6,152
2371,GL7  7,62
2372,GL8  8,239
2373,GL9  1,34
2374,GU1  1,711
2375,GU1  2,553
2376,GU1  3,409
2377,GU1  4,645
2378,GU10 1,144
2379,GU10 2,114
2380,GU10 3,177
2381,GU10 4,212
2382,GU10 5,116
2383,GU11 1,368
2384,GU11 2,190
2385,GU11 3,545
2386,GU12 4,617
2387,GU12 5,273
2388,GU12 6,266
2389,GU14 0,281
2390,GU14 6,444
2391,GU14 7,250
2392,GU14 8,568
2393,GU14 9,580
2394,GU15 1,336
2395,GU15 2,403
2396,GU15 3,356
2397,GU15 4,406
2398,GU16 6,308
2399,GU16 7,76
2400,GU16 8,251
2401,GU16 9,121
2402,GU17 0,227
2403,GU17 9,157
2404,GU18 5,182
2405,GU19 5,258
2406,GU2  4,204
2407,GU2  7,1110
2408,GU2  8,533
2409,GU2  9,605
2410,GU20 6,157
2411,GU21 2,480
2412,GU21 3,629
2413,GU21 4,455
2414,GU21 5,646
2415,GU21 6,323
2416,GU21 7,108
2417,GU21 8,166
2418,GU22 0,442
2419,GU22 7,937
2420,GU22 8,586
2421,GU22 9,378
2422,GU23 6,121
2423,GU23 7,114
2424,GU24 0,190
2425,GU24 8,145
2426,GU24 9,216
2427,GU25 4,502
2428,GU26 6,351
2429,GU27 1,232
2430,GU27 2,187
2431,GU27 3,175
2432,GU28 0,143
2433,GU28 9,52
2434,GU29 0,73
2435,GU29 9,186
2436,GU3  1,83
2437,GU3  2,65
2438,GU3  3,220
2439,GU30 7,285
2440,GU31 4,224
2441,GU31 5,89
2442,GU32 1,68
2443,GU32 2,135
2444,GU32 3,164
2445,GU33 6,53
2446,GU33 7,173
2447,GU34 1,205
2448,GU34 2,357
2449,GU34 3,45
2450,GU34 4,98
2451,GU34 5,144
2452,GU35 0,535
2453,GU35 8,161
2454,GU35 9,268
2455,GU4  7,491
2456,GU4  8,206
2457,GU46 6,309
2458,GU46 7,86
2459,GU47 0,292
2460,GU47 8,125
2461,GU47 9,112
2462,GU5  0,231
2463,GU5  9,126
2464,GU51 1,245
2465,GU51 2,92
2466,GU51 3,339
2467,GU51 4,148
2468,GU51 5,96
2469,GU52 0,87
2470,GU52 6,203
2471,GU52 7,68
2472,GU52 8,112
2473,GU6  7,200
2474,GU6  8,211
2475,GU7  1,317
2476,GU7  2,318
2477,GU7  3,287
2478,GU8  4,237
2479,GU8  5,291
2480,GU8  6,123
2481,GU9  0,318
2482,GU9  7,243
2483,GU9  8,368
2484,GU9  9,225
2485,HA0  1,1278
2486,HA0  2,1166
2487,HA0  3,1105
2488,HA0  4,732
2489,HA1  1,857
2490,HA1  2,850
2491,HA1  3,934
2492,HA1  4,1293
2493,HA2  0,877
2494,HA2  6,479
2495,HA2  7,515
2496,HA2  8,1169
2497,HA2  9,1223
2498,HA3  0,931
2499,HA3  5,769
2500,HA3  6,505
2501,HA3  7,971
2502,HA3  8,802
2503,HA3  9,1573
2504,HA4  0,451
2505,HA4  6,652
2506,HA4  7,421
2507,HA4  8,375
2508,HA4  9,423
2509,HA5  1,467
2510,HA5  2,402
2511,HA5  3,620
2512,HA5  4,484
2513,HA5  5,435
2514,HA6  1,604
2515,HA6  2,466
2516,HA6  3,277
2517,HA7  1,747
2518,HA7  2,850
2519,HA7  3,469
2520,HA7  4,573
2521,HA8  0,1438
2522,HA8  5,1736
2523,HA8  6,1466
2524,HA8  7,575
2525,HA8  8,1210
2526,HA8  9,1214
2527,HA9  0,329
2528,HA9  6,1202
2529,HA9  7,1024
2530,HA9  8,2009
2531,HA9  9,1611
2532,HD1  1,23
2533,HD1  3,411
2534,HD1  4,371
2535,HD1  5,223
2536,HD1  6,198
2537,HD2  1,566
2538,HD2  2,449
2539,HD3  3,230
2540,HD3  4,242
2541,HD4  5,347
2542,HD4  6,348
2543,HD4  7,100
2544,HD5  0,47
2545,HD5  8,339
2546,HD5  9,223
2547,HD6  1,66
2548,HD6  2,72
2549,HD6  3,122
2550,HD6  4,55
2551,HD7  4,75
2552,HD7  5,116
2553,HD7  6,40
2554,HD8  0,177
2555,HD8  8,90
2556,HD8  9,91
2557,HD9  1,89
2558,HD9  2,34
2559,HD9  3,47
2560,HD9  4,37
2561,HD9  5,63
2562,HD9  6,47
2563,HD9  7,56
2564,HG1  1,148
2565,HG1  2,429
2566,HG1  3,227
2567,HG1  4,522
2568,HG1  5,597
2569,HG2  0,298
2570,HG2  7,423
2571,HG2  8,217
2572,HG2  9,155
2573,HG3  1,84
2574,HG3  2,393
2575,HG3  3,89
2576,HG3  4,43
2577,HG3  5,77
2578,HG4  1,452
2579,HG4  2,324
2580,HG4  3,49
2581,HG4  4,54
2582,HG4  5,42
2583,HG5  0,168
2584,HG5  8,75
2585,HG5  9,62
2586,HP1  1,217
2587,HP1  2,202
2588,HP1  3,174
2589,HP10 0,143
2590,HP10 8,132
2591,HP10 9,227
2592,HP11 1,329
2593,HP11 2,474
2594,HP12 3,984
2595,HP12 4,430
2596,HP13 5,575
2597,HP13 6,620
2598,HP13 7,802
2599,HP14 3,229
2600,HP14 4,231
2601,HP15 6,153
2602,HP15 7,192
2603,HP16 0,170
2604,HP16 9,146
2605,HP17 0,22
2606,HP17 8,176
2607,HP17 9,22
2608,HP18 0,130
2609,HP18 9,132
2610,HP19 0,123
2611,HP19 7,273
2612,HP19 8,146
2613,HP19 9,567
2614,HP2  4,325
2615,HP2  5,423
2616,HP2  6,345
2617,HP2  7,279
2618,HP20 1,407
2619,HP20 2,397
2620,HP21 7,337
2621,HP21 8,589
2622,HP21 9,419
2623,HP22 4,80
2624,HP22 5,357
2625,HP22 6,159
2626,HP23 4,95
2627,HP23 5,237
2628,HP23 6,64
2629,HP27 0,140
2630,HP27 9,126
2631,HP3  0,226
2632,HP3  8,216
2633,HP3  9,447
2634,HP4  1,189
2635,HP4  2,205
2636,HP4  3,264
2637,HP5  1,184
2638,HP5  2,347
2639,HP5  3,241
2640,HP6  5,271
2641,HP6  6,324
2642,HP7  0,148
