posstcode sector,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
UB7  8,7132,4986.0,69.9,252.0,3.5,1164.0,16.3,496.0,7.0
UB7  9,9710,5963.0,61.4,463.0,4.8,2035.0,21.0,942.0,9.7
UB8  1,5018,3521.0,70.2,194.0,3.9,911.0,18.2,213.0,4.2
UB8  2,12336,7960.0,64.5,543.0,4.4,2599.0,21.1,839.0,6.8
UB8  3,19250,11580.0,60.2,732.0,3.8,4569.0,23.7,1704.0,8.9
UB9  4,2411,2006.0,83.2,72.0,3.0,264.0,10.9,36.0,1.5
UB9  5,4728,4131.0,87.4,113.0,2.4,396.0,8.4,67.0,1.4
UB9  6,7399,6476.0,87.5,165.0,2.2,496.0,6.7,173.0,2.3
W10  4,10506,4929.0,46.9,814.0,7.7,1513.0,14.4,2047.0,19.5
W10  5,11896,5741.0,48.3,1012.0,8.5,986.0,8.3,2592.0,21.8
W10  6,11800,7771.0,65.9,831.0,7.0,877.0,7.4,1460.0,12.4
W11  1,10660,6088.0,57.1,778.0,7.3,984.0,9.2,1764.0,16.5
W11  2,7039,5300.0,75.3,418.0,5.9,476.0,6.8,538.0,7.6
W11  3,4796,3821.0,79.7,222.0,4.6,375.0,7.8,127.0,2.6
W11  4,9004,5743.0,63.8,600.0,6.7,582.0,6.5,1384.0,15.4
W12  0,14703,8209.0,55.8,1007.0,6.8,1595.0,10.8,2682.0,18.2
W12  7,11324,5539.0,48.9,705.0,6.2,1260.0,11.1,2983.0,26.3
W12  8,9038,5400.0,59.7,589.0,6.5,936.0,10.4,1499.0,16.6
W12  9,13884,9387.0,67.6,860.0,6.2,1188.0,8.6,1834.0,13.2
W13  0,10500,6144.0,58.5,552.0,5.3,1752.0,16.7,1342.0,12.8
W13  8,7384,5229.0,70.8,391.0,5.3,1090.0,14.8,323.0,4.4
W13  9,14527,10666.0,73.4,718.0,4.9,1966.0,13.5,748.0,5.1
W14  0,11591,8414.0,72.6,596.0,5.1,1027.0,8.9,846.0,7.3
W14  8,11738,7382.0,62.9,686.0,5.8,1503.0,12.8,749.0,6.4
W14  9,14151,9249.0,65.4,776.0,5.5,1768.0,12.5,1406.0,9.9
W1B  1,508,364.0,71.7,18.0,3.5,97.0,19.1,10.0,2.0
W1D  3,252,200.0,79.4,16.0,6.3,28.0,11.1,4.0,1.6
W1D  4,415,272.0,65.5,26.0,6.3,95.0,22.9,4.0,1.0
W1D  6,656,334.0,50.9,35.0,5.3,228.0,34.8,29.0,4.4
W1D  7,221,181.0,81.9,6.0,2.7,29.0,13.1,3.0,1.4
W1F  0,979,675.0,68.9,61.0,6.2,138.0,14.1,45.0,4.6
W1F  7,531,368.0,69.3,32.0,6.0,84.0,15.8,16.0,3.0
W1G  6,847,695.0,82.1,37.0,4.4,64.0,7.6,19.0,2.2
W1G  7,323,246.0,76.2,23.0,7.1,34.0,10.5,3.0,0.9
W1G  8,1431,1173.0,82.0,64.0,4.5,89.0,6.2,20.0,1.4
W1G  9,330,256.0,77.6,24.0,7.3,32.0,9.7,9.0,2.7
W1H  1,1114,728.0,65.4,46.0,4.1,154.0,13.8,58.0,5.2
W1H  2,1862,1355.0,72.8,76.0,4.1,211.0,11.3,46.0,2.5
W1H  4,782,461.0,59.0,60.0,7.7,90.0,11.5,46.0,5.9
W1H  5,1210,698.0,57.7,47.0,3.9,216.0,17.9,40.0,3.3
W1H  7,1321,833.0,63.1,58.0,4.4,163.0,12.3,34.0,2.6
W1J  5,309,164.0,53.1,13.0,4.2,83.0,26.9,5.0,1.6
W1J  6,152,128.0,84.2,3.0,2.0,8.0,5.3,3.0,2.0
W1J  7,787,533.0,67.7,44.0,5.6,85.0,10.8,33.0,4.2
W1J  8,280,192.0,68.6,13.0,4.6,39.0,13.9,4.0,1.4
W1K  1,318,197.0,61.9,7.0,2.2,84.0,26.4,6.0,1.9
W1K  2,599,397.0,66.3,16.0,2.7,99.0,16.5,25.0,4.2
W1K  3,287,197.0,68.6,17.0,5.9,42.0,14.6,16.0,5.6
W1K  4,144,89.0,61.8,12.0,8.3,16.0,11.1,2.0,1.4
W1K  5,232,147.0,63.4,15.0,6.5,24.0,10.3,24.0,10.3
W1K  6,847,584.0,68.9,37.0,4.4,104.0,12.3,27.0,3.2
W1K  7,588,360.0,61.2,20.0,3.4,85.0,14.5,29.0,4.9
W1S  1,151,118.0,78.1,2.0,1.3,22.0,14.6,3.0,2.0
W1T  1,454,321.0,70.7,29.0,6.4,70.0,15.4,18.0,4.0
W1T  2,636,418.0,65.7,33.0,5.2,155.0,24.4,10.0,1.6
W1T  3,207,151.0,72.9,9.0,4.3,25.0,12.1,11.0,5.3
W1T  4,702,407.0,58.0,32.0,4.6,219.0,31.2,21.0,3.0
W1T  5,1809,928.0,51.3,68.0,3.8,493.0,27.3,199.0,11.0
W1T  6,252,189.0,75.0,13.0,5.2,28.0,11.1,15.0,6.0
W1U  1,357,224.0,62.7,14.0,3.9,71.0,19.9,14.0,3.9
W1U  2,247,183.0,74.1,15.0,6.1,27.0,10.9,3.0,1.2
W1U  3,543,418.0,77.0,15.0,2.8,62.0,11.4,3.0,0.6
W1U  4,1156,884.0,76.5,51.0,4.4,106.0,9.2,33.0,2.9
W1U  5,1273,915.0,71.9,60.0,4.7,191.0,15.0,27.0,2.1
W1U  6,1320,922.0,69.8,66.0,5.0,190.0,14.4,17.0,1.3
W1U  8,755,532.0,70.5,29.0,3.8,56.0,7.4,37.0,4.9
W1W  5,1532,908.0,59.3,76.0,5.0,334.0,21.8,108.0,7.0
W1W  6,2030,1341.0,66.1,90.0,4.4,314.0,15.5,156.0,7.7
W1W  7,872,617.0,70.8,49.0,5.6,121.0,13.9,23.0,2.6
W2   1,7437,3439.0,46.2,378.0,5.1,1393.0,18.7,642.0,8.6
W2   2,5924,3294.0,55.6,288.0,4.9,870.0,14.7,169.0,2.9
W2   3,7567,5023.0,66.4,427.0,5.6,1131.0,14.9,273.0,3.6
W2   4,7975,5837.0,73.2,474.0,5.9,925.0,11.6,242.0,3.0
W2   5,11008,6542.0,59.4,686.0,6.2,1317.0,12.0,1070.0,9.7
W2   6,8461,4836.0,57.2,538.0,6.4,1315.0,15.5,606.0,7.2
W3   0,6796,3293.0,48.5,342.0,5.0,1850.0,27.2,500.0,7.4
W3   6,12772,7481.0,58.6,789.0,6.2,1753.0,13.7,1714.0,13.4
W3   7,13762,7257.0,52.7,748.0,5.4,2130.0,15.5,1984.0,14.4
W3   8,11021,5693.0,51.7,599.0,5.4,1693.0,15.4,2207.0,20.0
W3   9,8068,5081.0,63.0,390.0,4.8,1413.0,17.5,652.0,8.1
W4   1,8352,7065.0,84.6,346.0,4.1,579.0,6.9,189.0,2.3
W4   2,9953,7903.0,79.4,420.0,4.2,760.0,7.6,544.0,5.5
W4   3,11543,9340.0,80.9,539.0,4.7,913.0,7.9,453.0,3.9
W4   4,5135,4056.0,79.0,248.0,4.8,505.0,9.8,166.0,3.2
W4   5,9035,6991.0,77.4,415.0,4.6,838.0,9.3,587.0,6.5
W5   1,10117,7049.0,69.7,485.0,4.8,1557.0,15.4,330.0,3.3
W5   2,10175,7013.0,68.9,463.0,4.6,1725.0,17.0,475.0,4.7
W5   3,10249,6370.0,62.2,520.0,5.1,2053.0,20.0,583.0,5.7
W5   4,14521,10550.0,72.7,725.0,5.0,1861.0,12.8,902.0,6.2
W5   5,4881,3632.0,74.4,231.0,4.7,624.0,12.8,253.0,5.2
W6   0,12160,8573.0,70.5,670.0,5.5,997.0,8.2,1249.0,10.3
W6   7,6062,4112.0,67.8,326.0,5.4,645.0,10.6,607.0,10.0
W6   8,8872,5795.0,65.3,437.0,4.9,1168.0,13.2,1032.0,11.6
W6   9,8634,6128.0,71.0,460.0,5.3,728.0,8.4,862.0,10.0
W7   1,9780,5529.0,56.5,619.0,6.3,1502.0,15.4,1582.0,16.2
W7   2,7737,5562.0,71.9,399.0,5.2,1039.0,13.4,528.0,6.8
W7   3,11442,7303.0,63.8,600.0,5.2,1756.0,15.3,1270.0,11.1
W8   4,3714,2907.0,78.3,197.0,5.3,364.0,9.8,59.0,1.6
W8   5,4982,3707.0,74.4,245.0,4.9,644.0,12.9,89.0,1.8
W8   6,5993,4458.0,74.4,322.0,5.4,741.0,12.4,87.0,1.5
W8   7,5847,4517.0,77.3,291.0,5.0,525.0,9.0,139.0,2.4
W9   1,13037,8657.0,66.4,632.0,4.8,1522.0,11.7,551.0,4.2
W9   2,11046,6740.0,61.0,633.0,5.7,1229.0,11.1,1147.0,10.4
W9   3,13486,6520.0,48.3,972.0,7.2,1678.0,12.4,2540.0,18.8
WA1  1,809,631.0,78.0,19.0,2.3,128.0,15.8,11.0,1.4
WA1  2,2214,2037.0,92.0,14.0,0.6,142.0,6.4,14.0,0.6
WA1  3,10056,9800.0,97.5,86.0,0.9,123.0,1.2,28.0,0.3
WA1  4,8454,8259.0,97.7,58.0,0.7,108.0,1.3,16.0,0.2
WA10 1,2309,2190.0,94.8,23.0,1.0,86.0,3.7,5.0,0.2
WA10 2,4791,4726.0,98.6,24.0,0.5,25.0,0.5,4.0,0.1
WA10 3,9461,9280.0,98.1,70.0,0.7,81.0,0.9,21.0,0.2
WA10 4,8230,8088.0,98.3,50.0,0.6,65.0,0.8,15.0,0.2
WA10 5,6049,5985.0,98.9,29.0,0.5,22.0,0.4,8.0,0.1
WA10 6,7808,7714.0,98.8,35.0,0.4,53.0,0.7,4.0,0.1
WA11 0,16250,16035.0,98.7,56.0,0.3,112.0,0.7,27.0,0.2
WA11 7,6603,6500.0,98.4,39.0,0.6,49.0,0.7,3.0,0.0
WA11 8,5910,5843.0,98.9,22.0,0.4,33.0,0.6,7.0,0.1
WA11 9,11753,11616.0,98.8,38.0,0.3,71.0,0.6,3.0,0.0
WA12 0,4310,4203.0,97.5,45.0,1.0,53.0,1.2,3.0,0.1
WA12 8,7921,7712.0,97.4,102.0,1.3,85.0,1.1,12.0,0.2
WA12 9,9802,9533.0,97.3,84.0,0.9,137.0,1.4,29.0,0.3
WA13 0,6748,6558.0,97.2,79.0,1.2,92.0,1.4,11.0,0.2
WA13 9,6082,5873.0,96.6,81.0,1.3,94.0,1.5,19.0,0.3
WA14 1,3101,2885.0,93.0,82.0,2.6,91.0,2.9,25.0,0.8
WA14 2,5621,5160.0,91.8,124.0,2.2,261.0,4.6,48.0,0.9
WA14 3,4388,3936.0,89.7,88.0,2.0,293.0,6.7,17.0,0.4
WA14 4,6833,6260.0,91.6,131.0,1.9,347.0,5.1,42.0,0.6
WA14 5,7747,6885.0,88.9,188.0,2.4,552.0,7.1,78.0,1.0
WA15 0,4983,4046.0,81.2,114.0,2.3,704.0,14.1,28.0,0.6
WA15 6,12652,12033.0,95.1,154.0,1.2,359.0,2.8,63.0,0.5
WA15 7,10409,9450.0,90.8,231.0,2.2,501.0,4.8,125.0,1.2
WA15 8,8834,7670.0,86.8,231.0,2.6,762.0,8.6,58.0,0.7
WA15 9,5786,5479.0,94.7,125.0,2.2,142.0,2.5,21.0,0.4
WA16 0,5896,5772.0,97.9,52.0,0.9,51.0,0.9,9.0,0.2
WA16 6,2946,2819.0,95.7,44.0,1.5,64.0,2.2,8.0,0.3
WA16 7,3308,3228.0,97.6,29.0,0.9,32.0,1.0,10.0,0.3
WA16 8,7640,7333.0,96.0,92.0,1.2,163.0,2.1,33.0,0.4
WA16 9,3754,3664.0,97.6,41.0,1.1,35.0,0.9,3.0,0.1
WA2  0,17665,17218.0,97.5,213.0,1.2,141.0,0.8,59.0,0.3
WA2  7,7446,7003.0,94.1,87.0,1.2,272.0,3.7,36.0,0.5
WA2  8,5877,5686.0,96.8,68.0,1.2,87.0,1.5,21.0,0.4
WA2  9,9804,9565.0,97.6,112.0,1.1,90.0,0.9,21.0,0.2
WA3  1,3351,3267.0,97.5,28.0,0.8,49.0,1.5,3.0,0.1
WA3  2,9830,9608.0,97.7,79.0,0.8,105.0,1.1,15.0,0.2
WA3  3,10225,10016.0,98.0,61.0,0.6,85.0,0.8,56.0,0.5
WA3  4,4627,4540.0,98.1,40.0,0.9,34.0,0.7,7.0,0.2
WA3  5,4503,4386.0,97.4,56.0,1.2,41.0,0.9,12.0,0.3
WA3  6,10612,9988.0,94.1,195.0,1.8,283.0,2.7,116.0,1.1
WA3  7,4609,4478.0,97.2,48.0,1.0,61.0,1.3,9.0,0.2
WA4  1,10003,9627.0,96.2,106.0,1.1,197.0,2.0,44.0,0.4
WA4  2,13222,12934.0,97.8,112.0,0.8,144.0,1.1,17.0,0.1
WA4  3,4203,4046.0,96.3,44.0,1.0,87.0,2.1,19.0,0.5
WA4  4,3328,3200.0,96.2,51.0,1.5,61.0,1.8,8.0,0.2
WA4  5,7246,6913.0,95.4,61.0,0.8,243.0,3.4,12.0,0.2
WA4  6,8671,8419.0,97.1,88.0,1.0,145.0,1.7,7.0,0.1
WA5  0,5958,5566.0,93.4,71.0,1.2,273.0,4.6,31.0,0.5
WA5  1,13192,12434.0,94.3,127.0,1.0,538.0,4.1,56.0,0.4
WA5  2,10146,9933.0,97.9,64.0,0.6,126.0,1.2,10.0,0.1
WA5  3,11179,10740.0,96.1,104.0,0.9,281.0,2.5,34.0,0.3
WA5  4,3913,3856.0,98.5,22.0,0.6,34.0,0.9,1.0,0.0
WA5  7,1726,1526.0,88.4,35.0,2.0,139.0,8.1,12.0,0.7
WA5  8,6847,5960.0,87.0,84.0,1.2,743.0,10.9,33.0,0.5
WA5  9,5539,5208.0,94.0,45.0,0.8,235.0,4.2,31.0,0.6
WA6  0,3853,3755.0,97.5,29.0,0.8,58.0,1.5,4.0,0.1
WA6  6,4690,4594.0,98.0,49.0,1.0,41.0,0.9,5.0,0.1
WA6  7,5451,5338.0,97.9,33.0,0.6,62.0,1.1,12.0,0.2
WA6  8,2474,2452.0,99.1,11.0,0.4,6.0,0.2,2.0,0.1
WA6  9,2457,2434.0,99.1,11.0,0.4,6.0,0.2,2.0,0.1
WA7  1,6194,6002.0,96.9,75.0,1.2,88.0,1.4,19.0,0.3
WA7  2,15518,15163.0,97.7,203.0,1.3,94.0,0.6,39.0,0.3
WA7  3,3534,3460.0,97.9,29.0,0.8,32.0,0.9,7.0,0.2
WA7  4,9182,9031.0,98.4,74.0,0.8,61.0,0.7,13.0,0.1
WA7  5,13010,12779.0,98.2,114.0,0.9,85.0,0.7,28.0,0.2
WA7  6,15833,15451.0,97.6,237.0,1.5,99.0,0.6,29.0,0.2
WA8  0,3275,3193.0,97.5,46.0,1.4,12.0,0.4,18.0,0.5
WA8  3,6701,6560.0,97.9,62.0,0.9,54.0,0.8,20.0,0.3
WA8  4,6861,6698.0,97.6,81.0,1.2,51.0,0.7,16.0,0.2
WA8  5,2003,1953.0,97.5,27.0,1.3,7.0,0.3,9.0,0.4
WA8  6,7377,7197.0,97.6,77.0,1.0,83.0,1.1,7.0,0.1
WA8  7,10689,10492.0,98.2,103.0,1.0,55.0,0.5,22.0,0.2
WA8  8,12807,12619.0,98.5,105.0,0.8,55.0,0.4,16.0,0.1
WA8  9,12221,11919.0,97.5,106.0,0.9,163.0,1.3,19.0,0.2
WA9  1,5123,5003.0,97.7,39.0,0.8,64.0,1.2,12.0,0.2
WA9  2,6723,6617.0,98.4,55.0,0.8,37.0,0.6,13.0,0.2
WA9  3,11407,11204.0,98.2,82.0,0.7,96.0,0.8,12.0,0.1
WA9  4,13584,13409.0,98.7,86.0,0.6,61.0,0.4,19.0,0.1
WA9  5,12033,11540.0,95.9,126.0,1.0,307.0,2.6,27.0,0.2
WC1A 1,268,141.0,52.6,23.0,8.6,82.0,30.6,7.0,2.6
WC1A 2,277,161.0,58.1,8.0,2.9,89.0,32.1,14.0,5.1
WC1B 3,1091,690.0,63.2,65.0,6.0,237.0,21.7,73.0,6.7
WC1B 4,576,413.0,71.7,27.0,4.7,88.0,15.3,23.0,4.0
WC1E 6,1281,671.0,52.4,68.0,5.3,368.0,28.7,97.0,7.6
WC1E 7,1001,551.0,55.0,44.0,4.4,301.0,30.1,63.0,6.3
WC1H 0,1283,809.0,63.1,51.0,4.0,340.0,26.5,32.0,2.5
WC1H 8,2872,1152.0,40.1,152.0,5.3,1071.0,37.3,379.0,13.2
WC1H 9,4173,2529.0,60.6,203.0,4.9,1109.0,26.6,202.0,4.8
WC1N 1,3196,1917.0,60.0,156.0,4.9,778.0,24.3,249.0,7.8
WC1N 2,1623,1016.0,62.6,129.0,7.9,256.0,15.8,175.0,10.8
WC1N 3,2476,1395.0,56.3,117.0,4.7,700.0,28.3,197.0,8.0
WC1R 4,630,418.0,66.3,24.0,3.8,118.0,18.7,49.0,7.8
WC1V 6,367,278.0,75.7,12.0,3.3,66.0,18.0,2.0,0.5
WC1V 7,593,279.0,47.0,32.0,5.4,233.0,39.3,30.0,5.1
WC1X 0,3337,1830.0,54.8,213.0,6.4,721.0,21.6,484.0,14.5
WC1X 8,311,214.0,68.8,10.0,3.2,63.0,20.3,12.0,3.9
WC1X 9,4305,2541.0,59.0,249.0,5.8,801.0,18.6,546.0,12.7
WC2B 4,652,431.0,66.1,27.0,4.1,102.0,15.6,70.0,10.7
WC2B 5,1255,879.0,70.0,72.0,5.7,171.0,13.6,75.0,6.0
WC2E 7,641,514.0,80.2,20.0,3.1,72.0,11.2,24.0,3.7
WC2E 9,264,210.0,79.5,8.0,3.0,26.0,9.8,9.0,3.4
WC2H 0,778,482.0,62.0,37.0,4.8,199.0,25.6,27.0,3.5
WC2H 7,243,138.0,56.8,10.0,4.1,74.0,30.5,10.0,4.1
WC2H 8,197,154.0,78.2,0.0,0.0,36.0,18.3,2.0,1.0
WC2H 9,1273,760.0,59.7,118.0,9.3,243.0,19.1,83.0,6.5
WC2N 4,279,220.0,78.9,8.0,2.9,32.0,11.5,8.0,2.9
WC2N 5,463,281.0,60.7,13.0,2.8,147.0,31.7,15.0,3.2
WC2N 6,290,215.0,74.1,12.0,4.1,43.0,14.8,12.0,4.1
WD17 1,1087,751.0,69.1,40.0,3.7,181.0,16.7,99.0,9.1
WD17 2,3208,2290.0,71.4,136.0,4.2,516.0,16.1,227.0,7.1
WD17 3,3886,2997.0,77.1,110.0,2.8,710.0,18.3,44.0,1.1
WD17 4,7606,5636.0,74.1,265.0,3.5,1348.0,17.7,276.0,3.6
WD18 0,7819,4553.0,58.2,291.0,3.7,2138.0,27.3,744.0,9.5
WD18 6,4984,3082.0,61.8,168.0,3.4,1267.0,25.4,391.0,7.8
WD18 7,10891,6004.0,55.1,427.0,3.9,3586.0,32.9,729.0,6.7
WD18 8,640,459.0,71.7,26.0,4.1,126.0,19.7,20.0,3.1
WD19 4,9844,8274.0,84.1,268.0,2.7,986.0,10.0,265.0,2.7
WD19 5,4861,3883.0,79.9,84.0,1.7,718.0,14.8,122.0,2.5
WD19 6,7094,6198.0,87.4,171.0,2.4,397.0,5.6,305.0,4.3
WD19 7,5576,4925.0,88.3,135.0,2.4,295.0,5.3,193.0,3.5
WD23 1,5754,4933.0,85.7,129.0,2.2,552.0,9.6,67.0,1.2
WD23 2,8118,6717.0,82.7,228.0,2.8,875.0,10.8,231.0,2.8
WD23 3,5457,4680.0,85.8,131.0,2.4,439.0,8.0,162.0,3.0
WD23 4,6311,5447.0,86.3,145.0,2.3,553.0,8.8,116.0,1.8
WD24 4,4148,2981.0,71.9,149.0,3.6,784.0,18.9,186.0,4.5
WD24 5,6759,5270.0,78.0,289.0,4.3,797.0,11.8,359.0,5.3
WD24 6,5170,3096.0,59.9,169.0,3.3,1548.0,29.9,295.0,5.7
WD24 7,5538,4391.0,79.3,127.0,2.3,687.0,12.4,303.0,5.5
WD25 0,8042,6488.0,80.7,292.0,3.6,710.0,8.8,508.0,6.3
WD25 7,8271,6851.0,82.8,255.0,3.1,713.0,8.6,400.0,4.8
WD25 8,1355,1193.0,88.0,26.0,1.9,83.0,6.1,41.0,3.0
WD25 9,10140,8226.0,81.1,332.0,3.3,825.0,8.1,676.0,6.7
WD3  1,4323,3652.0,84.5,87.0,2.0,490.0,11.3,62.0,1.4
WD3  3,11575,10592.0,91.5,211.0,1.8,651.0,5.6,90.0,0.8
WD3  4,3722,2807.0,75.4,108.0,2.9,737.0,19.8,42.0,1.1
WD3  5,7451,6742.0,90.5,150.0,2.0,508.0,6.8,37.0,0.5
WD3  6,1164,1122.0,96.4,12.0,1.0,25.0,2.1,1.0,0.1
WD3  7,3560,3147.0,88.4,90.0,2.5,273.0,7.7,32.0,0.9
WD3  8,6297,5677.0,90.2,153.0,2.4,340.0,5.4,94.0,1.5
WD3  9,2574,2340.0,90.9,76.0,3.0,114.0,4.4,36.0,1.4
WD4  8,7851,7258.0,92.4,215.0,2.7,249.0,3.2,106.0,1.4
WD4  9,3401,3282.0,96.5,60.0,1.8,46.0,1.4,5.0,0.1
WD5  0,11497,10638.0,92.5,233.0,2.0,379.0,3.3,205.0,1.8
WD6  1,7324,5766.0,78.7,209.0,2.9,645.0,8.8,587.0,8.0
WD6  2,8964,7277.0,81.2,245.0,2.7,606.0,6.8,700.0,7.8
WD6  3,5422,4286.0,79.0,134.0,2.5,758.0,14.0,190.0,3.5
WD6  4,8412,6907.0,82.1,260.0,3.1,501.0,6.0,658.0,7.8
WD6  5,7423,6370.0,85.8,220.0,3.0,367.0,4.9,402.0,5.4
WD7  7,2941,2574.0,87.5,61.0,2.1,231.0,7.9,47.0,1.6
WD7  8,5222,4710.0,90.2,124.0,2.4,250.0,4.8,72.0,1.4
WD7  9,4306,3846.0,89.3,130.0,3.0,212.0,4.9,68.0,1.6
WF1  1,1152,973.0,84.5,22.0,1.9,74.0,6.4,61.0,5.3
WF1  2,7092,6790.0,95.7,65.0,0.9,175.0,2.5,47.0,0.7
WF1  3,8823,7246.0,82.1,115.0,1.3,1229.0,13.9,140.0,1.6
WF1  4,10213,8121.0,79.5,184.0,1.8,1461.0,14.3,265.0,2.6
WF1  5,6617,5164.0,78.0,124.0,1.9,1028.0,15.5,221.0,3.3
WF10 1,2527,2470.0,97.7,16.0,0.6,28.0,1.1,10.0,0.4
WF10 2,8967,8813.0,98.3,60.0,0.7,40.0,0.4,41.0,0.5
WF10 3,12553,12354.0,98.4,78.0,0.6,53.0,0.4,53.0,0.4
WF10 4,10919,10660.0,97.6,65.0,0.6,132.0,1.2,52.0,0.5
WF10 5,10491,10199.0,97.2,81.0,0.8,117.0,1.1,75.0,0.7
WF11 0,5997,5896.0,98.3,24.0,0.4,52.0,0.9,16.0,0.3
WF11 8,6439,6293.0,97.7,58.0,0.9,54.0,0.8,18.0,0.3
WF11 9,4548,4458.0,98.0,30.0,0.7,29.0,0.6,30.0,0.7
WF12 0,9577,7947.0,83.0,125.0,1.3,1441.0,15.0,28.0,0.3
WF12 7,8101,7628.0,94.2,114.0,1.4,320.0,4.0,30.0,0.4
WF12 8,6510,6255.0,96.1,93.0,1.4,132.0,2.0,26.0,0.4
WF12 9,9788,2132.0,21.8,97.0,1.0,7473.0,76.3,38.0,0.4
WF13 1,1486,739.0,49.7,37.0,2.5,693.0,46.6,15.0,1.0
WF13 2,6386,3041.0,47.6,163.0,2.6,3104.0,48.6,40.0,0.6
WF13 3,11450,4443.0,38.8,272.0,2.4,6611.0,57.7,61.0,0.5
WF13 4,8140,5445.0,66.9,174.0,2.1,2423.0,29.8,62.0,0.8
WF14 0,7146,6870.0,96.1,117.0,1.6,114.0,1.6,28.0,0.4
WF14 8,3909,3761.0,96.2,54.0,1.4,65.0,1.7,19.0,0.5
WF14 9,8508,8210.0,96.5,125.0,1.5,131.0,1.5,34.0,0.4
WF15 6,5161,4860.0,94.2,50.0,1.0,228.0,4.4,14.0,0.3
WF15 7,7511,7143.0,95.1,85.0,1.1,260.0,3.5,18.0,0.2
WF15 8,5025,4833.0,96.2,71.0,1.4,81.0,1.6,36.0,0.7
WF16 0,4858,3286.0,67.6,86.0,1.8,1450.0,29.8,23.0,0.5
WF16 9,7765,5578.0,71.8,88.0,1.1,2045.0,26.3,36.0,0.5
WF17 0,8058,7245.0,89.9,82.0,1.0,676.0,8.4,34.0,0.4
WF17 5,3378,1318.0,39.0,46.0,1.4,1990.0,58.9,13.0,0.4
WF17 6,7082,3785.0,53.4,115.0,1.6,3149.0,44.5,20.0,0.3
WF17 7,13043,3658.0,28.0,177.0,1.4,9109.0,69.8,48.0,0.4
WF17 8,6354,5636.0,88.7,131.0,2.1,542.0,8.5,20.0,0.3
WF17 9,5804,5604.0,96.6,91.0,1.6,75.0,1.3,24.0,0.4
WF2  0,11326,10677.0,94.3,125.0,1.1,374.0,3.3,106.0,0.9
WF2  6,8118,7710.0,95.0,72.0,0.9,274.0,3.4,32.0,0.4
WF2  7,8093,7626.0,94.2,108.0,1.3,177.0,2.2,147.0,1.8
WF2  8,13722,12607.0,91.9,221.0,1.6,521.0,3.8,312.0,2.3
WF2  9,9764,8554.0,87.6,133.0,1.4,836.0,8.6,189.0,1.9
WF3  1,11377,10892.0,95.7,132.0,1.2,261.0,2.3,42.0,0.4
WF3  2,5161,4975.0,96.4,62.0,1.2,81.0,1.6,32.0,0.6
WF3  3,8734,8441.0,96.6,92.0,1.1,109.0,1.2,71.0,0.8
WF3  4,7322,7034.0,96.1,96.0,1.3,140.0,1.9,37.0,0.5
WF4  1,8746,8605.0,98.4,60.0,0.7,53.0,0.6,23.0,0.3
WF4  2,6497,6361.0,97.9,69.0,1.1,46.0,0.7,18.0,0.3
WF4  3,9232,9013.0,97.6,56.0,0.6,100.0,1.1,56.0,0.6
WF4  4,8916,8684.0,97.4,90.0,1.0,91.0,1.0,36.0,0.4
WF4  5,5122,4999.0,97.6,48.0,0.9,51.0,1.0,15.0,0.3
WF4  6,4795,4648.0,96.9,54.0,1.1,52.0,1.1,23.0,0.5
WF5  0,8703,8553.0,98.3,66.0,0.8,44.0,0.5,22.0,0.3
WF5  8,6062,5939.0,98.0,51.0,0.8,44.0,0.7,15.0,0.2
WF5  9,6466,6258.0,96.8,65.0,1.0,92.0,1.4,42.0,0.6
WF6  1,11465,11107.0,96.9,84.0,0.7,200.0,1.7,60.0,0.5
WF6  2,9852,9653.0,98.0,62.0,0.6,99.0,1.0,28.0,0.3
WF7  5,6880,6759.0,98.2,27.0,0.4,68.0,1.0,13.0,0.2
WF7  6,6403,6287.0,98.2,37.0,0.6,56.0,0.9,16.0,0.2
WF7  7,6902,6721.0,97.4,58.0,0.8,91.0,1.3,23.0,0.3
WF8  1,4512,4340.0,96.2,33.0,0.7,70.0,1.6,53.0,1.2
WF8  2,14548,14126.0,97.1,112.0,0.8,225.0,1.5,65.0,0.4
WF8  3,5944,5836.0,98.2,33.0,0.6,43.0,0.7,28.0,0.5
WF8  4,7372,7194.0,97.6,48.0,0.7,89.0,1.2,34.0,0.5
WF9  1,6813,6733.0,98.8,33.0,0.5,28.0,0.4,14.0,0.2
WF9  2,10366,10196.0,98.4,74.0,0.7,50.0,0.5,35.0,0.3
WF9  3,8533,8439.0,98.9,45.0,0.5,24.0,0.3,19.0,0.2
WF9  4,8985,8835.0,98.3,68.0,0.8,56.0,0.6,25.0,0.3
WF9  5,4548,4445.0,97.7,34.0,0.7,37.0,0.8,27.0,0.6
WN1  1,436,392.0,89.9,12.0,2.8,17.0,3.9,4.0,0.9
WN1  2,9764,9279.0,95.0,114.0,1.2,272.0,2.8,70.0,0.7
WN1  3,9839,9518.0,96.7,102.0,1.0,96.0,1.0,76.0,0.8
WN2  1,8437,8293.0,98.3,51.0,0.6,66.0,0.8,14.0,0.2
WN2  2,8153,7937.0,97.4,69.0,0.8,85.0,1.0,59.0,0.7
WN2  3,9336,9098.0,97.5,89.0,1.0,78.0,0.8,43.0,0.5
