postcode sector,EUpassport2011,%
E14  5,109.0,16.8
E14  6,904.0,7.4
E14  7,935.0,7.3
E14  8,1478.0,11.9
E14  9,2278.0,15.7
E15  1,2616.0,18.8
E15  2,1866.0,17.0
E15  3,2095.0,14.5
E15  4,2477.0,20.1
E16  1,1723.0,14.4
E16  2,1555.0,15.9
E16  3,2596.0,18.5
E16  4,1604.0,16.8
E17  3,1501.0,11.9
E17  4,2217.0,13.5
E17  5,1977.0,11.6
E17  6,2806.0,16.5
E17  7,1792.0,16.0
E17  8,2353.0,15.0
E17  9,1745.0,13.3
E18  1,475.0,6.0
E18  2,688.0,5.8
E1W  1,403.0,16.1
E1W  2,655.0,15.6
E1W  3,638.0,11.2
E2   0,1035.0,9.2
E2   6,900.0,9.6
E2   7,924.0,10.1
E2   8,839.0,11.1
E2   9,716.0,8.4
E3   2,1192.0,8.5
E3   3,693.0,6.5
E3   4,1093.0,7.2
E3   5,815.0,6.5
E4   6,687.0,4.1
E4   7,413.0,3.5
E4   8,785.0,5.4
E4   9,865.0,5.0
E5   0,1725.0,10.0
E5   8,1476.0,9.2
E5   9,1750.0,11.6
E6   1,1124.0,6.7
E6   2,1765.0,9.8
E6   3,2374.0,11.3
E6   5,2482.0,22.4
E6   6,1612.0,13.6
E7   0,1733.0,11.7
E7   8,1513.0,7.2
E7   9,2340.0,12.8
E8   1,777.0,9.3
E8   2,1013.0,10.1
E8   3,1041.0,10.0
E8   4,1020.0,9.8
E9   5,917.0,7.2
E9   6,986.0,8.5
E9   7,1037.0,7.7
EC1A 4,27.0,18.9
EC1A 7,77.0,19.6
EC1A 9,57.0,15.9
EC1M 3,69.0,16.1
EC1M 5,194.0,17.6
EC1M 6,104.0,13.8
EC1M 7,30.0,16.0
EC1N 7,232.0,11.5
EC1N 8,104.0,16.3
EC1R 0,112.0,9.1
EC1R 1,131.0,10.6
EC1R 3,20.0,6.7
EC1R 4,194.0,13.6
EC1R 5,110.0,15.7
EC1V 0,182.0,8.6
EC1V 1,20.0,9.0
EC1V 2,12.0,9.9
EC1V 3,414.0,13.0
EC1V 4,163.0,12.1
EC1V 7,296.0,12.7
EC1V 8,193.0,11.3
EC1V 9,207.0,11.9
EC1Y 0,84.0,6.9
EC1Y 2,38.0,18.6
EC1Y 4,36.0,11.1
EC1Y 8,186.0,9.2
EC2A 3,119.0,24.6
EC2A 4,151.0,20.2
EC2Y 8,314.0,9.7
EC3R 8,47.0,20.7
EC4A 1,28.0,18.5
EC4V 3,61.0,19.1
EC4V 5,33.0,12.0
EC4Y 7,19.0,5.9
EN1  1,867.0,7.1
EN1  2,341.0,4.8
EN1  3,711.0,5.8
EN1  4,750.0,5.6
EN10 6,364.0,3.3
EN10 7,149.0,2.4
EN11 0,438.0,6.8
EN11 8,429.0,6.5
EN11 9,455.0,5.5
EN2  0,419.0,4.4
EN2  6,268.0,6.3
EN2  7,348.0,4.8
EN2  8,299.0,4.2
EN2  9,46.0,2.9
EN3  4,871.0,7.4
EN3  5,1172.0,7.3
EN3  6,1282.0,6.6
EN3  7,663.0,6.7
EN4  0,264.0,5.0
EN4  8,655.0,5.3
EN4  9,453.0,5.6
EN5  1,435.0,6.4
EN5  2,765.0,5.6
EN5  3,147.0,4.2
EN5  4,286.0,5.1
EN5  5,548.0,6.5
EN6  1,211.0,3.3
EN6  2,219.0,3.2
EN6  3,142.0,2.6
EN6  4,100.0,1.9
EN6  5,152.0,3.0
EN7  5,212.0,2.8
EN7  6,365.0,2.5
EN8  0,344.0,3.6
EN8  7,811.0,11.7
EN8  8,875.0,7.8
EN8  9,359.0,4.4
EN9  1,209.0,2.7
EN9  2,98.0,2.0
EN9  3,250.0,2.3
EX1  1,96.0,5.6
EX1  2,389.0,4.2
EX1  3,127.0,1.2
EX10 0,38.0,0.8
EX10 8,139.0,4.1
EX10 9,72.0,0.8
EX11 1,68.0,0.9
EX12 2,101.0,1.4
EX12 3,19.0,1.0
EX12 4,6.0,1.2
EX13 5,67.0,1.0
EX13 7,11.0,0.3
EX13 8,0.0,0.0
EX14 1,50.0,0.8
EX14 2,30.0,0.5
EX14 3,30.0,0.8
EX14 4,17.0,0.7
EX14 9,25.0,0.8
EX15 1,276.0,3.1
EX15 2,75.0,1.3
EX15 3,74.0,1.1
EX16 4,59.0,1.0
EX16 5,53.0,1.1
EX16 6,345.0,3.6
EX16 7,35.0,0.8
EX16 8,33.0,0.8
EX16 9,15.0,0.4
EX17 1,34.0,1.6
EX17 2,48.0,2.2
EX17 3,95.0,2.2
EX17 4,40.0,1.2
EX17 5,44.0,1.3
EX17 6,30.0,0.7
EX18 7,28.0,0.9
EX19 8,15.0,0.4
EX2  4,237.0,3.8
EX2  5,229.0,2.6
EX2  6,130.0,2.4
EX2  7,86.0,1.7
EX2  8,275.0,3.5
EX2  9,145.0,2.0
EX20 1,169.0,2.1
EX20 2,27.0,0.6
EX20 3,29.0,0.7
EX20 4,44.0,1.4
EX21 5,15.0,0.3
EX22 6,30.0,0.5
EX22 7,51.0,1.1
EX23 0,22.0,0.6
EX23 8,46.0,0.6
EX23 9,26.0,0.5
EX24 6,30.0,0.8
EX3  0,61.0,1.2
EX31 1,67.0,1.9
EX31 2,72.0,1.1
EX31 3,50.0,0.6
EX31 4,82.0,1.1
EX32 0,25.0,0.5
EX32 7,136.0,2.0
EX32 8,106.0,1.7
EX32 9,118.0,2.3
EX33 1,41.0,0.8
EX33 2,29.0,0.6
EX34 0,17.0,0.6
EX34 7,60.0,3.7
EX34 8,76.0,1.2
EX34 9,71.0,1.1
EX35 6,32.0,1.9
EX36 3,37.0,0.9
EX36 4,42.0,0.9
EX37 9,30.0,0.9
EX38 7,24.0,0.5
EX38 8,35.0,1.0
EX39 1,75.0,0.8
EX39 2,43.0,1.1
EX39 3,87.0,1.0
EX39 4,42.0,0.6
EX39 5,52.0,0.8
EX39 6,21.0,1.1
EX4  0,2.0,0.7
EX4  1,228.0,2.5
EX4  2,239.0,3.1
EX4  3,218.0,10.1
EX4  4,459.0,5.1
EX4  5,105.0,3.5
EX4  6,399.0,4.9
EX4  7,210.0,4.0
EX4  8,64.0,1.0
EX4  9,65.0,1.7
EX5  1,48.0,1.4
EX5  2,52.0,1.1
EX5  3,13.0,0.6
EX5  4,48.0,0.9
EX5  5,16.0,0.6
EX6  6,22.0,0.8
EX6  7,31.0,0.8
EX6  8,54.0,0.8
EX7  0,45.0,0.8
EX7  9,65.0,1.0
EX8  1,219.0,3.1
EX8  2,102.0,1.3
EX8  3,38.0,0.7
EX8  4,84.0,0.9
EX8  5,47.0,0.6
EX9  6,40.0,0.8
EX9  7,11.0,0.7
FY1  1,14.0,4.8
FY1  2,304.0,3.9
FY1  3,128.0,2.9
FY1  4,296.0,4.5
FY1  5,207.0,3.4
FY1  6,197.0,2.3
FY2  0,142.0,1.0
FY2  9,173.0,1.7
FY3  0,13.0,0.7
FY3  7,105.0,1.0
FY3  8,183.0,1.9
FY3  9,155.0,1.6
FY4  1,240.0,2.8
FY4  2,81.0,1.0
FY4  3,129.0,1.2
FY4  4,115.0,1.0
FY4  5,57.0,1.1
FY5  1,48.0,0.6
FY5  2,62.0,0.5
FY5  3,61.0,0.5
FY5  4,51.0,0.6
FY5  5,20.0,0.4
FY6  0,19.0,0.3
FY6  7,92.0,0.7
FY6  8,36.0,0.7
FY6  9,7.0,0.3
FY7  6,120.0,1.8
FY7  7,30.0,0.3
FY7  8,104.0,1.0
FY8  1,173.0,1.9
FY8  2,114.0,1.3
FY8  3,73.0,0.7
FY8  4,121.0,1.2
FY8  5,95.0,1.6
GL1  1,274.0,14.3
GL1  2,195.0,5.1
GL1  3,294.0,5.0
GL1  4,971.0,8.1
GL1  5,477.0,4.5
GL10 2,118.0,1.7
GL10 3,55.0,0.8
GL11 4,147.0,2.4
GL11 5,68.0,0.8
GL11 6,22.0,0.6
GL12 7,77.0,1.2
GL12 8,75.0,0.9
GL13 9,41.0,0.7
GL14 1,52.0,1.4
GL14 2,65.0,0.8
GL14 3,24.0,0.6
GL15 4,26.0,0.5
GL15 5,63.0,0.7
GL15 6,28.0,0.4
GL16 7,22.0,0.3
GL16 8,35.0,0.6
GL17 0,22.0,0.5
GL17 9,41.0,0.6
GL18 1,168.0,2.8
GL18 2,18.0,1.2
GL19 3,63.0,0.9
GL19 4,45.0,1.4
GL2  0,93.0,0.8
GL2  2,211.0,4.2
GL2  3,6.0,1.2
GL2  4,418.0,2.7
GL2  5,100.0,2.7
GL2  7,29.0,0.6
GL2  8,21.0,0.6
GL2  9,86.0,1.3
GL20 5,164.0,2.3
GL20 6,38.0,1.3
GL20 7,118.0,1.6
GL20 8,189.0,1.7
GL3  1,258.0,4.3
GL3  2,74.0,1.0
GL3  3,105.0,1.2
GL3  4,227.0,2.6
GL4  0,177.0,1.4
GL4  3,33.0,1.0
GL4  4,200.0,1.9
GL4  5,104.0,1.2
GL4  6,283.0,2.7
GL4  8,12.0,0.5
GL5  1,220.0,2.8
GL5  2,95.0,2.1
GL5  3,60.0,1.4
GL5  4,165.0,1.6
GL5  5,54.0,1.5
GL50 1,81.0,8.0
GL50 2,223.0,2.7
GL50 3,352.0,8.3
GL50 4,522.0,5.8
GL51 0,450.0,3.8
GL51 3,182.0,1.8
GL51 4,35.0,1.5
GL51 6,159.0,2.0
GL51 7,288.0,4.4
GL51 8,316.0,4.6
GL51 9,387.0,6.8
GL52 2,277.0,6.0
GL52 3,89.0,1.6
GL52 5,210.0,2.4
GL52 6,333.0,3.5
GL52 7,13.0,0.8
GL52 8,132.0,1.4
GL52 9,38.0,1.0
GL53 0,34.0,0.8
GL53 7,204.0,3.3
GL53 8,88.0,1.6
GL53 9,55.0,1.3
GL54 1,63.0,2.1
GL54 2,175.0,3.2
GL54 3,59.0,1.6
GL54 4,34.0,1.2
GL54 5,91.0,1.3
GL55 6,99.0,1.8
GL56 0,96.0,1.9
GL56 9,44.0,1.4
GL6  0,140.0,2.2
GL6  6,60.0,1.5
GL6  7,53.0,1.4
GL6  8,49.0,0.7
GL6  9,35.0,0.9
GL7  1,197.0,1.4
GL7  2,61.0,1.2
GL7  3,57.0,1.2
GL7  4,49.0,1.1
GL7  5,105.0,1.4
GL7  6,84.0,1.7
GL7  7,36.0,1.6
GL8  8,160.0,1.9
GL9  1,23.0,0.9
GU1  1,614.0,5.8
GU1  2,443.0,5.0
GU1  3,359.0,7.7
GU1  4,619.0,12.4
GU10 1,85.0,1.9
GU10 2,78.0,2.7
GU10 3,100.0,2.3
GU10 4,133.0,2.0
GU10 5,67.0,1.8
GU11 1,235.0,3.7
GU11 2,60.0,1.3
GU11 3,342.0,2.8
GU12 4,418.0,2.9
GU12 5,184.0,2.4
GU12 6,168.0,1.8
GU14 0,187.0,2.3
GU14 6,268.0,2.8
GU14 7,155.0,2.5
GU14 8,375.0,2.3
GU14 9,362.0,2.4
GU15 1,246.0,2.5
GU15 2,303.0,3.2
GU15 3,276.0,4.1
GU15 4,274.0,3.2
GU16 6,146.0,1.4
GU16 7,63.0,3.0
GU16 8,179.0,2.3
GU16 9,80.0,2.1
GU17 0,145.0,2.0
GU17 9,86.0,2.2
GU18 5,149.0,2.2
GU19 5,203.0,3.6
GU2  4,171.0,6.1
GU2  7,976.0,9.0
GU2  8,461.0,5.6
GU2  9,542.0,4.4
GU20 6,125.0,2.8
GU21 2,408.0,3.5
GU21 3,586.0,5.3
GU21 4,414.0,4.2
GU21 5,631.0,7.4
GU21 6,319.0,13.8
GU21 7,99.0,4.8
GU21 8,141.0,3.4
GU22 0,456.0,6.5
GU22 7,865.0,9.8
GU22 8,585.0,6.1
GU22 9,371.0,4.7
GU23 6,75.0,2.0
GU23 7,102.0,3.4
GU24 0,91.0,1.8
GU24 8,124.0,2.9
GU24 9,168.0,1.9
GU25 4,390.0,7.2
GU26 6,256.0,3.4
GU27 1,163.0,2.4
GU27 2,114.0,2.3
GU27 3,120.0,2.0
GU28 0,113.0,3.0
GU28 9,37.0,1.3
GU29 0,37.0,1.2
GU29 9,144.0,2.4
GU3  1,62.0,2.5
GU3  2,55.0,2.3
GU3  3,155.0,2.5
GU30 7,209.0,2.3
GU31 4,141.0,1.8
GU31 5,57.0,1.6
GU32 1,38.0,1.1
GU32 2,96.0,2.5
GU32 3,104.0,2.2
GU33 6,29.0,1.5
GU33 7,110.0,1.7
GU34 1,134.0,2.1
GU34 2,218.0,2.1
GU34 3,26.0,1.0
GU34 4,62.0,1.6
GU34 5,82.0,1.2
GU35 0,303.0,2.7
GU35 8,86.0,1.5
GU35 9,146.0,2.3
GU4  7,378.0,3.5
GU4  8,149.0,2.9
GU46 6,180.0,1.6
GU46 7,55.0,1.6
GU47 0,194.0,1.8
GU47 8,70.0,1.6
GU47 9,72.0,1.9
GU5  0,161.0,2.3
GU5  9,102.0,2.4
GU51 1,225.0,4.3
GU51 2,77.0,3.0
GU51 3,260.0,3.0
GU51 4,90.0,2.2
GU51 5,66.0,2.0
GU52 0,65.0,2.6
GU52 6,125.0,1.7
GU52 7,22.0,0.7
GU52 8,40.0,1.5
GU6  7,117.0,1.4
GU6  8,158.0,2.6
GU7  1,237.0,3.1
GU7  2,241.0,3.4
GU7  3,202.0,2.5
GU8  4,173.0,3.0
GU8  5,228.0,2.8
GU8  6,60.0,1.6
GU9  0,206.0,2.8
GU9  7,184.0,3.6
GU9  8,250.0,2.6
GU9  9,166.0,2.2
HA0  1,1690.0,17.1
HA0  2,1429.0,10.7
HA0  3,1124.0,9.7
HA0  4,1558.0,11.5
HA1  1,819.0,10.7
HA1  2,800.0,10.9
HA1  3,892.0,8.3
HA1  4,1288.0,9.5
HA2  0,930.0,8.6
HA2  6,484.0,5.8
HA2  7,500.0,6.5
HA2  8,1379.0,10.3
HA2  9,1398.0,9.3
HA3  0,959.0,8.7
HA3  5,888.0,8.5
HA3  6,506.0,5.7
HA3  7,1118.0,9.4
HA3  8,851.0,7.2
HA3  9,1712.0,11.2
HA4  0,422.0,4.4
HA4  6,545.0,4.9
HA4  7,334.0,3.3
HA4  8,310.0,3.7
HA4  9,341.0,3.1
HA5  1,424.0,4.5
HA5  2,314.0,3.6
HA5  3,536.0,5.1
HA5  4,373.0,4.3
HA5  5,388.0,5.0
HA6  1,554.0,6.5
HA6  2,372.0,4.7
HA6  3,191.0,3.5
HA7  1,902.0,11.1
HA7  2,937.0,7.7
HA7  3,385.0,4.6
HA7  4,483.0,5.6
HA8  0,1486.0,12.7
HA8  5,1837.0,14.9
HA8  6,1494.0,13.1
HA8  7,527.0,11.3
HA8  8,1094.0,7.5
HA8  9,1193.0,10.3
HA9  0,365.0,13.8
HA9  6,1397.0,13.0
HA9  7,1193.0,13.1
HA9  8,2079.0,15.8
HA9  9,1702.0,13.9
HD1  1,20.0,8.3
HD1  3,380.0,4.6
HD1  4,287.0,3.4
HD1  5,211.0,7.4
HD1  6,177.0,5.8
HD2  1,470.0,3.0
HD2  2,344.0,2.5
HD3  3,153.0,1.0
HD3  4,164.0,1.2
HD4  5,240.0,2.0
HD4  6,307.0,2.8
HD4  7,54.0,0.7
HD5  0,23.0,0.4
HD5  8,237.0,1.7
HD5  9,147.0,1.2
HD6  1,41.0,1.6
HD6  2,36.0,0.5
HD6  3,57.0,0.5
HD6  4,35.0,0.7
HD7  4,29.0,0.3
HD7  5,56.0,0.6
HD7  6,18.0,0.4
HD8  0,97.0,0.8
HD8  8,42.0,0.3
HD8  9,49.0,0.5
HD9  1,41.0,0.6
HD9  2,16.0,0.4
HD9  3,17.0,0.4
HD9  4,21.0,0.5
HD9  5,24.0,0.5
HD9  6,21.0,0.3
HD9  7,34.0,0.7
HG1  1,130.0,11.1
HG1  2,324.0,4.3
HG1  3,134.0,1.8
HG1  4,362.0,3.0
HG1  5,503.0,8.7
HG2  0,193.0,2.4
HG2  7,288.0,2.6
HG2  8,152.0,1.8
HG2  9,91.0,1.6
HG3  1,41.0,0.8
HG3  2,215.0,1.9
HG3  3,52.0,1.2
HG3  4,25.0,1.1
HG3  5,54.0,1.6
HG4  1,346.0,4.3
HG4  2,184.0,2.1
HG4  3,23.0,0.6
HG4  4,42.0,1.7
HG4  5,32.0,1.3
HG5  0,96.0,1.1
HG5  8,40.0,0.8
HG5  9,37.0,0.9
HP1  1,162.0,2.1
HP1  2,163.0,1.9
HP1  3,156.0,1.9
HP10 0,108.0,2.1
HP10 8,75.0,1.3
HP10 9,180.0,2.2
HP11 1,280.0,3.6
HP11 2,409.0,7.1
HP12 3,940.0,7.6
HP12 4,360.0,3.4
HP13 5,537.0,3.8
HP13 6,567.0,5.0
HP13 7,722.0,4.1
HP14 3,139.0,1.5
HP14 4,97.0,1.2
HP15 6,84.0,1.0
HP15 7,110.0,1.2
HP16 0,119.0,1.7
HP16 9,93.0,1.9
HP17 0,9.0,0.8
HP17 8,139.0,1.7
HP17 9,8.0,0.9
HP18 0,108.0,1.7
HP18 9,86.0,1.2
HP19 0,107.0,4.6
HP19 7,251.0,3.6
HP19 8,124.0,3.5
HP19 9,538.0,4.9
HP2  4,286.0,2.6
HP2  5,399.0,3.2
HP2  6,306.0,3.9
HP2  7,234.0,3.3
HP20 1,359.0,4.5
HP20 2,367.0,5.3
HP21 7,284.0,2.9
HP21 8,476.0,3.6
HP21 9,349.0,3.3
HP22 4,53.0,1.0
HP22 5,190.0,1.4
HP22 6,76.0,1.2
HP23 4,69.0,1.1
HP23 5,176.0,2.2
HP23 6,44.0,1.3
HP27 0,99.0,1.5
HP27 9,74.0,1.3
HP3  0,157.0,1.9
HP3  8,158.0,1.6
HP3  9,375.0,2.7
HP4  1,160.0,2.3
HP4  2,141.0,1.9
HP4  3,199.0,2.1
HP5  1,140.0,2.1
HP5  2,290.0,2.5
HP5  3,206.0,2.8
HP6  5,185.0,3.2
HP6  6,264.0,3.2
HP7  0,114.0,2.7
HP7  9,259.0,4.0
HP8  4,168.0,2.5
HP9  1,320.0,3.5
HP9  2,267.0,3.3
HR1  1,332.0,2.4
HR1  2,338.0,6.4
HR1  3,309.0,4.9
HR1  4,112.0,1.8
HR2  0,55.0,1.3
HR2  6,338.0,4.0
HR2  7,803.0,5.2
HR2  8,170.0,3.4
HR2  9,67.0,1.1
HR3  5,44.0,0.9
HR3  6,35.0,1.2
HR4  0,475.0,4.4
HR4  7,79.0,1.4
HR4  8,80.0,1.3
HR4  9,623.0,8.1
HR5  3,84.0,1.8
HR6  0,95.0,2.1
HR6  8,411.0,3.9
HR6  9,80.0,1.5
HR7  4,175.0,2.4
HR8  1,126.0,2.9
HR8  2,343.0,3.6
HR9  5,163.0,2.3
HR9  6,66.0,1.4
HR9  7,289.0,3.1
HU1  1,57.0,6.3
HU1  2,207.0,9.5
HU1  3,27.0,13.2
HU10 6,66.0,0.6
HU10 7,63.0,0.8
HU11 4,24.0,0.3
HU11 5,14.0,0.4
HU12 0,34.0,0.6
HU12 8,69.0,0.6
HU12 9,40.0,0.4
HU13 0,80.0,1.1
HU13 9,67.0,0.9
HU14 3,66.0,0.8
HU15 1,114.0,0.9
HU15 2,62.0,0.6
HU16 4,67.0,1.0
HU16 5,85.0,0.9
HU17 0,99.0,1.0
HU17 5,11.0,0.4
HU17 7,67.0,0.8
HU17 8,92.0,0.8
HU17 9,83.0,0.8
HU18 1,46.0,0.5
HU19 2,42.0,0.6
HU2  0,53.0,4.9
HU2  8,135.0,8.3
HU2  9,116.0,8.9
HU20 3,7.0,0.7
HU3  1,879.0,13.5
HU3  2,552.0,10.0
HU3  3,660.0,14.9
HU3  5,169.0,6.4
HU3  6,569.0,6.9
HU4  6,218.0,1.7
HU4  7,69.0,0.6
HU5  1,1095.0,19.4
HU5  2,1059.0,11.4
HU5  3,603.0,6.0
HU5  4,53.0,0.6
HU5  5,129.0,0.8
HU6  0,3.0,0.6
HU6  7,483.0,4.0
HU6  8,346.0,3.6
HU6  9,328.0,2.7
HU7  0,14.0,0.7
HU7  3,74.0,1.1
HU7  4,188.0,0.8
HU7  5,71.0,1.4
HU7  6,33.0,0.7
HU8  0,35.0,0.4
HU8  7,66.0,3.1
HU8  8,123.0,1.4
HU8  9,82.0,0.6
HU9  1,211.0,4.7
HU9  2,222.0,3.8
HU9  3,195.0,1.9
HU9  4,155.0,1.2
HU9  5,183.0,2.1
HX1  1,36.0,7.4
HX1  2,148.0,3.5
HX1  3,221.0,3.0
HX1  4,459.0,6.2
HX1  5,256.0,5.7
HX2  0,231.0,2.6
HX2  6,39.0,0.8
HX2  7,54.0,0.9
HX2  8,151.0,2.1
HX2  9,53.0,0.6
HX3  0,66.0,0.9
HX3  5,208.0,2.6
HX3  6,189.0,3.0
HX3  7,35.0,0.4
HX3  8,52.0,0.7
HX3  9,89.0,1.3
HX4  0,13.0,0.8
HX4  8,27.0,0.4
HX4  9,15.0,0.4
HX5  0,51.0,0.9
HX5  9,57.0,1.3
HX6  1,28.0,0.7
HX6  2,51.0,0.8
HX6  3,26.0,0.8
HX6  4,38.0,0.7
HX7  5,25.0,0.5
HX7  6,21.0,0.9
HX7  7,17.0,0.7
HX7  8,47.0,1.2
IG1  1,972.0,6.9
IG1  2,1494.0,7.4
IG1  3,1156.0,6.7
IG1  4,869.0,6.7
IG10 1,149.0,2.2
IG10 2,289.0,3.1
IG10 3,341.0,3.2
IG10 4,97.0,2.0
IG11 0,886.0,9.2
IG11 7,1993.0,12.5
IG11 8,907.0,11.1
IG11 9,1566.0,8.0
IG2  6,896.0,6.2
IG2  7,1220.0,8.4
IG3  8,1383.0,7.9
IG3  9,1145.0,6.1
IG4  5,431.0,4.8
IG5  0,659.0,3.9
IG6  1,499.0,6.0
IG6  2,706.0,6.0
IG6  3,403.0,6.0
IG7  4,493.0,6.7
IG7  5,373.0,4.4
IG7  6,143.0,3.2
IG8  0,331.0,3.9
IG8  7,684.0,7.3
IG8  8,354.0,4.3
IG8  9,366.0,3.9
IG9  5,182.0,2.4
IG9  6,165.0,3.1
IP1  1,83.0,15.1
IP1  2,1042.0,18.9
IP1  3,270.0,8.0
IP1  4,559.0,6.5
IP1  5,329.0,3.6
IP1  6,182.0,1.5
IP10 0,29.0,0.9
IP11 0,80.0,1.5
IP11 2,259.0,2.9
IP11 7,125.0,1.9
IP11 9,82.0,0.9
IP12 1,80.0,1.2
IP12 2,66.0,1.2
IP12 3,64.0,1.3
IP12 4,77.0,1.0
IP13 0,27.0,0.7
IP13 6,42.0,0.9
IP13 7,34.0,1.1
IP13 8,17.0,0.8
IP13 9,58.0,1.4
IP14 1,150.0,1.6
IP14 2,62.0,0.9
IP14 3,41.0,0.9
IP14 4,40.0,0.7
IP14 5,129.0,1.5
IP14 6,28.0,0.7
IP15 5,34.0,1.4
IP16 4,94.0,1.4
IP17 1,118.0,1.8
IP17 2,26.0,1.1
IP17 3,3.0,0.2
IP18 6,51.0,1.3
IP19 0,19.0,0.8
IP19 8,34.0,0.6
IP19 9,22.0,1.1
IP2  0,324.0,3.4
IP2  8,624.0,8.4
IP2  9,395.0,2.8
IP20 0,12.0,0.5
IP20 9,43.0,0.8
IP21 4,45.0,0.7
IP21 5,26.0,0.5
IP22 1,56.0,1.0
IP22 2,39.0,0.7
IP22 4,307.0,3.7
IP22 5,28.0,1.0
IP23 7,42.0,1.0
IP23 8,20.0,0.7
IP24 1,1212.0,12.3
IP24 2,1147.0,11.6
IP24 3,877.0,10.9
IP25 6,578.0,5.0
IP25 7,43.0,0.7
IP26 4,49.0,0.9
IP26 5,37.0,1.1
IP27 0,663.0,5.9
IP27 9,82.0,1.1
IP28 6,76.0,1.4
IP28 7,224.0,2.5
IP28 8,178.0,1.8
IP29 4,47.0,1.1
IP29 5,65.0,1.4
IP3  0,391.0,3.7
IP3  8,460.0,3.9
IP3  9,367.0,3.0
IP30 0,31.0,0.7
IP30 9,94.0,1.0
IP31 1,70.0,1.1
IP31 2,84.0,1.1
IP31 3,61.0,0.9
IP32 6,323.0,3.7
IP32 7,295.0,3.6
IP33 1,215.0,4.8
IP33 2,196.0,2.1
IP33 3,353.0,3.4
IP4  1,246.0,7.2
IP4  2,533.0,6.8
IP4  3,66.0,1.3
IP4  4,225.0,2.9
IP4  5,239.0,2.0
IP5  1,39.0,0.7
IP5  2,165.0,1.6
IP5  3,44.0,1.2
IP6  0,28.0,0.5
IP6  8,44.0,0.7
IP6  9,29.0,0.7
IP7  5,53.0,0.8
IP7  6,53.0,1.1
IP7  7,70.0,1.3
IP8  3,62.0,0.9
IP8  4,31.0,0.7
IP9  1,30.0,0.7
IP9  2,60.0,0.8
KT1  1,167.0,16.6
KT1  2,758.0,9.2
KT1  3,1109.0,9.5
KT1  4,216.0,7.0
KT10 0,301.0,3.1
KT10 8,284.0,4.5
KT10 9,274.0,5.5
KT11 1,127.0,4.1
KT11 2,595.0,6.5
KT11 3,148.0,5.5
KT12 1,310.0,7.2
KT12 2,630.0,5.4
KT12 3,400.0,5.0
KT12 4,228.0,4.1
KT12 5,308.0,4.3
KT13 0,409.0,6.2
KT13 8,374.0,5.2
KT13 9,424.0,5.6
KT14 6,246.0,4.4
KT14 7,300.0,3.9
KT15 1,369.0,3.8
KT15 2,368.0,4.5
KT15 3,274.0,2.9
KT16 0,231.0,4.1
KT16 8,237.0,4.0
KT16 9,319.0,4.7
KT17 1,201.0,3.7
KT17 2,216.0,2.8
KT17 3,77.0,1.9
KT17 4,259.0,4.2
KT18 5,223.0,2.8
KT18 6,49.0,2.3
KT18 7,282.0,3.8
KT19 0,257.0,2.9
KT19 7,93.0,5.0
KT19 8,548.0,6.9
KT19 9,736.0,4.8
KT2  5,1265.0,8.8
KT2  6,674.0,8.3
KT2  7,902.0,11.3
KT20 5,223.0,2.2
KT20 6,122.0,2.1
KT20 7,83.0,1.8
KT21 1,111.0,1.9
KT21 2,163.0,2.1
KT22 0,187.0,4.8
KT22 7,311.0,4.8
KT22 8,160.0,3.4
KT22 9,162.0,1.8
KT23 3,89.0,1.7
KT23 4,112.0,2.0
KT24 5,95.0,1.8
KT24 6,124.0,2.9
KT3  3,1079.0,8.5
KT3  4,337.0,6.9
KT3  5,690.0,6.8
KT3  6,829.0,7.6
KT4  7,367.0,3.5
KT4  8,788.0,4.3
KT5  8,807.0,7.5
KT5  9,632.0,6.6
KT6  4,595.0,9.5
KT6  5,499.0,6.3
KT6  6,519.0,7.7
KT6  7,746.0,7.1
KT7  0,376.0,3.6
KT8  0,151.0,5.8
KT8  1,247.0,4.5
KT8  2,319.0,4.4
KT8  9,214.0,5.0
KT9  1,491.0,5.2
KT9  2,509.0,4.3
L1   0,7.0,4.9
L1   1,34.0,10.1
L1   2,9.0,5.6
L1   3,17.0,8.0
L1   4,82.0,7.3
L1   5,143.0,6.1
L1   6,59.0,14.7
L1   7,21.0,2.4
L1   8,87.0,11.7
L1   9,24.0,3.3
L10  0,2.0,0.4
L10  1,2.0,0.1
L10  2,1.0,0.1
L10  3,6.0,0.5
L10  4,22.0,0.7
L10  6,3.0,0.2
L10  7,19.0,0.9
L10  8,4.0,0.2
L10  9,0.0,0.0
L11  0,15.0,0.9
L11  1,18.0,0.8
L11  2,122.0,2.9
L11  3,113.0,2.6
L11  4,57.0,2.0
L11  5,10.0,0.6
L11  6,16.0,1.4
L11  7,19.0,0.6
L11  8,6.0,0.3
L11  9,50.0,2.6
L12  0,94.0,1.0
L12  1,7.0,0.6
L12  2,9.0,0.8
L12  3,9.0,0.9
L12  4,30.0,1.0
L12  5,22.0,0.5
L12  6,21.0,0.9
L12  7,12.0,0.6
L12  8,14.0,0.6
L12  9,30.0,0.6
L13  0,9.0,0.6
L13  1,22.0,1.4
L13  2,59.0,1.8
L13  3,26.0,0.8
L13  4,12.0,0.4
L13  5,23.0,0.6
L13  6,25.0,0.7
L13  7,78.0,2.0
L13  8,55.0,1.7
L13  9,37.0,1.1
L14  0,43.0,1.0
