postcode sector,EUpassport2011,%
SO20 6,67.0,1.5
SO20 8,57.0,1.5
SO21 1,113.0,1.6
SO21 2,128.0,2.1
SO21 3,91.0,1.5
SO22 4,231.0,2.0
SO22 5,158.0,2.0
SO22 6,215.0,2.4
SO23 0,194.0,3.5
SO23 7,233.0,2.5
SO23 8,131.0,4.8
SO23 9,175.0,3.5
SO24 0,71.0,1.7
SO24 9,130.0,1.8
SO30 0,57.0,0.9
SO30 2,179.0,1.3
SO30 3,72.0,1.2
SO30 4,65.0,1.1
SO31 1,18.0,1.0
SO31 4,123.0,2.6
SO31 5,106.0,1.7
SO31 6,115.0,1.0
SO31 7,82.0,1.2
SO31 8,72.0,1.0
SO31 9,41.0,0.6
SO32 1,75.0,1.0
SO32 2,57.0,0.6
SO32 3,29.0,1.0
SO40 2,71.0,0.8
SO40 3,41.0,0.6
SO40 4,55.0,0.9
SO40 7,34.0,0.6
SO40 8,90.0,1.1
SO40 9,57.0,1.0
SO41 0,90.0,0.9
SO41 3,48.0,1.8
SO41 5,24.0,1.7
SO41 6,50.0,1.4
SO41 8,153.0,2.2
SO41 9,218.0,3.3
SO42 7,153.0,2.9
SO43 7,110.0,2.5
SO45 1,45.0,0.6
SO45 2,43.0,0.7
SO45 3,54.0,1.1
SO45 4,37.0,0.7
SO45 5,69.0,1.0
SO45 6,34.0,1.0
SO50 4,158.0,1.7
SO50 5,335.0,3.3
SO50 6,77.0,1.2
SO50 7,69.0,0.9
SO50 8,70.0,1.0
SO50 9,117.0,1.9
SO51 0,56.0,1.3
SO51 5,47.0,1.1
SO51 6,81.0,1.8
SO51 7,92.0,1.1
SO51 8,96.0,2.1
SO51 9,17.0,1.9
SO52 9,67.0,1.0
SO53 1,78.0,1.5
SO53 2,155.0,1.9
SO53 3,134.0,2.1
SO53 4,112.0,1.5
SO53 5,90.0,1.8
SP1  1,145.0,2.9
SP1  2,150.0,3.8
SP1  3,190.0,1.5
SP10 1,102.0,2.6
SP10 2,299.0,3.1
SP10 3,363.0,2.6
SP10 4,237.0,3.5
SP10 5,203.0,3.4
SP11 0,52.0,1.5
SP11 6,77.0,1.8
SP11 7,60.0,1.3
SP11 8,56.0,1.4
SP11 9,102.0,1.4
SP2  0,56.0,1.1
SP2  7,350.0,4.8
SP2  8,129.0,1.5
SP2  9,117.0,1.3
SP3  4,44.0,1.0
SP3  5,32.0,1.1
SP3  6,35.0,0.8
SP4  0,11.0,0.4
SP4  6,50.0,1.2
SP4  7,164.0,1.5
SP4  8,65.0,0.8
SP4  9,84.0,1.5
SP5  1,32.0,0.7
SP5  2,52.0,0.8
SP5  3,61.0,1.1
SP5  4,47.0,2.1
SP5  5,32.0,0.9
SP6  1,70.0,1.1
SP6  2,22.0,0.8
SP6  3,35.0,0.7
SP7  0,33.0,1.3
SP7  8,191.0,2.7
SP7  9,44.0,1.1
SP8  4,348.0,3.1
SP8  5,20.0,0.6
SP9  7,165.0,1.5
SR1  1,88.0,9.4
SR1  2,69.0,2.0
SR1  3,5.0,0.5
SR2  0,69.0,0.7
SR2  7,191.0,2.2
SR2  8,91.0,1.3
SR2  9,24.0,0.3
SR3  1,39.0,0.3
SR3  2,30.0,0.3
SR3  3,27.0,0.3
SR3  4,34.0,0.5
SR4  0,24.0,0.3
SR4  6,102.0,1.2
SR4  7,105.0,1.0
SR4  8,29.0,0.3
SR4  9,15.0,0.2
SR5  1,116.0,1.9
SR5  2,33.0,0.6
SR5  3,16.0,0.2
SR5  4,24.0,0.4
SR5  5,34.0,0.4
SR6  0,104.0,1.8
SR6  7,39.0,0.4
SR6  8,11.0,0.2
SR6  9,29.0,0.3
SR7  0,38.0,0.7
SR7  7,221.0,2.2
SR7  8,44.0,0.6
SR7  9,28.0,0.4
SR8  1,23.0,0.5
SR8  2,28.0,0.3
SR8  3,38.0,0.5
SR8  4,44.0,0.6
SR8  5,39.0,0.6
SS0  0,129.0,1.3
SS0  7,789.0,7.8
SS0  8,354.0,4.5
SS0  9,521.0,3.8
SS1  1,347.0,11.1
SS1  2,769.0,5.5
SS1  3,86.0,1.0
SS11 7,45.0,0.6
SS11 8,43.0,0.4
SS12 0,30.0,0.4
SS12 9,100.0,0.9
SS13 1,141.0,1.5
SS13 2,49.0,0.9
SS13 3,122.0,1.6
SS14 1,158.0,1.7
SS14 2,179.0,1.6
SS14 3,96.0,2.2
SS15 4,93.0,1.7
SS15 5,226.0,1.4
SS15 6,96.0,1.1
SS16 4,209.0,1.8
SS16 5,113.0,1.1
SS16 6,109.0,1.4
SS17 0,85.0,1.0
SS17 7,71.0,0.6
SS17 8,81.0,0.9
SS17 9,22.0,0.5
SS2  4,391.0,2.3
SS2  5,380.0,4.5
SS2  6,216.0,1.9
SS3  0,22.0,0.3
SS3  8,42.0,0.7
SS3  9,197.0,1.3
SS4  1,61.0,0.5
SS4  2,1.0,0.1
SS4  3,31.0,0.4
SS5  4,51.0,0.5
SS5  5,23.0,0.4
SS5  6,25.0,0.4
SS6  7,20.0,0.3
SS6  8,109.0,0.8
SS6  9,58.0,0.5
SS7  1,48.0,0.5
SS7  2,67.0,0.7
SS7  3,66.0,0.6
SS7  4,48.0,0.6
SS7  5,49.0,0.5
SS8  0,36.0,0.5
SS8  7,44.0,0.5
SS8  8,33.0,0.4
SS8  9,77.0,0.5
SS9  1,148.0,1.5
SS9  2,84.0,1.0
SS9  3,105.0,1.0
SS9  4,92.0,0.9
SS9  5,102.0,0.9
ST1  2,113.0,3.1
ST1  3,192.0,3.8
ST1  4,284.0,7.0
ST1  5,260.0,7.8
ST1  6,190.0,1.4
ST10 1,55.0,0.5
ST10 2,18.0,0.3
ST10 3,3.0,0.1
ST10 4,45.0,0.7
ST11 9,50.0,0.5
ST12 9,23.0,0.6
ST13 5,93.0,1.5
ST13 6,67.0,1.1
ST13 7,43.0,0.6
ST13 8,90.0,1.0
ST14 5,35.0,0.7
ST14 7,131.0,1.6
ST14 8,78.0,1.1
ST15 0,82.0,0.9
ST15 8,85.0,0.7
ST16 1,170.0,1.3
ST16 2,65.0,3.8
ST16 3,411.0,2.5
ST17 0,50.0,0.4
ST17 4,232.0,1.9
ST17 9,198.0,1.3
ST18 0,51.0,0.5
ST18 9,105.0,1.9
ST19 5,19.0,0.2
ST19 9,29.0,0.5
ST2  0,278.0,2.7
ST2  7,31.0,0.4
ST2  8,103.0,1.4
ST2  9,78.0,0.9
ST20 0,25.0,0.4
ST21 6,64.0,1.1
ST3  1,67.0,1.2
ST3  2,61.0,0.8
ST3  3,70.0,0.9
ST3  4,103.0,1.1
ST3  5,92.0,0.7
ST3  6,150.0,1.5
ST3  7,108.0,0.8
ST4  1,60.0,4.5
ST4  2,188.0,2.6
ST4  3,98.0,1.3
ST4  4,114.0,1.7
ST4  5,108.0,1.4
ST4  6,105.0,1.3
ST4  7,230.0,3.4
ST4  8,93.0,0.8
ST5  0,101.0,1.1
ST5  1,71.0,2.3
ST5  2,144.0,1.6
ST5  3,45.0,0.5
ST5  4,33.0,0.5
ST5  5,194.0,3.3
ST5  6,113.0,1.3
ST5  7,189.0,1.6
ST5  8,68.0,0.6
ST5  9,105.0,1.4
ST6  1,136.0,1.9
ST6  2,94.0,3.3
ST6  3,162.0,4.7
ST6  4,267.0,5.6
ST6  5,125.0,1.2
ST6  6,194.0,1.4
ST6  7,96.0,1.0
ST6  8,95.0,0.8
ST7  1,50.0,0.5
ST7  2,74.0,0.6
ST7  3,30.0,0.4
ST7  4,41.0,0.3
ST7  8,36.0,0.5
ST8  6,52.0,0.5
ST8  7,33.0,0.4
ST9  0,33.0,0.5
ST9  9,25.0,0.5
SW10 0,1387.0,15.3
SW10 9,2401.0,25.5
SW11 1,836.0,8.8
SW11 2,1477.0,10.6
SW11 3,1658.0,14.2
SW11 4,1281.0,15.7
SW11 5,1903.0,11.1
SW11 6,1116.0,9.9
SW12 0,592.0,7.6
SW12 8,992.0,7.7
SW12 9,776.0,7.1
SW13 0,511.0,7.4
SW13 8,285.0,14.9
SW13 9,737.0,10.0
SW14 7,618.0,8.1
SW14 8,743.0,8.0
SW15 1,832.0,8.3
SW15 2,1087.0,10.5
SW15 3,1444.0,12.5
SW15 4,1482.0,14.3
SW15 5,1122.0,11.3
SW15 6,879.0,10.6
SW16 1,1707.0,15.9
SW16 2,2882.0,17.5
SW16 3,809.0,9.1
SW16 4,1436.0,10.7
SW16 5,3030.0,17.6
SW16 6,2030.0,14.3
SW17 0,1791.0,12.1
SW17 6,220.0,12.2
SW17 7,1115.0,9.0
SW17 8,1862.0,9.5
SW17 9,2222.0,14.1
SW18 1,1064.0,9.9
SW18 2,873.0,8.9
SW18 3,1033.0,7.1
SW18 4,1070.0,10.2
SW18 5,1535.0,11.4
SW19 1,1261.0,12.1
SW19 2,1976.0,16.3
SW19 3,871.0,8.1
SW19 4,652.0,10.1
SW19 5,459.0,11.5
SW19 6,1988.0,16.5
SW19 7,723.0,11.3
SW19 8,1570.0,10.1
SW1A 1,55.0,22.4
SW1E 5,45.0,17.4
SW1E 6,48.0,7.3
SW1H 0,84.0,21.6
SW1H 9,65.0,18.8
SW1P 1,431.0,16.6
SW1P 2,546.0,15.5
SW1P 3,145.0,17.0
SW1P 4,917.0,14.0
SW1V 1,325.0,15.2
SW1V 2,969.0,16.9
SW1V 3,1059.0,12.3
SW1V 4,897.0,14.7
SW1W 0,154.0,22.2
SW1W 8,1030.0,18.5
SW1W 9,438.0,19.1
SW1X 0,541.0,28.6
SW1X 7,201.0,20.1
SW1X 8,387.0,26.7
SW1X 9,395.0,23.4
SW1Y 4,54.0,18.1
SW1Y 6,42.0,16.7
SW2  1,931.0,12.7
SW2  2,1414.0,11.8
SW2  3,1914.0,13.9
SW2  4,1611.0,14.3
SW2  5,1047.0,10.5
SW20 0,787.0,8.7
SW20 8,987.0,9.4
SW20 9,716.0,8.3
SW3  1,285.0,25.9
SW3  2,1040.0,23.2
SW3  3,875.0,20.1
SW3  4,703.0,16.7
SW3  5,851.0,17.1
SW3  6,687.0,22.6
SW4  0,644.0,10.1
SW4  6,1422.0,13.7
SW4  7,896.0,10.6
SW4  8,913.0,12.5
SW4  9,671.0,9.4
SW5  0,2154.0,30.7
SW5  9,2051.0,24.2
SW6  1,1086.0,15.5
SW6  2,1607.0,12.8
SW6  3,1436.0,16.0
SW6  4,1008.0,13.8
SW6  5,1270.0,16.6
SW6  6,1614.0,14.1
SW6  7,1483.0,14.6
SW7  1,721.0,19.3
SW7  2,614.0,26.9
SW7  3,1344.0,30.2
SW7  4,1201.0,27.7
SW7  5,1399.0,27.7
SW8  1,1955.0,17.7
SW8  2,1623.0,15.9
SW8  3,633.0,10.2
SW8  4,1328.0,15.6
SW8  5,56.0,15.1
SW9  0,1890.0,16.6
SW9  6,662.0,11.1
SW9  7,1069.0,12.0
SW9  8,519.0,9.3
SW9  9,1554.0,13.4
SY1  1,76.0,5.0
SY1  2,263.0,3.7
SY1  3,150.0,1.8
SY1  4,108.0,1.1
SY10 0,16.0,0.7
SY10 7,35.0,0.9
SY10 8,20.0,0.6
SY10 9,48.0,1.0
SY11 1,261.0,4.3
SY11 2,256.0,2.4
SY11 3,48.0,0.8
SY11 4,33.0,0.7
SY12 0,107.0,2.4
SY12 9,83.0,2.2
SY13 1,292.0,3.0
SY13 2,46.0,1.1
SY13 3,19.0,0.6
SY13 4,17.0,0.6
SY14 7,10.0,0.4
SY14 8,18.0,0.6
SY15 6,37.0,0.7
SY16 1,142.0,2.1
SY16 2,67.0,1.6
SY16 3,18.0,0.7
SY16 4,24.0,0.9
SY17 5,19.0,0.5
SY18 6,66.0,1.4
SY19 7,5.0,0.4
SY2  5,131.0,1.1
SY2  6,64.0,1.1
SY20 8,33.0,0.7
SY20 9,13.0,0.6
SY21 0,10.0,0.4
SY21 7,326.0,5.5
SY21 8,42.0,0.9
SY21 9,25.0,0.9
SY22 5,26.0,1.3
SY22 6,45.0,0.6
SY23 1,327.0,4.5
SY23 2,259.0,6.5
SY23 3,394.0,3.5
SY23 4,55.0,1.0
SY23 5,26.0,0.9
SY24 5,50.0,1.1
SY25 6,33.0,0.8
SY3  0,48.0,0.9
SY3  5,69.0,1.6
SY3  6,26.0,1.0
SY3  7,111.0,1.4
SY3  8,138.0,1.6
SY3  9,55.0,1.1
SY4  1,30.0,1.0
SY4  2,24.0,0.9
SY4  3,31.0,0.8
SY4  4,29.0,0.5
SY4  5,176.0,2.0
SY5  0,66.0,1.0
SY5  6,30.0,0.8
SY5  7,27.0,0.9
SY5  8,28.0,0.9
SY5  9,33.0,0.7
SY6  6,45.0,1.1
SY6  7,10.0,0.4
SY7  0,26.0,0.7
SY7  8,43.0,1.2
SY7  9,89.0,1.9
SY8  1,132.0,1.6
SY8  2,39.0,1.1
SY8  3,31.0,0.9
SY8  4,29.0,0.9
SY9  5,41.0,1.4
TA1  1,408.0,7.1
TA1  2,337.0,2.6
TA1  3,338.0,4.2
TA1  4,144.0,2.4
TA1  5,120.0,1.8
TA10 0,24.0,0.6
TA10 9,99.0,1.9
TA11 6,81.0,1.3
TA11 7,32.0,1.2
TA12 6,40.0,0.6
TA13 5,24.0,0.6
TA14 6,17.0,0.6
TA15 6,11.0,1.3
TA16 5,5.0,0.3
TA17 8,4.0,0.9
TA18 7,56.0,1.5
TA18 8,49.0,0.8
TA19 0,46.0,0.8
TA19 9,59.0,1.0
TA2  6,270.0,3.2
TA2  7,356.0,3.6
TA2  8,98.0,1.2
TA20 1,272.0,3.5
TA20 2,287.0,3.8
TA20 3,20.0,0.7
TA20 4,42.0,1.8
TA21 0,42.0,1.0
TA21 8,115.0,1.6
TA21 9,85.0,1.2
TA22 9,17.0,0.6
TA23 0,23.0,0.4
TA24 5,397.0,6.2
TA24 6,87.0,1.6
TA24 7,13.0,0.7
TA24 8,45.0,0.9
TA3  5,12.0,0.2
TA3  6,34.0,0.7
TA3  7,36.0,0.9
TA4  1,43.0,0.8
TA4  2,87.0,2.1
TA4  3,31.0,0.6
TA4  4,27.0,0.7
TA5  1,36.0,0.7
TA5  2,64.0,1.3
TA6  3,534.0,5.6
TA6  4,326.0,2.6
TA6  5,382.0,6.4
TA6  6,306.0,2.7
TA6  7,87.0,1.2
TA7  0,33.0,0.7
TA7  8,34.0,0.6
TA7  9,28.0,0.7
TA8  1,109.0,1.4
TA8  2,88.0,0.9
TA9  3,109.0,1.3
TA9  4,29.0,0.7
TD12 4,4.0,0.3
TD15 1,125.0,2.3
TD15 2,164.0,1.4
TF1  1,258.0,6.0
TF1  2,228.0,3.2
TF1  3,115.0,1.5
TF1  5,592.0,6.9
TF1  6,404.0,4.2
TF10 7,92.0,0.9
TF10 8,21.0,0.5
TF10 9,18.0,0.5
TF11 8,78.0,1.2
TF11 9,19.0,0.5
TF12 5,37.0,0.7
TF13 6,20.0,0.5
TF2  0,47.0,1.8
TF2  6,200.0,2.9
TF2  7,174.0,2.2
TF2  8,188.0,1.8
TF2  9,168.0,1.5
TF3  1,235.0,2.2
TF3  2,319.0,3.5
TF3  5,81.0,2.0
TF4  2,159.0,1.7
TF4  3,98.0,1.1
TF5  0,41.0,0.8
TF6  5,9.0,0.6
TF6  6,38.0,1.1
TF7  4,101.0,1.7
TF7  5,143.0,1.2
TF8  7,27.0,0.9
TF9  1,116.0,1.8
TF9  2,52.0,0.8
TF9  3,135.0,1.6
TF9  4,31.0,0.6
TN1  1,383.0,10.0
TN1  2,470.0,6.3
TN10 3,138.0,1.7
TN10 4,91.0,1.1
TN11 0,79.0,1.8
TN11 8,67.0,1.8
TN11 9,117.0,2.0
TN12 0,62.0,1.0
TN12 5,51.0,1.5
TN12 6,126.0,1.2
TN12 7,25.0,0.9
TN12 8,43.0,1.8
TN12 9,77.0,1.7
TN13 1,342.0,6.3
TN13 2,280.0,3.0
TN13 3,475.0,4.6
TN14 5,166.0,2.5
TN14 6,82.0,2.5
TN14 7,45.0,0.9
TN15 0,137.0,3.2
TN15 6,99.0,1.0
TN15 7,45.0,1.3
TN15 8,80.0,1.6
TN15 9,46.0,2.4
TN16 1,100.0,2.0
TN16 2,47.0,1.9
TN16 3,119.0,1.0
TN17 1,41.0,1.6
TN17 2,48.0,1.3
TN17 3,64.0,1.3
TN17 4,60.0,1.6
TN18 4,68.0,1.7
TN18 5,49.0,1.8
TN19 7,39.0,0.8
TN2  3,344.0,3.5
TN2  4,221.0,2.6
TN2  5,404.0,4.1
TN20 6,74.0,2.0
TN21 0,69.0,1.2
TN21 8,56.0,0.8
TN21 9,22.0,0.7
TN22 1,120.0,1.9
TN22 2,23.0,0.7
TN22 3,95.0,2.2
TN22 4,78.0,2.2
TN22 5,145.0,1.7
TN23 1,119.0,6.9
TN23 3,279.0,2.0
TN23 4,180.0,3.5
TN23 5,443.0,3.0
TN23 6,73.0,4.8
TN23 7,190.0,6.3
TN24 0,343.0,2.4
TN24 8,255.0,4.2
TN24 9,267.0,2.4
TN25 4,73.0,1.5
TN25 5,67.0,1.9
TN25 6,53.0,1.1
TN25 7,21.0,1.0
TN26 1,37.0,1.4
TN26 2,28.0,0.8
TN26 3,38.0,0.8
TN27 0,47.0,1.2
TN27 8,42.0,1.1
TN27 9,55.0,1.2
TN28 8,66.0,0.8
TN29 0,49.0,0.7
TN29 9,41.0,0.6
TN3  0,125.0,2.2
TN3  8,24.0,1.4
TN3  9,73.0,1.7
TN30 6,112.0,2.0
TN30 7,40.0,1.1
TN31 6,40.0,0.6
TN31 7,109.0,1.5
TN32 5,90.0,1.7
TN33 0,120.0,1.5
TN33 9,42.0,0.9
TN34 1,294.0,5.1
TN34 2,160.0,1.3
TN34 3,328.0,2.8
TN35 4,101.0,1.5
TN35 5,135.0,1.3
TN36 4,25.0,1.1
TN37 6,526.0,5.2
TN37 7,128.0,1.2
TN38 0,462.0,3.3
TN38 8,44.0,0.9
TN38 9,86.0,0.8
TN39 3,121.0,1.2
TN39 4,84.0,0.9
TN39 5,28.0,0.5
TN4  0,172.0,1.9
TN4  8,318.0,3.5
TN4  9,499.0,3.5
TN40 1,148.0,2.0
TN40 2,100.0,1.0
TN5  6,92.0,1.9
TN5  7,55.0,1.4
TN6  1,138.0,1.7
TN6  2,161.0,1.6
TN6  3,213.0,3.5
TN7  4,79.0,3.7
TN8  5,88.0,1.7
TN8  6,97.0,2.0
TN8  7,38.0,1.4
TN9  1,237.0,3.4
TN9  2,248.0,2.3
TQ1  1,256.0,3.1
TQ1  2,129.0,2.9
TQ1  3,149.0,1.7
TQ1  4,202.0,2.0
TQ10 9,43.0,1.1
TQ11 0,68.0,1.6
TQ12 1,121.0,1.1
TQ12 2,104.0,2.0
TQ12 3,77.0,0.7
TQ12 4,56.0,0.7
TQ12 5,52.0,0.6
TQ12 6,104.0,1.2
TQ13 0,35.0,0.6
TQ13 7,78.0,1.4
TQ13 8,92.0,2.4
TQ13 9,77.0,1.0
TQ14 0,14.0,0.8
TQ14 8,116.0,1.5
TQ14 9,64.0,0.6
TQ2  5,353.0,7.3
TQ2  6,147.0,1.4
TQ2  7,160.0,1.5
TQ2  8,82.0,1.1
TQ3  1,59.0,0.7
TQ3  2,83.0,1.0
TQ3  3,127.0,0.9
TQ4  5,66.0,1.1
TQ4  6,84.0,2.0
TQ4  7,61.0,0.7
TQ5  0,40.0,0.7
TQ5  8,44.0,0.9
TQ5  9,64.0,0.8
TQ6  0,27.0,0.8
TQ6  9,113.0,2.2
TQ7  1,75.0,1.3
TQ7  2,19.0,0.5
TQ7  3,63.0,1.7
TQ7  4,32.0,1.1
TQ8  8,43.0,2.1
TQ9  5,182.0,2.3
TQ9  6,43.0,0.9
TQ9  7,55.0,1.2
TR1  1,106.0,1.2
TR1  2,49.0,1.5
TR1  3,135.0,1.6
TR10 8,98.0,1.4
TR10 9,70.0,1.7
TR11 2,124.0,1.5
TR11 3,116.0,2.5
TR11 4,93.0,1.4
TR11 5,106.0,1.2
TR12 6,35.0,0.8
TR12 7,24.0,0.4
TR13 0,22.0,0.5
TR13 8,69.0,0.7
TR13 9,86.0,1.6
TR14 0,96.0,2.1
TR14 7,75.0,0.9
TR14 8,202.0,2.3
TR14 9,18.0,0.8
TR15 1,86.0,1.4
TR15 2,168.0,2.7
TR15 3,151.0,1.9
TR16 4,44.0,0.8
TR16 5,45.0,0.9
TR16 6,18.0,0.5
TR17 0,10.0,0.7
TR18 2,98.0,1.9
TR18 3,74.0,1.2
TR18 4,83.0,1.8
TR18 5,45.0,1.3
TR19 6,30.0,0.9
TR19 7,54.0,0.9
TR2  4,33.0,0.6
TR2  5,77.0,1.9
TR20 8,47.0,1.0
TR20 9,38.0,0.8
TR21 0,29.0,1.7
TR22 0,0.0,0.0
TR24 0,14.0,8.0
TR25 0,2.0,1.5
TR26 1,47.0,1.3
TR26 2,72.0,1.2
TR26 3,13.0,0.8
TR27 4,62.0,0.9
TR27 5,94.0,2.2
TR27 6,36.0,1.1
TR3  6,55.0,0.7
TR3  7,29.0,0.6
TR4  8,45.0,0.7
TR4  9,34.0,0.7
TR5  0,24.0,0.6
TR6  0,24.0,0.7
TR7  1,222.0,3.6
TR7  2,170.0,2.0
TR7  3,55.0,1.0
TR8  4,31.0,0.9
TR8  5,27.0,0.6
TR9  6,53.0,0.6
TS1  1,1.0,0.7
TS1  2,48.0,3.3
TS1  3,234.0,4.0
TS1  4,603.0,7.1
TS1  5,14.0,1.2
TS10 1,36.0,0.5
TS10 2,28.0,0.3
TS10 3,13.0,0.2
TS10 4,15.0,0.2
TS10 5,14.0,0.3
TS11 6,4.0,0.1
TS11 7,24.0,0.5
TS11 8,11.0,0.3
TS12 1,56.0,0.9
TS12 2,29.0,0.2
TS12 3,11.0,0.3
TS13 4,19.0,0.2
TS13 5,10.0,0.4
TS14 6,25.0,0.4
TS14 7,17.0,0.3
TS14 8,27.0,0.5
TS15 0,25.0,1.0
TS15 9,70.0,0.7
TS16 0,58.0,0.8
TS16 9,18.0,0.6
TS17 0,73.0,0.5
TS17 5,63.0,0.6
TS17 6,96.0,2.2
TS17 7,32.0,1.5
TS17 8,37.0,0.6
TS17 9,18.0,0.2
TS18 1,76.0,3.3
TS18 2,35.0,1.0
TS18 3,114.0,1.9
TS18 4,27.0,0.4
TS18 5,33.0,0.5
TS19 0,95.0,0.8
TS19 7,10.0,0.1
TS19 8,46.0,0.5
TS19 9,20.0,0.3
TS2  1,46.0,6.0
TS20 1,26.0,0.2
TS20 2,67.0,0.7
TS21 1,9.0,0.2
TS21 2,16.0,0.5
TS21 3,34.0,1.1
TS21 4,13.0,0.5
TS22 5,15.0,0.2
TS23 1,25.0,0.4
TS23 2,24.0,0.3
TS23 3,38.0,0.3
TS23 4,6.0,0.4
TS24 0,39.0,0.6
TS24 7,25.0,1.9
TS24 8,60.0,1.0
TS24 9,35.0,0.4
TS25 1,54.0,0.6
TS25 2,10.0,0.1
TS25 3,24.0,0.4
TS25 4,9.0,0.2
TS25 5,48.0,0.5
TS26 0,43.0,0.3
TS26 8,84.0,1.5
TS26 9,46.0,0.6
TS27 3,13.0,0.2
TS27 4,13.0,0.2
TS28 5,19.0,0.4
TS29 6,8.0,0.1
TS3  0,18.0,0.2
TS3  6,50.0,1.6
TS3  7,44.0,0.6
TS3  8,30.0,0.7
TS3  9,54.0,0.7
TS4  2,172.0,2.0
TS4  3,86.0,1.0
TS5  4,85.0,1.5
TS5  5,113.0,1.4
TS5  6,115.0,1.5
TS5  7,43.0,0.7
TS5  8,98.0,0.9
TS6  0,25.0,0.2
TS6  6,22.0,0.7
TS6  7,32.0,0.7
TS6  8,10.0,0.3
TS6  9,25.0,0.3
TS7  0,25.0,0.4
TS7  8,23.0,0.2
TS7  9,27.0,0.4
TS8  0,36.0,0.4
TS8  9,57.0,0.5
TS9  5,46.0,0.9
TS9  6,24.0,0.5
TS9  7,19.0,0.9
TW1  1,571.0,7.0
TW1  2,653.0,10.6
TW1  3,264.0,7.0
TW1  4,462.0,6.3
TW10 5,271.0,9.1
TW10 6,951.0,11.3
TW10 7,950.0,12.2
TW11 0,350.0,5.3
TW11 8,431.0,5.1
TW11 9,383.0,4.6
TW12 1,341.0,4.9
TW12 2,420.0,4.5
TW12 3,320.0,4.9
TW13 4,1197.0,9.4
TW13 5,860.0,9.0
TW13 6,643.0,7.7
TW13 7,557.0,9.7
TW14 0,673.0,11.0
TW14 8,1001.0,10.3
TW14 9,1189.0,9.7
TW15 1,312.0,3.0
TW15 2,274.0,3.4
TW15 3,342.0,3.8
TW16 5,154.0,3.1
TW16 6,122.0,2.2
TW16 7,382.0,4.0
TW17 0,77.0,1.5
TW17 8,166.0,2.6
TW17 9,58.0,2.3
TW18 1,232.0,2.6
TW18 2,325.0,4.3
TW18 3,176.0,4.0
TW18 4,386.0,7.3
TW19 5,107.0,2.7
TW19 6,51.0,3.7
TW19 7,527.0,4.9
TW2  5,520.0,5.5
TW2  6,483.0,4.5
TW2  7,621.0,5.9
TW20 0,804.0,7.8
TW20 8,272.0,3.5
TW20 9,457.0,6.8
TW3  1,1071.0,12.8
TW3  2,1145.0,11.0
TW3  3,1574.0,12.6
TW3  4,956.0,10.8
TW4  5,804.0,8.1
TW4  6,589.0,10.3
TW4  7,1087.0,9.4
TW5  0,1268.0,9.1
TW5  9,1388.0,9.0
TW7  4,857.0,10.7
TW7  5,963.0,10.5
TW7  6,1128.0,10.7
TW7  7,799.0,8.1
TW8  0,1023.0,11.7
TW8  8,641.0,12.8
TW8  9,865.0,14.6
TW9  1,427.0,10.5
TW9  2,607.0,9.4
TW9  3,360.0,7.9
TW9  4,570.0,8.7
UB1  1,649.0,6.3
UB1  2,1311.0,6.6
UB1  3,693.0,6.9
UB10 0,503.0,4.7
UB10 8,292.0,2.4
UB10 9,353.0,3.3
UB2  4,718.0,5.5
UB2  5,1123.0,5.8
UB3  1,874.0,8.8
UB3  2,1119.0,8.0
UB3  3,688.0,9.0
UB3  4,859.0,8.3
UB3  5,936.0,15.5
UB4  0,1179.0,8.2
UB4  8,743.0,5.7
UB4  9,918.0,7.5
UB5  4,2122.0,13.1
UB5  5,1593.0,12.4
UB5  6,1659.0,9.8
UB6  0,2380.0,18.8
UB6  7,1717.0,19.7
UB6  8,3097.0,21.2
UB6  9,2296.0,14.9
UB7  0,420.0,11.1
UB7  7,670.0,7.4
UB7  8,503.0,7.1
UB7  9,664.0,6.8
UB8  1,321.0,6.4
UB8  2,774.0,6.3
UB8  3,1050.0,5.5
UB9  4,96.0,4.0
UB9  5,198.0,4.2
UB9  6,219.0,3.0
W10  4,1009.0,9.6
W10  5,1276.0,10.7
W10  6,1406.0,11.9
W11  1,1368.0,12.8
W11  2,1178.0,16.7
W11  3,913.0,19.0
W11  4,999.0,11.1
W12  0,1631.0,11.1
W12  7,1352.0,11.9
W12  8,1175.0,13.0
W12  9,1744.0,12.6
W13  0,1459.0,13.9
W13  8,947.0,12.8
W13  9,1933.0,13.3
W14  0,2026.0,17.5
W14  8,2104.0,17.9
W14  9,2350.0,16.6
W1B  1,96.0,18.9
W1D  3,52.0,20.6
W1D  4,102.0,24.6
W1D  6,88.0,13.4
W1D  7,51.0,23.1
W1F  0,180.0,18.4
W1F  7,108.0,20.3
W1G  6,175.0,20.7
W1G  7,66.0,20.4
W1G  8,319.0,22.3
W1G  9,54.0,16.4
W1H  1,235.0,21.1
W1H  2,386.0,20.7
W1H  4,115.0,14.7
W1H  5,260.0,21.5
W1H  7,354.0,26.8
W1J  5,47.0,15.2
W1J  6,40.0,26.3
W1J  7,161.0,20.5
W1J  8,70.0,25.0
W1K  1,50.0,15.7
W1K  2,102.0,17.0
W1K  3,57.0,19.9
W1K  4,35.0,24.3
W1K  5,27.0,11.6
W1K  6,110.0,13.0
W1K  7,95.0,16.2
W1S  1,41.0,27.2
W1T  1,82.0,18.1
W1T  2,146.0,23.0
