postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%
CF3  5,W07000080,61.39,0.1096286613629022,1.1,7.1,1.5,2.8,3,6.1,6.9,18.3
CF3  6,W07000080,61.39,0.1096286613629022,0.9,5.4,1.2,2.7,2.2,5.7,3.6,17.9
CF14 0,W07000080,61.39,0.1096286613629022,1.2,6.6,1.6,3.4,2,4,2.9,15.3
CF3  0,W07000080,61.39,0.1096286613629022,2.1,6.8,1.6,2.8,2.5,6.9,8.8,22.7
CF3  1,W07000080,61.39,0.1096286613629022,1.3,7.3,1.8,3.3,3.3,6.4,6.9,18
CF5  6,W07000080,61.39,0.1096286613629022,0.9,6.3,1.5,2.7,2.2,3.2,2.1,17.2
CF63 1,W07000080,61.39,0.1096286613629022,0.6,7.2,1.3,3.1,2.5,6.5,6.8,21.1
CF63 2,W07000080,61.39,0.1096286613629022,0.9,6.3,1.4,2.4,2.3,6.6,7.8,22.2
CF3  4,W07000080,61.39,0.1096286613629022,1.7,5.4,1.3,2.4,3,6.7,6.5,17.1
CF30 0,W07000080,61.39,0.1096286613629022,NA,NA,NA,NA,NA,NA,NA,NA
CF3  3,W07000080,61.39,0.1096286613629022,1.3,6.9,1.6,2.9,2.8,5.5,5.9,17.5
CF3  2,W07000080,61.39,0.1096286613629022,1.4,6.9,1.6,3,2.2,4.2,3.8,22.2
CF23 0,W07000080,61.39,0.1096286613629022,NA,NA,NA,NA,NA,NA,NA,NA
CF23 6,W07000080,61.39,0.1096286613629022,2,6,1.4,2.7,5.6,6.9,4.6,15
CF23 9,W07000080,61.39,0.1096286613629022,1.6,6.2,1.5,2.6,2.2,6,7.1,20
CF23 7,W07000080,61.39,0.1096286613629022,2.1,6.7,1.2,2.6,2.6,6.7,9.2,22.2
CF23 5,W07000080,61.39,0.1096286613629022,3.1,5.1,1.1,2.3,7.1,9.8,7.6,19.4
SL5  8,E14001042,70.11,0.10954016788272815,3.4,8.9,2.3,4.1,2.3,3.6,3.4,19.8
SL5  9,E14001042,70.11,0.10954016788272815,5.4,10.4,1.8,4,2.1,3.8,3.7,18
RG12 9,E14001042,70.11,0.10954016788272815,4.7,5,0.9,1.7,1.8,6.7,8.9,25
GU19 5,E14001042,70.11,0.10954016788272815,3.6,4.9,1.1,1.8,1.6,4.7,5.7,23.5
RG12 0,E14001042,70.11,0.10954016788272815,4.8,4.8,1.2,2.4,2.1,6.7,9.7,27.6
RG42 3,E14001042,70.11,0.10954016788272815,3.1,7,1.4,2.2,1.5,2.8,4.1,26
RG42 5,E14001042,70.11,0.10954016788272815,1.8,6.2,1.5,2.8,2,3.3,3.8,19.7
RG12 2,E14001042,70.11,0.10954016788272815,4.9,6.3,1.2,2.4,2,6.3,8,21
RG42 6,E14001042,70.11,0.10954016788272815,4.3,5.2,1.4,2.6,1.7,4.8,4.1,21.4
RG42 4,E14001042,70.11,0.10954016788272815,4.7,6.1,1.4,2,1.7,4.7,6.3,25.9
RG12 8,E14001042,70.11,0.10954016788272815,3.2,6,1.4,2.8,2.4,6,7.9,24.2
RG42 1,E14001042,70.11,0.10954016788272815,4,6,1.3,2.5,2.1,5.8,7.6,23.7
RG40 3,E14001042,70.11,0.10954016788272815,2.7,9.4,1.7,2.9,1.6,3.3,2.5,16
RG12 1,E14001042,70.11,0.10954016788272815,NA,NA,NA,NA,NA,NA,NA,NA
RG10 0,E14001042,70.11,0.10954016788272815,2.7,5.9,1.3,2.3,1.8,3,4,23.7
RG42 2,E14001042,70.11,0.10954016788272815,2.9,6.3,1.3,2.7,1.9,4.9,6.5,26.5
RG42 7,E14001042,70.11,0.10954016788272815,2.1,7.9,1.6,2.7,1.7,3.1,3.2,26.9
SL4  4,E14001042,70.11,0.10954016788272815,3.9,5.2,1.4,2.2,1.8,5.6,6.6,21.2
SL4  2,E14001042,70.11,0.10954016788272815,2.7,5.4,1,2.3,1.7,4.7,4.1,19.9
SL5  7,E14001042,70.11,0.10954016788272815,5.3,8.1,1.3,3.2,1.7,4.8,4.3,19.7
SL5  0,E14001042,70.11,0.10954016788272815,5.2,7.2,1.2,2.6,1.2,3.9,3.6,20.9
SL4  3,E14001042,70.11,0.10954016788272815,6,5.1,0.9,1.8,1.3,6.1,8.4,26.7
SL4  1,E14001042,70.11,0.10954016788272815,8.4,3.4,0.2,0.8,1.3,6.4,10.9,32.8
SL4  9,E14001042,70.11,0.10954016788272815,NA,NA,NA,NA,NA,NA,NA,NA
SL4  5,E14001042,70.11,0.10954016788272815,4.8,5.5,1.1,2.2,1.6,5.4,7.1,22.5
SL4  6,E14001042,70.11,0.10954016788272815,4.8,8.6,3.9,8.6,4,4,5.9,18.8
SL3  9,E14001042,70.11,0.10954016788272815,5.2,5.4,1.1,2.5,1.6,4.9,6.9,24.8
SL3  7,E14001042,70.11,0.10954016788272815,5.6,6.8,1.4,3.2,2,6,7.6,23.9
TW19 5,E14001042,70.11,0.10954016788272815,2.7,5.1,1.2,2.6,2.3,5.9,5.1,17.3
TW19 6,E14001042,70.11,0.10954016788272815,3.7,5,1.1,2.4,2,5.8,9.6,23.7
TW18 4,E14001042,70.11,0.10954016788272815,7.3,4.4,0.6,1.6,1.7,5.7,10.6,27.5
SL5  5,E14001042,70.11,0.10954016788272815,NA,NA,NA,NA,NA,NA,NA,NA
SL3  0,E14001042,70.11,0.10954016788272815,10.2,4.5,0.9,2.1,2.2,7.2,9.6,29.2
SL3  8,E14001042,70.11,0.10954016788272815,8.2,6.4,1.1,2.6,2,6.2,8.5,25.7
B71  3,E14001029,58.91,0.10948428211856691,3.1,5,1.1,2.2,2.7,7.5,7.1,19.1
B43  6,E14001029,58.91,0.10948428211856691,0.7,5.5,1.3,2.5,2,5.3,4.8,19.2
B71  1,E14001029,58.91,0.10948428211856691,5.3,6.7,1.3,3,2.8,6.3,7.5,21.4
B71  2,E14001029,58.91,0.10948428211856691,2.7,6.3,1.3,2.7,2.6,6.7,7,19.9
B43  7,E14001029,58.91,0.10948428211856691,0.5,6.4,1.4,2.7,2.5,5.5,5.5,19
WS10 0,E14001029,58.91,0.10948428211856691,1.5,6.6,1.3,2.9,2.6,6.3,6.9,19.5
WS1  4,E14001029,58.91,0.10948428211856691,3,8.5,1.5,3,2.6,8.2,9.1,21
WS5  4,E14001029,58.91,0.10948428211856691,1.5,7.1,1.5,2.7,2.5,6.6,7.2,22.3
B70  9,E14001029,58.91,0.10948428211856691,6.6,5.8,1.3,2.1,2.5,8.2,8.8,20.7
B70  7,E14001029,58.91,0.10948428211856691,6,6.2,1.3,2.8,1.8,6.2,6.4,19.8
B70  1,E14001029,58.91,0.10948428211856691,NA,NA,NA,NA,NA,NA,NA,NA
B70  8,E14001029,58.91,0.10948428211856691,7.7,6.8,1.4,2.9,3.2,7.5,8.3,20.6
DY4  7,E14001029,58.91,0.10948428211856691,4.9,5.9,1.1,2.4,2.1,6.7,8.7,27
B70  0,E14001029,58.91,0.10948428211856691,5.5,6.5,1.2,2.5,2.5,7.3,8,21.1
B70  6,E14001029,58.91,0.10948428211856691,10.1,5.1,1,2.5,1.6,7.4,9.4,21.4
B43  5,E14001029,58.91,0.10948428211856691,2.2,5.8,1.2,2.4,2.2,6,5.9,19.8
B42  1,E14001029,58.91,0.10948428211856691,3.1,6.6,1.4,2.8,2.7,7.8,6.7,19.9
B71  4,E14001029,58.91,0.10948428211856691,4.7,5.5,1.3,2.1,2.3,6.9,6.7,19
B21  8,E14001029,58.91,0.10948428211856691,8.3,7.7,1.5,3.2,3.1,7.8,8.7,22
NA,E14000570,60.05,0.10940520139607743,NA,NA,NA,NA,NA,NA,NA,NA
NA,E14000685,69.72,0.10925458136223763,NA,NA,NA,NA,NA,NA,NA,NA
NE29 7,E14001006,69,0.10922917041389373,1.1,6.4,1.4,2.5,2.8,7.4,7.6,19.1
NE29 0,E14001006,69,0.10922917041389373,0.7,4.5,1.3,2.2,1.9,5.6,6.4,21.1
NE29 6,E14001006,69,0.10922917041389373,1.7,4.8,1.1,1.9,2.1,6.2,7.9,23.1
NE29 8,E14001006,69,0.10922917041389373,0.4,6.3,1.4,2.6,2.8,5.8,5.5,20
NE29 9,E14001006,69,0.10922917041389373,0.6,4.8,1.2,2.1,2.4,4.6,5.2,18.3
NE27 9,E14001006,69,0.10922917041389373,NA,NA,NA,NA,NA,NA,NA,NA
NE28 6,E14001006,69,0.10922917041389373,2,4.7,0.9,2.1,2.1,7.6,9.4,26
NE26 1,E14001006,69,0.10922917041389373,0.8,6.3,1.4,2.4,2.3,4.7,4,21.6
NE26 9,E14001006,69,0.10922917041389373,NA,NA,NA,NA,NA,NA,NA,NA
NE29 1,E14001006,69,0.10922917041389373,NA,NA,NA,NA,NA,NA,NA,NA
NE27 0,E14001006,69,0.10922917041389373,0.9,5.7,1.1,2.2,1.8,5.6,6.9,25.4
NE30 2,E14001006,69,0.10922917041389373,0.8,4.5,0.9,1.8,1.8,4.8,6,22.6
NE30 4,E14001006,69,0.10922917041389373,1.5,3.6,1,1.4,1.5,4.5,6.1,22.4
NE28 9,E14001006,69,0.10922917041389373,0.4,5.4,1.2,2.5,2.4,6,6.9,19.5
NE28 5,E14001006,69,0.10922917041389373,NA,NA,NA,NA,NA,NA,NA,NA
NE26 3,E14001006,69,0.10922917041389373,0.6,6.7,1.4,2.4,1.6,3.5,3.1,18.5
NE26 2,E14001006,69,0.10922917041389373,1.9,4.9,0.9,2.3,2,5.5,6.5,24.6
NE25 9,E14001006,69,0.10922917041389373,0.4,5.6,1.3,2.4,2.2,3.9,3,18.7
NE28 7,E14001006,69,0.10922917041389373,1.5,5.6,1.4,2.6,2.7,6.6,8.1,22
NE25 8,E14001006,69,0.10922917041389373,0.6,6.8,1.3,2.9,2.5,4.4,4.2,20.7
NE30 3,E14001006,69,0.10922917041389373,0.5,5.9,1.2,2.4,1.9,3.9,3.4,16.9
NE26 4,E14001006,69,0.10922917041389373,0.3,4.5,1,2,1.9,3.6,3.6,14.9
NE25 0,E14001006,69,0.10922917041389373,0.3,5.2,1.1,2,2.1,5.2,5.9,19.3
NE30 1,E14001006,69,0.10922917041389373,1.5,2.7,0.9,1.7,1.7,5.8,6.3,20.3
NN1  5,E14000861,66.63,0.10885351207931854,9.4,3.8,1.1,2.2,2.2,8.8,11.7,25.9
NN1  4,E14000861,66.63,0.10885351207931854,9.9,4.1,0.8,1.9,2.5,10.4,11.3,25.7
NN3  3,E14000861,66.63,0.10885351207931854,2.5,6.1,1.2,2.7,1.9,4.2,3.4,16.7
NN3  2,E14000861,66.63,0.10885351207931854,5.3,7.1,1.6,3.1,2.5,4.9,6,21.1
NN3  7,E14000861,66.63,0.10885351207931854,1.5,5.6,1.5,3.8,3.1,5.5,4,16.1
NN3  6,E14000861,66.63,0.10885351207931854,2.7,4.2,0.9,2.3,1.9,4.7,4.9,16.5
NN3  8,E14000861,66.63,0.10885351207931854,6.8,7.5,1.4,3.1,2.7,6.8,8.1,21.9
NN2  7,E14000861,66.63,0.10885351207931854,5.8,4.9,1,2.4,7.2,11.4,7.7,20.3
NN2  8,E14000861,66.63,0.10885351207931854,1.6,5,0.9,2.3,2.2,6,5.3,17.1
NN2  6,E14000861,66.63,0.10885351207931854,9,4.4,0.8,2.7,3.7,11.8,10.3,23.2
NN3  5,E14000861,66.63,0.10885351207931854,5,6.6,1.6,2.7,2.4,6.2,7.8,21.8
NN5  7,E14000861,66.63,0.10885351207931854,7.6,6.5,1.4,2.7,2.5,6.5,8.1,21.4
NN1  2,E14000861,66.63,0.10885351207931854,15,3.2,0.4,1.6,2,12.5,14.8,28.8
NN1  1,E14000861,66.63,0.10885351207931854,13.2,2.5,0.3,0.8,2.1,12.9,19.9,29.3
NN4  0,E14000861,66.63,0.10885351207931854,3.9,6.3,1.3,2.5,2.3,5.6,6.7,24.8
NN4  7,E14000861,66.63,0.10885351207931854,0.2,5.5,0.3,1.7,1.2,3.1,3.3,17.4
NN1  9,E14000861,66.63,0.10885351207931854,NA,NA,NA,NA,NA,NA,NA,NA
NN5  6,E14000861,66.63,0.10885351207931854,2.6,5.2,1,2.2,2,5,5.9,20.2
NN4  4,E14000861,66.63,0.10885351207931854,NA,NA,NA,NA,NA,NA,NA,NA
NN1  3,E14000861,66.63,0.10885351207931854,17.9,3.5,0.7,1.7,3.1,15,14.8,26.8
NN4  9,E14000861,66.63,0.10885351207931854,3.3,6.5,1.5,2.5,1.6,5.2,6.3,21.7
NN5  9,E14000861,66.63,0.10885351207931854,NA,NA,NA,NA,NA,NA,NA,NA
NN4  8,E14000861,66.63,0.10885351207931854,8.7,5.9,1.2,2.1,2.3,7.3,10.1,24.8
NN4  5,E14000861,66.63,0.10885351207931854,2.2,7.6,1.5,2.3,1.6,3.8,6.3,34.4
NN4  6,E14000861,66.63,0.10885351207931854,2,9.3,1.7,3.1,2,4,4.6,25.8
NN5  4,E14000861,66.63,0.10885351207931854,3.8,6.2,0.8,1.9,1.7,5.8,10.7,28.2
NN4  1,E14000861,66.63,0.10885351207931854,NA,NA,NA,NA,NA,NA,NA,NA
NN5  5,E14000861,66.63,0.10885351207931854,10.6,4,0.7,1.5,1.8,8.4,11.5,24.2
NE28 9,E14000853,59.029999999999994,0.10876540963036044,0.4,5.4,1.2,2.5,2.4,6,6.9,19.5
NE12 6,E14000853,59.029999999999994,0.10876540963036044,0.5,5.8,1.5,2.3,2.4,5.4,6.3,20.3
NE12 9,E14000853,59.029999999999994,0.10876540963036044,0.8,5.4,1.3,2,2,5.2,6.6,20.9
NE12 7,E14000853,59.029999999999994,0.10876540963036044,0.5,5,1.1,2.5,2.1,4.2,5.2,19.4
NE12 2,E14000853,59.029999999999994,0.10876540963036044,NA,NA,NA,NA,NA,NA,NA,NA
NE12 8,E14000853,59.029999999999994,0.10876540963036044,1.1,5,1,2.4,2,6.6,10,21.9
NE7  7,E14000853,59.029999999999994,0.10876540963036044,1.5,5.2,1.2,2.6,5.2,7,6.7,19.6
NE23 7,E14000853,59.029999999999994,0.10876540963036044,0.4,5.7,1.3,2.4,2.7,5.5,5.6,19.7
NE12 5,E14000853,59.029999999999994,0.10876540963036044,0.2,5.5,1.3,2.2,2.1,4.9,8.4,26.2
NE28 0,E14000853,59.029999999999994,0.10876540963036044,1,6.4,1.4,2.4,2.2,6.2,6.9,20.9
NE28 7,E14000853,59.029999999999994,0.10876540963036044,1.5,5.6,1.4,2.6,2.7,6.6,8.1,22
NE28 6,E14000853,59.029999999999994,0.10876540963036044,2,4.7,0.9,2.1,2.1,7.6,9.4,26
NE27 0,E14000853,59.029999999999994,0.10876540963036044,0.9,5.7,1.1,2.2,1.8,5.6,6.9,25.4
NE28 8,E14000853,59.029999999999994,0.10876540963036044,0.6,4.8,1.3,2.5,2.7,6.3,6.9,19
NE29 6,E14000853,59.029999999999994,0.10876540963036044,1.7,4.8,1.1,1.9,2.1,6.2,7.9,23.1
NE30 1,E14000853,59.029999999999994,0.10876540963036044,1.5,2.7,0.9,1.7,1.7,5.8,6.3,20.3
NE29 0,E14000853,59.029999999999994,0.10876540963036044,0.7,4.5,1.3,2.2,1.9,5.6,6.4,21.1
NE13 6,E14000853,59.029999999999994,0.10876540963036044,0.3,4.2,0.7,1.7,1.6,4,4.1,16.7
NE3  5,E14000853,59.029999999999994,0.10876540963036044,1.3,6.2,1.2,2.4,1.7,3.4,4.2,21.3
NE13 7,E14000853,59.029999999999994,0.10876540963036044,0.4,5.6,1.1,2.3,2.3,4.6,5.3,19.1
CO2  8,E14000644,65.48,0.10869121014620398,3.9,5,1.2,2.4,4.6,12.2,8.8,20.4
CO2  9,E14000644,65.48,0.10869121014620398,1.4,6.6,1.3,2.6,2.7,8.8,9,24.2
CO2  0,E14000644,65.48,0.10869121014620398,0.6,5.6,1.2,2.6,2.5,5.5,4.4,17.1
CO2  7,E14000644,65.48,0.10869121014620398,2.8,4.3,1.1,2.2,2.2,10.5,12.1,27.5
CO5  7,E14000644,65.48,0.10869121014620398,0.9,5.3,0.9,2,2.4,4.3,4.6,18.4
CO3  3,E14000644,65.48,0.10869121014620398,3.4,5.5,1.2,2.8,2,6,7.7,20.2
CO1  1,E14000644,65.48,0.10869121014620398,6.5,4,0.7,1.9,2.2,8.9,13.1,26.4
CO1  9,E14000644,65.48,0.10869121014620398,NA,NA,NA,NA,NA,NA,NA,NA
CO1  2,E14000644,65.48,0.10869121014620398,6.1,4.1,0.9,2,2.6,10.2,11.4,25
CO4  5,E14000644,65.48,0.10869121014620398,3.4,5.4,1,1.9,1.7,6.5,9.6,25.7
CO4  3,E14000644,65.48,0.10869121014620398,7.1,4.6,1.1,2.3,10,18.6,6.3,15
CO7  7,E14000644,65.48,0.10869121014620398,0.9,6.5,1.2,2.6,2.2,4,3.6,17.3
CO6  3,E14000644,65.48,0.10869121014620398,0.6,6.8,1.1,2.5,1.8,3.5,3.4,18.8
CO4  0,E14000644,65.48,0.10869121014620398,2.3,6.3,1.3,2.6,2.5,5.3,5.5,18
CO4  9,E14000644,65.48,0.10869121014620398,3.2,6.9,1.2,3,2.3,5.9,8.7,26.2
CO4  6,E14000644,65.48,0.10869121014620398,NA,NA,NA,NA,NA,NA,NA,NA
CO3  9,E14000644,65.48,0.10869121014620398,1.3,6.9,1.5,3.2,2.9,5.5,5,19.5
CO3  4,E14000644,65.48,0.10869121014620398,1.4,6.6,1.7,3.1,2.7,3.9,3.1,15.7
CO3  8,E14000644,65.48,0.10869121014620398,1.3,8,1.3,3.1,2.4,4,4.7,25.8
CO3  0,E14000644,65.48,0.10869121014620398,1.3,5.6,1.3,2.6,2.2,5.8,5.3,19
CO7  9,E14000644,65.48,0.10869121014620398,2.9,5.3,0.9,1.9,2.3,7.5,5,19.5
SS9  4,E14000957,66.55,0.10862585269348439,0.9,5.5,1.1,2.1,1.9,4.1,4.7,17.3
SS9  3,E14000957,66.55,0.10862585269348439,1,6.5,1.4,2.8,2,4.5,4.4,18.1
SS9  2,E14000957,66.55,0.10862585269348439,1,5.3,1.1,2,1.7,4.4,5.9,22.8
SS0  9,E14000957,66.55,0.10862585269348439,3.8,6.5,1.4,2.5,2.2,6.6,8.5,25.7
SS0  0,E14000957,66.55,0.10862585269348439,1.3,6.8,1.3,2.9,2.2,4.7,4.3,18.8
SS0  8,E14000957,66.55,0.10862585269348439,4.5,4.3,0.8,2.1,1.9,5.6,7.9,24.1
SS9  1,E14000957,66.55,0.10862585269348439,1.5,5.2,1.1,1.9,1.3,4.2,7.8,26.9
SS0  7,E14000957,66.55,0.10862585269348439,7.8,4,0.9,1.7,2,7.7,9.7,24.6
SS9  5,E14000957,66.55,0.10862585269348439,0.9,5.4,1.5,2.2,2.1,4.9,4.4,17.7
SS2  6,E14000957,66.55,0.10862585269348439,1.9,5.6,1.3,2.6,1.9,5.2,5.8,19.8
SS99 6,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 3,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 4,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 5,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 9,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 1,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 2,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 0,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS99 8,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
SS22 8,E14000957,66.55,0.10862585269348439,NA,NA,NA,NA,NA,NA,NA,NA
MK43 9,E14000813,73.96,0.10856392085042003,1.8,7.5,1.7,2.9,2.2,4.8,3.6,19.1
MK42 9,E14000813,73.96,0.10856392085042003,14.4,6.5,1.3,2.4,2.2,7.3,10.2,25.4
MK45 3,E14000813,73.96,0.10856392085042003,1.7,5.4,1.1,2.2,1.7,3.8,4.2,17.8
MK42 6,E14000813,73.96,0.10856392085042003,2,5.3,0.7,1.7,2,11.2,14.5,24.4
MK42 7,E14000813,73.96,0.10856392085042003,5.5,6.8,1.5,2.9,2.7,5.8,6.5,20.5
MK43 8,E14000813,73.96,0.10856392085042003,2.2,6.7,1.5,2.7,1.9,3.4,3.1,18.1
MK40 4,E14000813,73.96,0.10856392085042003,11.5,7.2,1.4,3.5,2.8,6.7,8.4,22.4
MK45 2,E14000813,73.96,0.10856392085042003,1.5,7.1,1.4,2.8,2.2,4.2,3.7,20
MK45 4,E14000813,73.96,0.10856392085042003,1.1,6.7,1.8,2.9,2.6,4.6,3.3,18.6
MK45 9,E14000813,73.96,0.10856392085042003,NA,NA,NA,NA,NA,NA,NA,NA
MK45 5,E14000813,73.96,0.10856392085042003,1.3,6,1.4,2.8,2.1,4.5,4,19
MK45 1,E14000813,73.96,0.10856392085042003,1.6,6.1,1.4,2.9,2.4,6,6.5,21.4
SG17 5,E14000813,73.96,0.10856392085042003,1.1,6.8,1.3,2.5,2,5.7,5.2,22.4
SG15 6,E14000813,73.96,0.10856392085042003,1.6,5.3,1.1,2.4,2.2,6,7.3,24.5
SG16 6,E14000813,73.96,0.10856392085042003,1.6,5.8,1.1,2.3,1.6,4.9,5.3,24.6
SG5  3,E14000813,73.96,0.10856392085042003,1.1,6.3,1.4,2.8,1.7,3.8,3.2,18.8
MK17 8,E14000813,73.96,0.10856392085042003,1.8,5.4,1.2,2.7,1.6,3.8,4.6,18.8
MK17 9,E14000813,73.96,0.10856392085042003,2,6.5,1.2,2.2,1.8,4.1,3.4,17.5
MK43 0,E14000813,73.96,0.10856392085042003,4.2,6.3,1.2,2.1,1.7,7.4,7.7,22.9
LU7  9,E14000813,73.96,0.10856392085042003,1.4,6.5,1.4,2.6,1.5,3.6,4.1,21.4
LU2  8,E14000813,73.96,0.10856392085042003,3.4,6.3,1.4,2.6,2.5,6.1,6.7,20.7
MK43 1,E14000813,73.96,0.10856392085042003,NA,NA,NA,NA,NA,NA,NA,NA
MK43 2,E14000813,73.96,0.10856392085042003,NA,NA,NA,NA,NA,NA,NA,NA
SG18 9,E14000813,73.96,0.10856392085042003,1.1,6.2,1.5,2.8,2.5,4.1,3.7,17.7
MK44 3,E14000813,73.96,0.10856392085042003,1.5,6.1,1.1,2.1,1.7,3.9,4.1,17.8
SG19 1,E14000813,73.96,0.10856392085042003,1.7,5.8,1.1,2.7,2.2,5.8,5.8,21.6
SG18 0,E14000813,73.96,0.10856392085042003,1.8,6.3,1.5,2.9,2.4,5.6,6.8,21.7
SG17 9,E14000813,73.96,0.10856392085042003,NA,NA,NA,NA,NA,NA,NA,NA
LU5  6,E14000813,73.96,0.10856392085042003,0.9,7.2,1.5,3.2,2.4,5,3.9,18
LU3  3,E14000813,73.96,0.10856392085042003,4.2,6.8,1.5,2.8,2.4,6.3,7,20.5
LU2  7,E14000813,73.96,0.10856392085042003,8.2,5.9,1.2,2.6,2.3,6.9,9.2,22.7
LU4  9,E14000813,73.96,0.10856392085042003,5.8,7.2,1.5,2.7,2.2,6,8,22.1
HA5  4,E14000906,69.96,0.10845980311730927,4.3,5.6,1.2,2.6,1.7,5,6,18.4
HA3  6,E14000906,69.96,0.10845980311730927,5.7,6.3,1.2,3.1,2.5,6.8,6.5,18.4
HA5  3,E14000906,69.96,0.10845980311730927,5.1,5.7,1.3,2.4,1.8,4.8,6,20.5
HA3  5,E14000906,69.96,0.10845980311730927,8.5,6.6,1.4,2.9,2.6,7.4,9.2,23.2
HA5  9,E14000906,69.96,0.10845980311730927,NA,NA,NA,NA,NA,NA,NA,NA
HA5  5,E14000906,69.96,0.10845980311730927,5,5.7,1.1,2.6,2.1,5.1,5.6,20.6
HA5  2,E14000906,69.96,0.10845980311730927,3.6,5.8,1.2,2.5,1.9,4.4,5.1,20.5
HA5  1,E14000906,69.96,0.10845980311730927,4.5,6.3,1.4,2.7,2.3,4.7,5.1,21.1
HA4  7,E14000906,69.96,0.10845980311730927,3.3,5.6,1.1,2.6,1.8,5.2,6.2,19.9
HA4  8,E14000906,69.96,0.10845980311730927,3.7,5.8,1.1,2.5,2.1,5.6,6.3,20.9
UB9  6,E14000906,69.96,0.10845980311730927,3,5.7,1.2,2.2,2.2,4.6,6.3,21.9
WD3  8,E14000906,69.96,0.10845980311730927,1.7,6.2,1.1,2.2,2.2,5.1,6.5,24.9
UB10 8,E14000906,69.96,0.10845980311730927,2.4,6.2,1.1,2.9,2,5.4,4.5,19.6
HA6  2,E14000906,69.96,0.10845980311730927,4.7,4.9,1.4,2.5,1.5,5.6,6.6,18.4
HA6  1,E14000906,69.96,0.10845980311730927,6.5,5.9,1.1,2.2,1.7,5.2,6.3,22.4
HA6  3,E14000906,69.96,0.10845980311730927,3.5,5.7,1.2,2.5,1.6,4.5,5.5,20
WD3  1,E14000906,69.96,0.10845980311730927,3.5,4.2,1,1.3,1.4,3.8,8,25
HA6  9,E14000906,69.96,0.10845980311730927,NA,NA,NA,NA,NA,NA,NA,NA
HA4  6,E14000906,69.96,0.10845980311730927,4.9,5.6,1,2.1,2,6.3,8.3,24.7
NA,E14000808,57.56,0.108415079179082,NA,NA,NA,NA,NA,NA,NA,NA
OX10 0,E14001015,70.32,0.1082644154866786,3,4.9,1.1,2.2,1.6,5,5.7,20.9
OX10 9,E14001015,70.32,0.1082644154866786,1.9,5.8,1.2,1.8,1.9,3.9,4.4,22.4
OX11 9,E14001015,70.32,0.1082644154866786,2.3,6.3,1.1,2.7,1.8,4.8,5.2,19.5
OX10 8,E14001015,70.32,0.1082644154866786,3,6.9,1.4,3,2.2,4,5,21.6
OX11 6,E14001015,70.32,0.1082644154866786,NA,NA,NA,NA,NA,NA,NA,NA
OX11 0,E14001015,70.32,0.1082644154866786,1.7,5.5,1.5,2.5,1.6,4.5,4.6,19.3
RG8  9,E14001015,70.32,0.1082644154866786,2.2,6,1.2,2,1.4,2.7,3.5,15.7
OX11 7,E14001015,70.32,0.1082644154866786,4.1,6.5,1.3,2.4,2.1,5.6,8.3,27.3
OX11 8,E14001015,70.32,0.1082644154866786,4,6,1.6,2.5,2.6,6.2,7.8,21.3
OX11 1,E14001015,70.32,0.1082644154866786,NA,NA,NA,NA,NA,NA,NA,NA
OX4  4,E14001015,70.32,0.1082644154866786,6.3,5.4,1.1,2.1,1.9,6.2,10.1,22.2
OX14 3,E14001015,70.32,0.1082644154866786,5.1,4.8,1,2.1,1.7,5.4,7.8,21.8
OX44 9,E14001015,70.32,0.1082644154866786,2.1,5.7,0.9,2.5,1.9,3.5,4.3,18.4
OX14 4,E14001015,70.32,0.1082644154866786,3.9,6.7,1.4,2.4,2,4.4,5.1,19.1
OX4  7,E14001015,70.32,0.1082644154866786,5.9,7.8,1.5,3.1,2.6,5.7,9,26.9
OX10 1,E14001015,70.32,0.1082644154866786,NA,NA,NA,NA,NA,NA,NA,NA
OX10 6,E14001015,70.32,0.1082644154866786,1.2,5.4,1,1.8,2.2,7.3,9.3,23
OX13 6,E14001015,70.32,0.1082644154866786,1.9,7.2,1.1,2,2.6,8.1,6.8,20.1
OX14 5,E14001015,70.32,0.1082644154866786,4.9,5.7,1.1,2.5,2.2,5.2,7.7,21.9
SN7  7,E14001015,70.32,0.1082644154866786,1.6,6,1.3,2.3,2.3,4.8,5.8,21.1
SN7  8,E14001015,70.32,0.1082644154866786,2.1,6.5,1,2.3,1.5,3.1,3.7,19.8
SN7  9,E14001015,70.32,0.1082644154866786,NA,NA,NA,NA,NA,NA,NA,NA
OX12 7,E14001015,70.32,0.1082644154866786,1.2,5.7,1.2,2.7,2.3,3.8,4.2,16.7
