postcode_sectors,code_constituency,turnout,women_age30to45,perc_eu,10to14%,15%,16to17%,18to19%,20to24%,25to29%,30to44%,All residents,WhiteTot,White%,MixedTot,Mixed%,Asian/Asian British,Asian/Asian British%,Black/African/Carribean/Black British,Black/African/Carribean/Black British%
PE2  2,E14000878,64.9,11.1716269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE6  8,E14000878,64.9,11.1716269,0.9,6.1,1.3,2.7,2,4.9,5,18.6,13059,12796,98,113,0.9,110,0.8,36,0.3
PE6  6,E14000878,64.9,11.1716269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE9  1,E14000878,64.9,11.1716269,2.8,5.6,1.3,2.3,2.1,5.1,7.1,21.2,9405,9099,96.7,99,1.1,159,1.7,23,0.2
PE8  6,E14000878,64.9,11.1716269,0.9,5.9,1.1,2.1,1.8,6.8,8.3,21.5,8167,7951,97.4,83,1,77,0.9,44,0.5
PE2  8,E14000878,64.9,11.1716269,9.5,5.2,1.2,2.4,2.3,6.4,8.1,21.8,13322,12271,92.1,265,2,498,3.7,239,1.8
PE9  9,E14000878,64.9,11.1716269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE2  6,E14000878,64.9,11.1716269,3.1,4.7,1.6,2,2,5.4,6.9,21.1,2716,2482,91.4,42,1.5,146,5.4,37,1.4
PE8  9,E14000878,64.9,11.1716269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PE7  2,E14000878,64.9,11.1716269,0.7,6.2,1.5,2.7,2.5,4.7,5,20.4,2826,2757,97.6,22,0.8,30,1.1,15,0.5
PE8  4,E14000878,64.9,11.1716269,1.7,9.9,3.4,8.2,3.7,3.1,3.2,14.8,5735,5474,95.4,74,1.3,144,2.5,34,0.6
PE7  8,E14000878,64.9,11.1716269,7.7,8,1.3,2.4,2,7.5,11.1,29.8,10472,8835,84.4,455,4.3,723,6.9,373,3.6
PE9  4,E14000878,64.9,11.1716269,0.9,6.8,1.9,2.3,1.9,3.4,3.6,19.3,6059,5960,98.4,44,0.7,37,0.6,11,0.2
PE7  1,E14000878,64.9,11.1716269,1.4,5.8,1.3,2.7,2.2,5.5,5.4,17.4,12745,12476,97.9,108,0.8,111,0.9,33,0.3
PE2  5,E14000878,64.9,11.1716269,7.8,6.3,1.3,2.7,2.3,6.4,7.4,20.6,14928,13623,91.3,434,2.9,378,2.5,433,2.9
PL6  5,E14000879,62.43,9.8932218,0.9,6.4,1.2,2.5,2.2,5.1,5,18.6,13480,13091,97.1,125,0.9,156,1.2,69,0.5
PL5  4,E14000879,62.43,9.8932218,1.6,5.6,1.4,2.5,2.5,6.9,7.6,20.1,9435,9224,97.8,76,0.8,94,1,35,0.4
PL5  3,E14000879,62.43,9.8932218,1.4,6,1.2,2.7,2.6,5.8,7.6,19.4,11299,10910,96.6,126,1.1,144,1.3,86,0.8
PL6  6,E14000879,62.43,9.8932218,0.7,5.3,1.4,2.4,2.4,5.5,6,16.7,9179,8987,97.9,67,0.7,88,1,13,0.1
PL6  8,E14000879,62.43,9.8932218,0.9,5,1.3,2.3,4.2,6.8,5.5,17.1,10099,9805,97.1,55,0.5,197,2,16,0.2
PL2  3,E14000879,62.43,9.8932218,1.1,5.7,1.3,2.7,2.2,5.7,6.7,20.6,10700,10355,96.8,112,1,161,1.5,34,0.3
PL2  2,E14000879,62.43,9.8932218,1.4,7,1.7,3.1,2.6,6.6,7.6,19.1,10661,10374,97.3,109,1,94,0.9,73,0.7
PL5  1,E14000879,62.43,9.8932218,0.9,6.5,1.3,2.6,2.6,7.2,6.8,19.6,12269,12045,98.2,107,0.9,77,0.6,29,0.2
PL5  2,E14000879,62.43,9.8932218,1,5.9,1.5,2.7,2.8,6,6.1,18.5,9913,9736,98.2,102,1,47,0.5,20,0.2
PL5  9,E14000879,62.43,9.8932218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PL6  7,E14000879,62.43,9.8932218,1.1,5.3,1.1,2.1,2.1,6.4,6.5,19.4,8442,8160,96.7,95,1.1,110,1.3,33,0.4
PL3  6,E14000880,65.45,9.557366,1.1,6.6,1.4,2.9,2.4,6.3,7.4,19.9,12255,11990,97.8,94,0.8,99,0.8,54,0.4
PL4  6,E14000880,65.45,9.557366,5.3,2.2,0.6,1.3,11.6,40.5,10.6,12.1,6582,5874,89.2,187,2.8,321,4.9,116,1.8
PL4  7,E14000880,65.45,9.557366,5.1,3.7,0.7,1.6,6.9,23.3,11.4,18.3,9078,8473,93.3,181,2,232,2.6,122,1.3
PL3  4,E14000880,65.45,9.557366,2.8,5.1,1.1,2.2,2.6,7.8,8.2,22.4,9451,8951,94.7,157,1.7,200,2.1,97,1
PL3  5,E14000880,65.45,9.557366,1.7,6.4,1.3,2.6,2.1,4.7,4.4,18.9,9245,8912,96.4,109,1.2,132,1.4,51,0.6
PL2  2,E14000880,65.45,9.557366,1.4,7,1.7,3.1,2.6,6.6,7.6,19.1,10661,10374,97.3,109,1,94,0.9,73,0.7
PL2  1,E14000880,65.45,9.557366,3.1,4.3,1,2.5,2.6,8.7,10.3,23.6,10097,9673,95.8,161,1.6,138,1.4,71,0.7
PL1  4,E14000880,65.45,9.557366,3.4,5.7,1.4,2.7,2.7,8.6,9.2,19,5762,5476,95,106,1.8,76,1.3,79,1.4
PL4  8,E14000880,65.45,9.557366,5.4,2.1,0.4,1.1,12.8,35,10.5,14.5,10179,9309,91.5,254,2.5,410,4,122,1.2
PL4  9,E14000880,65.45,9.557366,4.7,4.5,0.7,1.8,5.9,15.3,11.2,20.2,7908,7311,92.5,185,2.3,241,3,121,1.5
PL2  3,E14000880,65.45,9.557366,1.1,5.7,1.3,2.7,2.2,5.7,6.7,20.6,10700,10355,96.8,112,1,161,1.5,34,0.3
PL4  0,E14000880,65.45,9.557366,5.7,3.7,0.6,2,2.9,12.2,11.9,19.5,2717,2515,92.6,61,2.2,83,3.1,25,0.9
PL1  3,E14000880,65.45,9.557366,6.5,2.8,0.5,1.6,2.5,11.6,12,20.3,4998,4622,92.5,114,2.3,147,2.9,50,1
PL1  5,E14000880,65.45,9.557366,6.4,4.1,1,2,3.1,14.4,10.9,20.5,8828,7849,88.9,263,3,404,4.6,188,2.1
PL1  1,E14000880,65.45,9.557366,6.5,1.9,1.1,0.8,17.2,18.6,10.6,14.9,784,715,91.2,20,2.6,25,3.2,11,1.4
PL1  2,E14000880,65.45,9.557366,7.6,2.2,0.4,0.7,2.4,14.7,14.7,20.9,2326,2163,93,69,3,50,2.1,24,1
PL1  9,E14000880,65.45,9.557366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH12 4,E14000881,65.31,10.0863812,2.5,6.6,1.3,2.8,2.3,6.1,6.1,19.8,8709,8323,95.6,152,1.7,152,1.7,56,0.6
BH12 5,E14000881,65.31,10.0863812,2.8,4.9,0.8,1.9,6.5,10.5,5.6,16.6,4343,4031,92.8,76,1.7,197,4.5,27,0.6
BH17 8,E14000881,65.31,10.0863812,1.4,6.6,1.4,2.8,2.8,6.5,6.3,20.9,7525,7302,97,83,1.1,102,1.4,18,0.2
BH17 7,E14000881,65.31,10.0863812,1.4,5.3,1.2,2,2.2,4.8,6,20.6,8904,8723,98,67,0.8,85,1,18,0.2
BH12 1,E14000881,65.31,10.0863812,3.8,4.8,1,2.1,1.9,7.1,8.1,22.4,6253,5850,93.6,121,1.9,207,3.3,34,0.5
BH12 9,E14000881,65.31,10.0863812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH12 3,E14000881,65.31,10.0863812,2.7,6,0.9,2.5,2.5,5.9,6.3,21.2,8011,7701,96.1,100,1.2,177,2.2,22,0.3
BH3  7,E14000881,65.31,10.0863812,5.2,4.4,0.8,2.1,3.6,13.2,7.1,17.9,5740,5183,90.3,158,2.8,260,4.5,46,0.8
BH4  9,E14000881,65.31,10.0863812,6.8,2.5,0.4,1,1.7,7,11.1,22.8,4059,3789,93.3,81,2,125,3.1,28,0.7
BH1  2,E14000881,65.31,10.0863812,14.3,1.4,0.5,0.7,4.8,18.7,17,22,1096,809,73.8,57,5.2,179,16.3,23,2.1
BH12 2,E14000881,65.31,10.0863812,3.4,5,1.3,2.2,2.4,6.1,7.9,23.9,7955,7570,95.2,135,1.7,189,2.4,33,0.4
BH1  3,E14000881,65.31,10.0863812,11.5,1.4,0.2,0.8,3.8,11.1,14.2,22.7,6470,5485,84.8,170,2.6,598,9.2,113,1.7
BH14 9,E14000881,65.31,10.0863812,3,5.8,1.3,2.2,1.8,4.6,6.3,25.3,7170,6777,94.5,133,1.9,185,2.6,32,0.4
BH13 7,E14000881,65.31,10.0863812,3.1,3.4,0.5,1.4,1.4,3.4,4.2,14.6,3751,3546,94.5,54,1.4,114,3,17,0.5
BH13 6,E14000881,65.31,10.0863812,2.8,2,0.4,1.1,1.1,3.4,5.2,13.4,4570,4369,95.6,54,1.2,105,2.3,15,0.3
BH14 8,E14000881,65.31,10.0863812,1.8,4.1,0.8,1.6,1.4,3.5,4.6,19.6,9262,8980,97,123,1.3,125,1.3,13,0.1
BH18 8,E14000881,65.31,10.0863812,0.8,5.7,1.3,2.6,2.2,3.5,2,12.3,4652,4533,97.4,45,1,67,1.4,3,0.1
BH15 4,E14000881,65.31,10.0863812,2.2,5.3,1.3,2.1,1.9,5.7,6.4,20.2,9526,9267,97.3,86,0.9,123,1.3,30,0.3
BH16 5,E14000881,65.31,10.0863812,1.2,6.3,1.4,3,2.4,5.2,5.8,19,10947,10749,98.2,104,1,69,0.6,15,0.1
BH14 0,E14000881,65.31,10.0863812,2.9,4.9,1.1,2.3,1.9,5.7,7,22.1,7000,6633,94.8,98,1.4,210,3,41,0.6
BH15 3,E14000881,65.31,10.0863812,2,5.9,1.2,2.8,2.3,4.8,4.8,18.4,11277,10906,96.7,94,0.8,219,1.9,35,0.3
BH15 2,E14000881,65.31,10.0863812,4.5,4.9,1.2,2.2,1.9,6.4,6.9,20,6073,5552,91.4,102,1.7,365,6,30,0.5
BH14 4,E14000881,65.31,10.0863812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH15 9,E14000881,65.31,10.0863812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BH15 1,E14000881,65.31,10.0863812,6.7,2.8,0.5,1.8,3.3,9.3,10.9,20.1,6176,5680,92,127,2.1,311,5,36,0.6
BH16 6,E14000881,65.31,10.0863812,0.7,6.1,1.1,2.4,1.8,4.5,3.9,15.2,4888,4849,99.2,19,0.4,18,0.4,1,0
E14  1,E14000882,62.18,14.8044804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E14  9,E14000882,62.18,14.8044804,15.7,2.6,0.5,1.1,1.6,13.9,23.4,34.9,14518,6890,47.5,732,5,5511,38,887,6.1
E14  3,E14000882,62.18,14.8044804,13,3.9,0.7,1.5,1.7,10,15.7,32.7,17059,9943,58.3,709,4.2,5175,30.3,907,5.3
E14  0,E14000882,62.18,14.8044804,7.2,7.5,1.7,3,2.9,10.1,11,23.8,10795,3250,30.1,409,3.8,5664,52.5,1259,11.7
E14  2,E14000882,62.18,14.8044804,10.7,3.2,0.5,0.9,1.4,11.1,22.4,37.5,1760,693,39.4,75,4.3,741,42.1,167,9.5
E14  5,E14000882,62.18,14.8044804,16.8,1.1,0.2,0.2,1.2,12.6,26.3,39.8,649,373,57.5,22,3.4,218,33.6,27,4.2
E14  4,E14000882,62.18,14.8044804,15.8,0.6,0,0,0.4,6.4,19,50.2,468,303,64.7,20,4.3,120,25.6,7,1.5
E3   4,E14000882,62.18,14.8044804,7.2,6.3,1.3,2.3,2.6,13.7,14.7,24.5,15169,5930,39.1,580,3.8,6813,44.9,1547,10.2
E3   3,E14000882,62.18,14.8044804,6.5,7,1.4,2.6,2.9,11.7,13.2,25.6,10681,3026,28.3,407,3.8,5678,53.2,1291,12.1
E3   2,E14000882,62.18,14.8044804,8.5,4.6,0.8,1.5,2.1,12.9,18.5,27.5,13970,8065,57.7,772,5.5,3714,26.6,1128,8.1
E14  8,E14000882,62.18,14.8044804,11.9,4.2,0.8,1.7,1.8,9,15.4,33.5,12380,6380,51.5,528,4.3,4307,34.8,840,6.8
E14  6,E14000882,62.18,14.8044804,7.4,7.1,1.7,2.6,2.7,9.2,11.4,24.6,12181,4883,40.1,507,4.2,5199,42.7,1340,11
E2   9,E14000882,62.18,14.8044804,8.4,5.3,1.2,2.1,2,10.7,15.5,28.6,8490,4305,50.7,393,4.6,2855,33.6,695,8.2
E14  7,E14000882,62.18,14.8044804,7.3,7.2,1.4,2.5,2.6,10.9,13.2,26.5,12828,4221,32.9,474,3.7,6952,54.2,968,7.5
E1W  2,E14000882,62.18,14.8044804,15.6,2.2,0.5,0.7,1,9.5,20.3,36.7,4204,2895,68.9,168,4,956,22.7,94,2.2
E98  1,E14000882,62.18,14.8044804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E1W  1,E14000882,62.18,14.8044804,16.1,2,0.5,1,0.9,6.7,15.7,35.3,2506,1937,77.3,85,3.4,399,15.9,48,1.9
E1W  3,E14000882,62.18,14.8044804,11.2,3.8,0.8,1.7,1.6,7.7,15.6,32.7,5718,3206,56.1,242,4.2,1773,31,387,6.8
EC3N 4,E14000882,62.18,14.8044804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E1   8,E14000882,62.18,14.8044804,13.4,3.7,0.8,1.5,1.8,13,18.4,29.7,4374,2006,45.9,180,4.1,1773,40.5,273,6.2
E1   2,E14000882,62.18,14.8044804,8.2,5.6,1.1,2,3.4,13.5,15.2,26.3,7872,2381,30.2,210,2.7,4551,57.8,494,6.3
E1   0,E14000882,62.18,14.8044804,6.8,7.4,1.2,2.5,3.1,11.8,11.5,23.6,11066,3479,31.4,344,3.1,6310,57,694,6.3
E1   6,E14000882,62.18,14.8044804,16.7,2.7,0.6,1,2,14.5,23.7,32,4333,2631,60.7,175,4,1289,29.7,147,3.4
E1   1,E14000882,62.18,14.8044804,11.5,3.6,1,1.7,2.3,17,22.9,25.4,6305,2419,38.4,203,3.2,3269,51.8,266,4.2
E1W  9,E14000882,62.18,14.8044804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
E1   3,E14000882,62.18,14.8044804,7.5,6.3,1.2,2.7,3.1,12.5,13.3,23.7,7366,2732,37.1,244,3.3,3798,51.6,409,5.6
E1   7,E14000882,62.18,14.8044804,18.2,2.4,0.5,1.2,3,17,22.8,29,2483,1429,57.6,86,3.5,804,32.4,89,3.6
PO4  8,E14000883,62.08,10.3300258,2.5,5.1,0.9,2.1,5.4,9.2,7.1,20.3,14436,13102,90.8,338,2.3,662,4.6,255,1.8
PO3  6,E14000883,62.08,10.3300258,1.6,6.6,1.6,2.6,2.9,6,6.4,21.7,11668,11079,95,213,1.8,240,2.1,96,0.8
PO3  5,E14000883,62.08,10.3300258,1.4,6.9,1.7,2.6,2.8,6.7,7,21.3,7618,7101,93.2,156,2,276,3.6,53,0.7
PO2  7,E14000883,62.08,10.3300258,3.6,6.6,1.3,2.6,3,7.6,9.3,23.3,12867,11275,87.6,364,2.8,836,6.5,293,2.3
PO2  0,E14000883,62.08,10.3300258,1.9,6.6,1.3,2.9,2.4,6.2,6.7,22,13069,11861,90.8,246,1.9,752,5.8,138,1.1
PO6  2,E14000883,62.08,10.3300258,1.4,6.6,1.3,2.7,2.6,5.9,4.8,19,11472,10898,95,153,1.3,309,2.7,82,0.7
PO6  4,E14000883,62.08,10.3300258,1.1,6.9,1.4,2.5,2.8,5.8,6.9,20,10656,10097,94.8,194,1.8,233,2.2,114,1.1
PO6  3,E14000883,62.08,10.3300258,1.5,7.6,1.5,3,2.9,6.6,6.7,19.2,9893,9132,92.3,159,1.6,489,4.9,73,0.7
PO6  9,E14000883,62.08,10.3300258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PO6  1,E14000883,62.08,10.3300258,1,6.5,1.5,2.7,2.1,4.7,4,19.8,8542,8187,95.8,132,1.5,186,2.2,16,0.2
PO7  5,E14000883,62.08,10.3300258,0.9,6.7,1.5,3,2.4,5.5,4.1,18.7,11576,11211,96.8,146,1.3,154,1.3,48,0.4
PO2  9,E14000883,62.08,10.3300258,2.4,5.4,1.2,2.5,2.4,6.9,9.8,21.4,8024,7254,90.4,167,2.1,428,5.3,137,1.7
PO2  8,E14000883,62.08,10.3300258,2.7,5.4,1,2.5,2.2,6.7,10.3,21.4,8083,7524,93.1,150,1.9,245,3,134,1.7
PO1  4,E14000883,62.08,10.3300258,3.1,5.7,1.3,2.7,2.7,8.5,7.7,18.9,4842,3933,81.2,163,3.4,510,10.5,139,2.9
PO17 6,E14000883,62.08,10.3300258,1.1,5.3,1.6,2.2,4,6.1,5.3,18.5,1873,1825,97.4,13,0.7,21,1.1,6,0.3
PR2  1,E14000885,55.79,9.8213132,1.7,6.2,1.4,2.5,2.5,7.2,6.5,19.8,15065,14150,93.9,280,1.9,519,3.4,89,0.6
PR2  2,E14000885,55.79,9.8213132,3.1,3.5,0.8,1.4,6.5,14.5,12.3,21.3,8437,7454,88.3,244,2.9,581,6.9,109,1.3
PR2  6,E14000885,55.79,9.8213132,2.4,7.2,1.2,3.2,2.9,6.1,7.1,20.6,15644,13957,89.2,465,3,1002,6.4,176,1.1
PR2  5,E14000885,55.79,9.8213132,0.6,6.3,1.1,2.3,2,4.6,4.5,22.4,2855,2793,97.8,29,1,22,0.8,10,0.4
PR1  6,E14000885,55.79,9.8213132,3.5,7.3,1.4,2.7,3.4,10.4,8.7,22,10975,5310,48.4,315,2.9,5051,46,194,1.8
PR1  1,E14000885,55.79,9.8213132,4.8,2.9,0.6,1.1,20.9,23,7.3,13.8,3702,2602,70.3,147,4,764,20.6,74,2
PR1  5,E14000885,55.79,9.8213132,4.9,5.6,0.9,2.2,2.4,9.2,10.8,22.8,9090,6266,68.9,321,3.5,2268,25,145,1.6
PR0  2,E14000885,55.79,9.8213132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PR1  4,E14000885,55.79,9.8213132,5.8,7.3,1.5,2.4,2.6,7.7,9.1,22.1,8826,4684,53.1,261,3,3612,40.9,186,2.1
PR2  3,E14000885,55.79,9.8213132,1.6,5,1.3,2.2,2.3,6.6,5.9,18.7,14910,13100,87.9,260,1.7,1381,9.3,122,0.8
PR2  7,E14000885,55.79,9.8213132,2.6,5.4,1.2,2.7,2.3,7,7.1,16.7,4296,3993,92.9,135,3.1,126,2.9,36,0.8
PR4  0,E14000885,55.79,9.8213132,0.5,7,1.6,3.2,2.4,4.6,4.1,20.6,7190,6912,96.1,66,0.9,163,2.3,16,0.2
PR1  7,E14000885,55.79,9.8213132,3.9,2.3,0.3,1.1,13.1,29,9.1,15.5,6455,5393,83.5,180,2.8,727,11.3,120,1.9
PR2  8,E14000885,55.79,9.8213132,1.6,5.9,1.2,2.8,2.2,7.3,5.6,18.6,6844,5035,73.6,119,1.7,1544,22.6,86,1.3
PR3  5,E14000885,55.79,9.8213132,0.3,6.7,1,2.3,2,4.9,3,15.6,3021,2893,95.8,33,1.1,84,2.8,5,0.2
PR2  9,E14000885,55.79,9.8213132,1.1,6,1.2,2.6,1.9,5.1,5.2,22.1,11157,9434,84.6,155,1.4,1417,12.7,98,0.9
PR5  0,E14000885,55.79,9.8213132,0.2,5,1.1,2.2,2.4,4.7,4,17.1,5569,5467,98.2,68,1.2,32,0.6,2,0
PR2  0,E14000885,55.79,9.8213132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PR1  8,E14000885,55.79,9.8213132,6.4,3.6,0.5,2,4.8,18.8,13.4,21.8,5544,3857,69.6,144,2.6,1333,24,104,1.9
PR1  2,E14000885,55.79,9.8213132,6.5,1,0.3,1.6,15,48.8,10.1,10.7,1592,1201,75.4,44,2.8,248,15.6,26,1.6
PR1  3,E14000885,55.79,9.8213132,9.9,4.5,0.4,1.8,3.2,16.6,13.4,23.5,3436,2242,65.3,123,3.6,877,25.5,73,2.1
PR4  5,E14000885,55.79,9.8213132,0.6,5.6,1.1,2.2,2,4.6,3.2,16.4,8162,8045,98.6,51,0.6,48,0.6,10,0.1
PR1  0,E14000885,55.79,9.8213132,0.7,6.3,1.3,3.3,2.3,4.6,3.8,18.2,9635,9214,95.6,78,0.8,306,3.2,20,0.2
PR4  4,E14000885,55.79,9.8213132,0.5,6.7,1.1,2.6,2.2,5.3,3.4,17.7,6152,6008,97.7,58,0.9,60,1,21,0.3
PR1  9,E14000885,55.79,9.8213132,1.1,5.7,1.3,2.8,2.2,6,6.1,20.5,12294,11725,95.4,205,1.7,286,2.3,54,0.4
PR11 1,E14000885,55.79,9.8213132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,E14000886,72.2,11.5554153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW15 2,E14000887,66.97,16.1808933,10.5,2.6,0.5,0.8,0.7,6,21,35.2,10338,8623,83.4,387,3.7,867,8.4,294,2.8
SW15 6,E14000887,66.97,16.1808933,10.6,4.1,0.6,1.5,1.3,6.2,15.9,29.6,8299,6914,83.3,332,4,567,6.8,316,3.8
SW15 9,E14000887,66.97,16.1808933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SW15 1,E14000887,66.97,16.1808933,8.3,3.5,0.6,1.3,0.9,5.3,15,32.1,10044,8906,88.7,339,3.4,461,4.6,215,2.1
SW15 3,E14000887,66.97,16.1808933,12.5,4.5,1,1.7,2.1,7.8,12.5,26,11536,7955,69,584,5.1,1475,12.8,949,8.2
SW18 1,E14000887,66.97,16.1808933,9.9,2.7,0.5,0.9,0.9,6.3,18.9,35.8,10734,8555,79.7,427,4,953,8.9,521,4.9
SW18 5,E14000887,66.97,16.1808933,11.4,5.1,0.9,1.7,1.3,4.9,11.1,31.5,13431,10533,78.4,493,3.7,1711,12.7,520,3.9
SW15 4,E14000887,66.97,16.1808933,14.3,5.4,1.1,2.1,6.1,15,10.1,20.9,10338,6273,60.7,778,7.5,1168,11.3,1746,16.9
SW15 5,E14000887,66.97,16.1808933,11.3,4.4,0.9,1.8,6.1,11,9.5,22.4,9901,7724,78,471,4.8,791,8,650,6.6
SW18 4,E14000887,66.97,16.1808933,10.2,3.7,0.7,1.8,1.6,7,17.3,35.6,10453,6982,66.8,558,5.3,1202,11.5,1493,14.3
SW18 2,E14000887,66.97,16.1808933,8.9,3.7,0.7,1.3,1.2,5.3,14.8,34,9817,7706,78.5,430,4.4,741,7.5,815,8.3
SW19 5,E14000887,66.97,16.1808933,11.5,6,1,1.8,1.4,3.7,7.2,23,3987,3155,79.1,139,3.5,490,12.3,73,1.8
SW19 6,E14000887,66.97,16.1808933,16.5,5.4,1,2.1,2,6.9,13.9,27.9,12029,8054,67,666,5.5,1743,14.5,1160,9.6
SS12 0,E14000888,68.96,9.6641555,0.4,5.1,1.1,2.1,2.2,5,4.4,16.9,6959,6675,95.9,65,0.9,131,1.9,75,1.1
SS12 9,E14000888,68.96,9.6641555,0.9,6.2,1.2,2.3,1.6,5.1,7.6,28.2,11070,10464,94.5,158,1.4,277,2.5,136,1.2
SS14 3,E14000888,68.96,9.6641555,2.2,7.2,1.7,3,3.2,7.1,6,21.8,4390,3897,88.8,107,2.4,100,2.3,280,6.4
SS11 8,E14000888,68.96,9.6641555,0.4,6.4,1.2,2.6,2.4,5.5,4.4,19.3,9737,9365,96.2,117,1.2,143,1.5,97,1
SS11 7,E14000888,68.96,9.6641555,0.6,5.6,1.2,2.3,2,4.6,4.5,17.9,7001,6753,96.5,83,1.2,93,1.3,58,0.8
SS11 9,E14000888,68.96,9.6641555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS6  7,E14000888,68.96,9.6641555,0.3,5.5,1.3,2.8,2.1,4.2,4.1,18.8,6613,6415,97,76,1.1,82,1.2,31,0.5
SS6  9,E14000888,68.96,9.6641555,0.5,6.3,1.2,2.3,1.8,4.8,5.8,23.9,12336,11971,97,124,1,167,1.4,55,0.4
SS6  8,E14000888,68.96,9.6641555,0.8,5.9,1.2,2.5,2,5,4.3,18.8,12843,12398,96.5,140,1.1,167,1.3,103,0.8
SS4  3,E14000888,68.96,9.6641555,0.4,6.8,1.7,3,2.3,5,4.1,17.9,8529,8283,97.1,88,1,89,1,50,0.6
SS4  1,E14000888,68.96,9.6641555,0.5,5.6,1.4,2.5,2.3,5.6,5.9,21.1,11621,11208,96.4,171,1.5,145,1.2,82,0.7
SS5  4,E14000888,68.96,9.6641555,0.5,6.8,1.4,3,2.1,4.9,3.9,18,9369,9149,97.7,97,1,67,0.7,40,0.4
SS5  6,E14000888,68.96,9.6641555,0.4,5.5,1.4,2.7,2.3,4.7,3.2,16.2,6283,6192,98.6,40,0.6,34,0.5,14,0.2
SS5  9,E14000888,68.96,9.6641555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SS5  5,E14000888,68.96,9.6641555,0.4,6,1.2,2.4,1.9,4.9,3.4,16.9,5888,5749,97.6,67,1.1,51,0.9,14,0.2
SS9  5,E14000888,68.96,9.6641555,0.9,5.4,1.5,2.2,2.1,4.9,4.4,17.7,11853,11381,96,117,1,236,2,91,0.8
SS4  2,E14000888,68.96,9.6641555,0.1,5.7,1.2,2.4,1.7,4,5.1,18.4,843,821,97.4,7,0.8,12,1.4,2,0.2
SS6  0,E14000888,68.96,9.6641555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG1  4,E14000889,68.95,11.5202457,10.2,1.3,0.4,0.9,1,11.9,19.8,37.1,2590,1747,67.5,93,3.6,536,20.7,167,6.4
RG1  8,E14000889,68.95,11.5202457,9.2,3,0.7,1.2,1.3,7,16.7,37.1,2554,1636,64.1,92,3.6,626,24.5,141,5.5
RG1  3,E14000889,68.95,11.5202457,7.4,4.6,0.7,1.9,3.3,13.4,13.2,29.2,7390,3471,47,291,3.9,2759,37.3,724,9.8
RG1  7,E14000889,68.95,11.5202457,13.9,2.4,0.5,1.2,1.6,9.9,19,33.8,7078,4372,61.8,284,4,1628,23,656,9.3
RG1  2,E14000889,68.95,11.5202457,12,2.6,0.4,1.1,2.3,13,20.1,32.9,4036,2501,62,156,3.9,1021,25.3,279,6.9
RG1  6,E14000889,68.95,11.5202457,8,4.6,0.9,1.8,1.5,6.8,12.4,27.4,8793,5916,67.3,392,4.5,1499,17,896,10.2
RG1  1,E14000889,68.95,11.5202457,15.6,1.6,0.5,0.9,1.1,13.3,22.2,39.8,437,233,53.3,20,4.6,126,28.8,37,8.5
RG1  9,E14000889,68.95,11.5202457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RG1  5,E14000889,68.95,11.5202457,7.9,2.8,0.8,1.5,6.8,28.7,11.1,19.9,9454,6744,71.3,337,3.6,1707,18.1,516,5.5
